"LINEGROUP_ID","SEQ_NO","LINEGROUP_NAME","LINEGROUP_NAME_SHORT","OUTSIDE_RESERVATION","DO_NOT_SPECIFY_LINE_FG","LINEGROUP_TYPE","VACCINE_FG","RABIES_FG","SAME_TIME_LIMIT","LINEGROUP_CANCELLATION_DAYS","LINEGROUP_START_DAYS","LINEGROUP_END_DAYS","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","4","【土曜日実施】伊利ドックA（胃ABC検査）","【土曜日実施】伊利ドックA（胃ABC検査）","0","0","0","0","0",\N,"30","3000","13","A2636","2019-07-31 15:17:58","A3210","2019-12-27 10:45:02","0","19"
"2","5","【火・土2日実施】伊利ドックB（胃カメラ）","【火・土2日実施】伊利ドックB（胃カメラ）","0","0","0","0","0",\N,"30","3000","13","A2636","2019-07-31 15:39:41","A3210","2019-12-27 10:45:21","0","17"
"3","1","雇入れ時健康診断","雇入れ時健康診断","1","0","0","0","0",\N,"30","3000","6","A2636","2019-07-31 15:48:20","A3210","2019-12-25 17:44:08","0","15"
"4","3","一般健康診断（簡易コース）","一般健康診断（簡易コース）","1","0","0","0","0",\N,"30","3000","6","A2636","2019-07-31 15:49:54","A3211","2020-01-08 17:59:49","0","18"
"5","10","健保コース","健保コース","0","0","0","0","0",\N,"7","6000","6","A2636","2019-07-31 16:06:53","A3219","2019-11-06 15:01:38","0","5"
"6","2","一般健康診断（基本コース）","一般健康診断（基本コース）","1","0","0","0","0",\N,"30","3000","6","A3219","2019-11-06 12:53:00","A3211","2020-01-08 17:56:54","0","7"
"7","6","前立腺がん検診","前立腺がん検診","0","0","0","0","0",\N,"7","3000","6","A3219","2019-11-06 14:35:49","A3210","2019-12-27 10:45:40","0","7"
"8","7","骨粗しょう症検診","骨粗しょう症検診","0","0","0","0","0",\N,"7","3000","6","A3219","2019-11-06 14:46:03","A3210","2019-12-27 10:45:57","0","6"
"9","8","【水曜日実施】CT肺がん検診","【水曜日実施】CT肺がん検診","0","0","0","0","0",\N,"7","3000","6","A3219","2019-11-06 14:52:57","A3210","2019-12-27 10:46:13","0","7"
"10","9","心臓・動脈硬化検診","心臓・動脈硬化検診","0","0","0","0","0",\N,"7","3000","6","A3219","2019-11-06 15:00:19","A3210","2019-12-27 10:46:29","0","6"
