"LINEGROUP_ID","SEQ_NO","LINEGROUP_NAME","LINEGROUP_NAME_SHORT","OUTSIDE_RESERVATION","DO_NOT_SPECIFY_LINE_FG","LINEGROUP_TYPE","VACCINE_FG","RABIES_FG","SAME_TIME_LIMIT","LINEGROUP_CANCELLATION_DAYS","LINEGROUP_START_DAYS","LINEGROUP_END_DAYS","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","8","【2019年9月30日まで】スタンダード人間ドック（胃部X線検査）","【2019年9月30日まで】スタンダード人間ドック（胃部X線検査","0","0","0","0","0",\N,"7","6000","6","A2636","2018-04-27 16:13:16","A3220","2019-10-03 14:47:40","0","11"
"2","9","【2019年9月30日まで】スタンダード人間ドック（胃カメラ）","【2019年9月30日まで】スタンダード人間ドック（胃カメラ）","0","0","0","0","0",\N,"7","3000","6","A2636","2018-04-27 16:20:32","A3220","2019-10-03 14:47:40","0","10"
"3","10","【2019年9月30日まで】【男性】スタンダード人間ドック（胃部X線検査）◆腫瘍マーカー6種付き","【2019年9月30日まで】【男性】スタンダード人間ドック（胃部","0","0","0","0","0",\N,"7","6000","6","A2636","2018-04-27 16:25:29","A3220","2019-10-03 14:47:40","0","12"
"4","11","【2019年9月30日まで】【男性】スタンダード人間ドック（胃カメラ）◆腫瘍マーカー6種付き","【2019年9月30日まで】【男性】スタンダード人間ドック（胃カ","0","0","0","0","0",\N,"7","3000","6","A2636","2018-04-27 16:29:09","A3220","2019-10-03 14:47:40","0","11"
"5","12","【2019年9月30日まで】【女性】スタンダード人間ドック（胃部X線検査）◆腫瘍マーカー6種付き","【2019年9月30日まで】【女性】スタンダード人間ドック（胃部","0","0","0","0","0",\N,"7","3000","6","A2636","2018-04-27 16:37:58","A3220","2019-10-03 14:47:40","0","10"
"6","13","【2019年9月30日まで】【女性】スタンダード人間ドック（胃カメラ）◆腫瘍マーカー6種付き","【2019年9月30日まで】【女性】スタンダード人間ドック（胃カ","0","0","0","0","0",\N,"7","3000","6","A2636","2018-04-27 16:41:51","A3220","2019-10-03 14:47:40","0","10"
"7","7","健保コース","健保コース","0","0","0","0","0",\N,"7","6000","6","A2636","2018-04-27 16:44:24","A3220","2019-10-03 14:47:40","0","3"
"8","1","スタンダード人間ドック（胃部X線検査）","スタンダード人間ドック（胃部X線検査）","1","0","0","0","0",\N,"7","3000","13","A3219","2019-08-19 15:39:27","A3271","2019-11-15 15:51:20","0","7"
"9","2","スタンダード人間ドック（胃カメラ）","スタンダード人間ドック（胃カメラ）","1","0","0","0","0",\N,"7","3000","13","A3219","2019-08-19 16:03:24","A3271","2019-11-15 15:51:45","0","6"
"10","3","【男性】スタンダード人間ドック（胃部X線検査）◆腫瘍マーカー6種付き","【男性】スタンダード人間ドック（胃部X線検査）◆腫瘍マーカー6種","1","0","0","0","0",\N,"7","3000","13","A3219","2019-08-19 16:13:22","A3271","2019-11-15 15:52:10","0","6"
"11","4","【男性】スタンダード人間ドック（胃カメラ）◆腫瘍マーカー6種付き","【男性】スタンダード人間ドック（胃カメラ）◆腫瘍マーカー6種付き","1","0","0","0","0",\N,"7","3000","13","A3219","2019-08-19 16:24:09","A3271","2019-11-15 15:52:31","0","4"
"12","5","【女性】スタンダード人間ドック（胃部X線検査）◆腫瘍マーカー6種付き","【女性】スタンダード人間ドック（胃部X線検査）◆腫瘍マーカー6種","1","0","0","0","0",\N,"7","3000","13","A3219","2019-08-19 16:31:32","A3271","2019-11-15 15:52:58","0","6"
"13","6","【女性】スタンダード人間ドック（胃カメラ）◆腫瘍マーカー6種付き","【女性】スタンダード人間ドック（胃カメラ）◆腫瘍マーカー6種付き","1","0","0","0","0",\N,"7","3000","13","A3219","2019-08-19 16:39:04","A3271","2019-11-15 15:53:21","0","4"
