"LINEGROUP_ID","SEQ_NO","LINEGROUP_NAME","LINEGROUP_NAME_SHORT","OUTSIDE_RESERVATION","DO_NOT_SPECIFY_LINE_FG","LINEGROUP_TYPE","VACCINE_FG","RABIES_FG","SAME_TIME_LIMIT","LINEGROUP_CANCELLATION_DAYS","LINEGROUP_START_DAYS","LINEGROUP_END_DAYS","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","3","人間ドック（胃部X線検査）＋脳ドック","人間ドック（胃部X線検査）＋脳ドック","1","0","0","0","0",\N,"20","6000","6","A2867","2019-02-18 15:41:01","A3211","2020-01-07 17:26:29","0","8"
"2","5","レディースドック（マンモ・乳エコー・子宮頸部細胞診）","レディースドック（マンモ・乳エコー・子宮頸部細胞診）","1","0","0","0","0",\N,"20","6000","6","A2867","2019-02-18 16:01:34","A3211","2020-01-07 17:26:29","0","5"
"3","6","脳ドック","脳ドック","1","0","0","0","0",\N,"20","6000","6","A2867","2019-02-18 16:13:41","A3211","2020-01-07 17:26:29","0","7"
"4","5","半日人間ドック◆選べる胃検査（胃カメラまたは胃部X線検査）","半日人間ドック◆選べる胃検査（胃カメラまたは胃部X線検査）","1","0","0","0","0",\N,"20","6000","6","A2867","2019-02-18 16:15:49","A3219","2020-01-07 17:25:51","1","6"
"5","7","生活習慣病+胃部Ｘ線検査","生活習慣病+胃部Ｘ線検査","1","0","0","0","0",\N,"20","6000","6","A2867","2019-02-18 16:36:36","A3211","2020-01-07 17:26:29","0","5"
"6","8","乳がん検診（マンモグラフィ+乳腺エコー）","乳がん検診（マンモグラフィ+乳腺エコー）","1","0","0","0","0",\N,"20","6000","6","A2867","2019-02-18 16:43:40","A3211","2020-01-07 17:26:29","0","5"
"7","9","健保コース","健保コース","0","0","0","0","0",\N,"20","6000","6","A2636","2019-02-20 12:52:17","A3211","2020-01-07 17:26:29","0","3"
"8","4","【経鼻or経口】人間ドック（胃カメラ）＋脳ドック","【経鼻or経口】人間ドック（胃カメラ）＋脳ドック","0","0","0","0","0",\N,"20","6000","6","A2636","2019-07-09 10:44:29","A3211","2020-01-07 17:26:29","0","5"
"9","10","人間ドック+脳ドック【経口内視鏡検査（胃カメラ）】","人間ドック+脳ドック【経口内視鏡検査（胃カメラ）】","0","0","0","0","0",\N,"20","6000","6","A2636","2019-07-09 10:45:29","A3211","2020-01-07 17:26:29","0","3"
"10","11","人間ドック+脳ドック【胃部X線検査】","人間ドック+脳ドック【胃部X線検査】","0","0","0","0","0",\N,"20","6000","6","A2636","2019-07-09 10:54:58","A3211","2020-01-07 17:26:29","0","3"
"11","12","レディースドック【マンモ・乳エコー・子宮頸部細胞診・経鼻内視鏡検査（胃カメラ）】","レディースドック【マンモ・乳エコー・子宮頸部細胞診・経鼻内視鏡検","0","0","0","0","0",\N,"20","6000","6","A2636","2019-07-09 10:58:25","A3211","2020-01-07 17:26:29","0","3"
"12","13","レディースドック【マンモ・乳エコー・子宮頸部細胞診・経口内視鏡検査（胃カメラ）】","レディースドック【マンモ・乳エコー・子宮頸部細胞診・経口内視鏡検","0","0","0","0","0",\N,"20","6000","6","A2636","2019-07-09 10:59:23","A3211","2020-01-07 17:26:29","0","3"
"13","14","レディースドック【マンモ・乳エコー・子宮頸部細胞診・胃部X線検査】","レディースドック【マンモ・乳エコー・子宮頸部細胞診・胃部X線検査","0","0","0","0","0",\N,"20","6000","6","A2636","2019-07-09 11:00:42","A3211","2020-01-07 17:26:29","0","3"
"14","1","半日人間ドック【選べる胃カメラ検査】","半日人間ドック【選べる胃カメラ検査】","1","0","0","0","0",\N,"20","6000","6","A2636","2019-07-09 11:02:32","A3211","2020-01-07 17:26:29","0","5"
"15","15","半日人間ドック【経口内視鏡検査（胃カメラ）】","半日人間ドック【経口内視鏡検査（胃カメラ）】","0","0","0","0","0",\N,"20","6000","6","A2636","2019-07-09 11:03:07","A2636","2020-01-07 17:24:50","1","2"
"16","2","半日人間ドック【胃部X線検査】","半日人間ドック【胃部X線検査】","1","0","0","0","0",\N,"20","6000","6","A2636","2019-07-09 11:04:25","A3211","2020-01-07 17:26:29","0","4"
