"LINEGROUP_ID","SEQ_NO","LINEGROUP_NAME","LINEGROUP_NAME_SHORT","OUTSIDE_RESERVATION","DO_NOT_SPECIFY_LINE_FG","LINEGROUP_TYPE","VACCINE_FG","RABIES_FG","SAME_TIME_LIMIT","LINEGROUP_CANCELLATION_DAYS","LINEGROUP_START_DAYS","LINEGROUP_END_DAYS","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"20798","1","【2018年12月～2019年4月】スタンダード人間ドック","【2018年12月～2019年4月】スタンダード人間ドック","0","0","0","0","0",\N,"7","6000","9","system","2017-08-18 12:13:21","A2062","2019-05-14 15:41:14","0","36"
"20799","6","人間ドック＋遺伝子・脳梗塞リスク・ＡＢＣ検査付","人間ドック＋遺伝子・脳梗塞リスク・ＡＢＣ検査付","0","0","0","0","0",\N,"7",\N,\N,"system","2017-08-18 12:13:21","A2636","2018-03-16 15:47:35","1","9"
"20800","10","人間ドック+脳ドック(脳梗塞チェック付)","人間ドック+脳ドック(脳梗塞チェック付)","0","0","0","0","0",\N,"7",\N,\N,"system","2017-08-18 12:13:21","A2636","2018-03-16 18:40:52","1","13"
"20801","2","【2018年12月～2019年4月】人間ドック+選べるオプション","【2018年12月～2019年4月】人間ドック+選べるオプション","0","0","0","0","0",\N,"7","3000","9","system","2017-08-18 12:13:21","A2062","2019-05-14 15:41:42","0","37"
"20802","7","【3月／午後】スタンダード人間ドック","【3月／午後】スタンダード人間ドック","0","0","0","0","0",\N,"7","3000","6","A2064","2017-10-23 17:18:12","B38354","2019-03-15 12:55:03","0","18"
"20803","6","健保コース","健保コース","0","0","0","0","0",\N,"7",\N,\N,"A2062","2017-11-02 10:48:10","B38354","2019-03-15 12:55:03","0","12"
"20804","5","【女性技師対応】乳がん検診（マンモグラフィ検査）","【女性技師対応】乳がん検診（マンモグラフィ検査）","0","0","0","0","0",\N,"7","3000","8","B38354","2017-11-22 15:52:00","A1589","2019-05-16 10:23:32","0","21"
"20805","4","【女性技師対応】乳がん検診（乳腺エコー検査）","【女性技師対応】乳がん検診（乳腺エコー検査）","0","0","0","0","0",\N,"7","3000","8","B38354","2017-11-22 16:01:58","A1589","2019-05-16 10:23:07","0","23"
"20806","10","スタンダード人間ドック","スタンダード人間ドック","0","0","0","0","0",\N,"7","4000","11","A2636","2018-03-07 10:12:33","B38354","2019-03-15 12:55:03","0","16"
"20807","3","【午後】スタンダード人間ドック","【午後】スタンダード人間ドック","0","0","0","0","0",\N,"7","3000","9","A2636","2018-03-07 11:56:30","A1589","2019-05-16 10:22:44","0","24"
"20808","11","人間ドック+選べるオプション","人間ドック+選べるオプション","0","0","0","0","0",\N,"7","4000","11","A2636","2018-03-07 12:25:58","B38354","2019-03-15 12:55:03","0","18"
"20809","8","【4月】人間ドック+選べるオプション","【4月】人間ドック+選べるオプション","0","0","0","0","0",\N,"7","3002","6","A2636","2018-03-16 15:52:04","B38354","2019-03-15 12:55:03","0","11"
"20810","9","【11/11・3/10（日曜）受診】スタンダード人間ドック","【11/11・3/10（日曜）受診】スタンダード人間ドック","0","0","0","0","0",\N,"7","6000","9","A1589","2018-08-07 09:16:05","B38354","2019-03-15 12:55:03","0","17"
