"LINEGROUP_ID","SEQ_NO","LINEGROUP_NAME","LINEGROUP_NAME_SHORT","OUTSIDE_RESERVATION","DO_NOT_SPECIFY_LINE_FG","LINEGROUP_TYPE","VACCINE_FG","RABIES_FG","SAME_TIME_LIMIT","LINEGROUP_CANCELLATION_DAYS","LINEGROUP_START_DAYS","LINEGROUP_END_DAYS","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","1","プレミアム脳ドック","プレミアム脳ドック","0","0","0","0","0",\N,"2","6000","5","A2867","2018-11-02 16:52:11","A3251","2019-11-22 09:58:36","1","8"
"2","2","脳ドック+頸動脈エコー＋認知症検査","脳ドック+頸動脈エコー＋認知症検査","0","0","0","0","0",\N,"2","6000","5","A2867","2018-11-02 16:55:05","A3251","2019-11-22 09:58:46","1","8"
"3","3","脳ドック+頸動脈エコー＋頸椎MRI＋血液検査","脳ドック+頸動脈エコー＋頸椎MRI＋血液検査","0","0","0","0","0",\N,"2","6000","5","A2867","2018-11-02 16:57:20","A3251","2019-11-22 09:58:54","1","7"
"4","4","脳ドック+頸動脈エコー＋心電図","脳ドック+頸動脈エコー＋心電図","0","0","0","0","0",\N,"2","6000","5","A2867","2018-11-02 17:01:04","A3251","2019-11-22 09:59:03","1","7"
"5","5","脳ドック+頸動脈エコー","脳ドック+頸動脈エコー","0","0","0","0","0",\N,"2","6000","5","A2867","2018-11-02 17:44:21","A3251","2019-11-22 09:59:10","1","6"
"6","6","脳ドック","脳ドック","0","0","0","0","0",\N,"2","6000","4","A2867","2018-11-02 18:03:23","A3251","2019-11-22 09:59:16","1","5"
"7","7","（早朝）脳ドック","（早朝）脳ドック","0","0","0","0","0",\N,"2","6000","5","A2867","2018-11-02 19:01:09","A3251","2019-11-22 09:59:23","1","6"
"8","8","健保コース","健保コース","0","0","0","0","0",\N,"30","6000","6","A2636","2018-11-12 17:02:07","A2636","2018-11-12 17:02:07","0","1"
"9","9","プレミアム脳ドック","プレミアム脳ドック","1","0","0","0","0",\N,"2","6000","5","A2636","2019-07-30 10:25:25","A3271","2019-11-28 10:54:04","0","5"
"10","10","脳ドック+頸動脈エコー＋認知症検査","脳ドック+頸動脈エコー＋認知症検査","1","0","0","0","0",\N,"2","6000","5","A2636","2019-07-30 10:26:32","A3271","2019-11-28 10:54:21","0","5"
"11","11","脳ドック+頸動脈エコー＋頸椎MRI＋血液検査","脳ドック+頸動脈エコー＋頸椎MRI＋血液検査","1","0","0","0","0",\N,"2","6000","5","A2636","2019-07-30 10:27:15","A3271","2019-11-28 10:54:38","0","5"
"12","12","脳ドック+頸動脈エコー＋心電図","脳ドック+頸動脈エコー＋心電図","1","0","0","0","0",\N,"2","6000","5","A2636","2019-07-30 10:28:02","A3271","2019-11-28 10:54:54","0","5"
"13","13","脳ドック+頸動脈エコー","脳ドック+頸動脈エコー","1","0","0","0","0",\N,"2","6000","5","A2636","2019-07-30 10:28:41","A3271","2019-11-28 10:55:11","0","5"
"14","14","脳ドック","脳ドック","1","0","0","0","0",\N,"2","6000","4","A2636","2019-07-30 10:29:17","A3271","2019-11-28 10:55:30","0","5"
"15","15","（早朝）脳ドック","（早朝）脳ドック","1","0","0","0","0",\N,"2","6000","5","A2636","2019-07-30 10:30:26","A3271","2019-11-28 10:55:45","0","5"
