"LINEGROUP_ID","SEQ_NO","LINEGROUP_NAME","LINEGROUP_NAME_SHORT","OUTSIDE_RESERVATION","DO_NOT_SPECIFY_LINE_FG","LINEGROUP_TYPE","VACCINE_FG","RABIES_FG","SAME_TIME_LIMIT","LINEGROUP_CANCELLATION_DAYS","LINEGROUP_START_DAYS","LINEGROUP_END_DAYS","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","8","【2019年9月30日まで】肺がん検診（胸部CT）","【2019年9月30日まで】肺がん検診（胸部CT）","0","0","0","0","0",\N,"30","3000","9","A2867","2018-11-29 10:36:09","A3210","2020-02-21 14:32:07","0","12"
"2","9","【2019年9月30日まで】前立腺がん検診（骨盤MRI+腫瘍マーカー）","【2019年9月30日まで】前立腺がん検診（骨盤MRI+腫瘍マー","0","0","0","0","0",\N,"30","3000","9","A2867","2018-11-29 10:48:36","A3210","2020-02-21 14:32:07","0","12"
"3","10","【2019年9月30日まで】大腸がん検診（大腸CT）","【2019年9月30日まで】大腸がん検診（大腸CT）","0","0","0","0","0",\N,"30","3000","13","A2867","2018-11-29 10:59:58","A3210","2020-02-21 14:32:07","0","9"
"4","11","【2019年9月30日まで】人間ドック（基本健診）","【2019年9月30日まで】人間ドック（基本健診）","0","0","0","0","0",\N,"30","3000","13","A2867","2018-11-29 11:15:16","A3210","2020-02-21 14:32:07","0","12"
"5","12","【2019年9月30日まで】胃がん検診（胃カメラ）","【2019年9月30日まで】胃がん検診（胃カメラ）","0","0","0","0","0",\N,"30","3000","9","A2867","2018-11-29 11:51:41","A3210","2020-02-21 14:32:07","0","10"
"6","13","【2019年9月30日まで】レディースがん検診","【2019年9月30日まで】レディースがん検診","0","0","0","0","0",\N,"30","3000","9","A2867","2018-11-29 12:01:20","A3210","2020-02-21 14:32:07","0","8"
"7","14","健保コース","健保コース","0","0","0","0","0",\N,"30","6000","6","A2636","2018-12-04 10:03:21","A3210","2020-02-21 14:32:07","0","3"
"8","5","肺がん検診（胸部CT）","肺がん検診（胸部CT）","1","0","0","0","0",\N,"30","3000","9","A3218","2019-08-27 16:35:32","A3210","2020-02-21 14:32:07","0","6"
"9","6","前立腺がん検診（骨盤MRI＋腫瘍マーカー）","前立腺がん検診（骨盤MRI＋腫瘍マーカー）","1","0","0","0","0",\N,"30","3000","9","A3218","2019-08-27 16:36:34","A3210","2020-02-21 14:32:07","0","6"
"10","4","大腸がん検診（大腸CT）","大腸がん検診（大腸CT）","1","0","0","0","0",\N,"30","3000","13","A3218","2019-08-27 16:37:13","A3210","2020-02-21 14:32:07","0","6"
"11","1","*AM受付*　人間ドック（基本健診）","*AM受付*　人間ドック（基本健診）","1","0","0","0","0",\N,"30","3000","13","A3218","2019-08-27 16:37:47","A3210","2020-02-21 14:32:46","0","7"
"12","3","胃がん検診（胃カメラ）","胃がん検診（胃カメラ）","1","0","0","0","0",\N,"30","3000","9","A3218","2019-08-27 16:39:08","A3210","2020-02-21 14:32:07","0","6"
"13","7","レディースがん検診","レディースがん検診","1","0","0","0","0",\N,"30","3000","9","A3218","2019-08-27 16:39:51","A3210","2020-02-21 14:32:07","0","5"
"14","2","*PM受付*　人間ドック（基本健診）","*PM受付*　人間ドック（基本健診）","1","0","0","0","0",\N,"30","3000","13","A3210","2020-02-21 14:31:40","A3210","2020-02-21 14:32:07","0","2"
