"LINEGROUP_ID","SEQ_NO","LINEGROUP_NAME","LINEGROUP_NAME_SHORT","OUTSIDE_RESERVATION","DO_NOT_SPECIFY_LINE_FG","LINEGROUP_TYPE","VACCINE_FG","RABIES_FG","SAME_TIME_LIMIT","LINEGROUP_CANCELLATION_DAYS","LINEGROUP_START_DAYS","LINEGROUP_END_DAYS","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","1","半日人間ドック（胃部X線検査コース）","半日人間ドック（胃部X線検査コース）","1","0","0","0","0",\N,"20","6000","6","A2867","2019-02-07 10:11:58","A1589","2019-11-20 12:06:12","0","9"
"2","2","胸部CT検査","胸部CT検査","1","0","0","0","0",\N,"20","6000","6","A2867","2019-02-07 10:16:18","A1589","2019-11-20 12:06:29","0","10"
"3","3","子宮頸がん検診","子宮頸がん検診","1","0","0","0","0",\N,"20","6000","6","A2867","2019-02-07 10:26:23","A1589","2019-11-20 12:06:43","0","9"
"4","4","乳がん検診","乳がん検診","1","0","0","0","0",\N,"20","6000","6","A2867","2019-02-07 10:47:07","A1589","2019-11-20 12:06:58","0","6"
"5","5","婦人健診セット","婦人健診セット","1","0","0","0","0",\N,"20","6000","6","A2867","2019-02-07 11:13:56","A1589","2019-11-20 12:07:13","0","5"
"6","6","半日人間ドック（胃カメラコース）","半日人間ドック（胃カメラコース）","1","0","0","0","0",\N,"20","6000","6","A2867","2019-02-07 11:15:34","A1589","2019-11-20 12:07:28","0","8"
"7","7","健保コース","健保コース","0","0","0","0","0",\N,"20","6000","6","A2636","2019-02-14 13:23:58","A2636","2019-02-14 13:23:58","0","1"
"8","8","定期健診（Aコース）","定期健診（Aコース）","1","0","0","0","0",\N,"30","6000","3","A2867","2019-10-29 17:07:50","A3271","2019-11-28 11:16:15","0","11"
"9","9","雇用時健診（Bコース）","雇用時健診（Bコース）","1","0","0","0","0",\N,"30","6000","3","A2867","2019-10-29 17:13:10","A3271","2019-11-28 11:16:29","0","16"
"10","10","基本健診（Cコース）","基本健診（Cコース）","1","0","0","0","0",\N,"30","6000","3","A2867","2019-10-29 17:21:01","A3271","2019-12-03 17:17:35","0","9"
"11","11","【水・金夜間受診】定期健診（Aコース）","【水・金夜間受診】定期健診（Aコース）","1","0","0","0","0",\N,"30","6000","3","A3219","2019-10-30 11:19:17","A3271","2019-11-28 11:17:03","0","6"
"12","12","【水・金夜間受診】雇用時健診（Bコース）","【水・金夜間受診】雇用時健診（Bコース）","1","0","0","0","0",\N,"30","6000","3","A3219","2019-10-30 11:22:24","A3271","2019-11-28 11:17:29","0","6"
"13","13","【水・金夜間受診】基本健診（Cコース）","【水・金夜間受診】基本健診（Cコース）","1","0","0","0","0",\N,"30","6000","3","A3219","2019-10-30 11:23:55","A3271","2019-12-03 17:17:53","0","3"
