"LINEGROUP_ID","SEQ_NO","LINEGROUP_NAME","LINEGROUP_NAME_SHORT","OUTSIDE_RESERVATION","DO_NOT_SPECIFY_LINE_FG","LINEGROUP_TYPE","VACCINE_FG","RABIES_FG","SAME_TIME_LIMIT","LINEGROUP_CANCELLATION_DAYS","LINEGROUP_START_DAYS","LINEGROUP_END_DAYS","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","9","【2019年9月30日まで】プレミアム人間ドック（頭部CT検査+腫瘍マーカー付き）","【2019年9月30日まで】プレミアム人間ドック（頭部CT検査+","0","0","0","0","0",\N,"3","3000","6","A2636","2018-08-08 16:16:28","A3210","2020-02-12 18:45:21","0","11"
"2","10","【2019年9月30日まで】人間ドック（胃カメラ検査）","【2019年9月30日まで】人間ドック（胃カメラ検査）","0","0","0","0","0",\N,"3","3000","6","A2636","2018-08-08 16:24:04","A3210","2020-02-12 18:45:21","0","8"
"3","11","【2019年9月30日まで】人間ドック（胃部X線検査）","【2019年9月30日まで】人間ドック（胃部X線検査）","0","0","0","0","0",\N,"3","3000","6","A2636","2018-08-08 16:25:55","A3210","2020-02-12 18:45:21","0","9"
"4","12","【2019年9月30日まで】糖尿病セット","【2019年9月30日まで】糖尿病セット","0","0","0","0","0",\N,"3","3000","6","A2636","2018-08-08 16:38:57","A3210","2020-02-12 18:45:21","0","9"
"5","13","【2019年9月30日まで】脂質異常セット","【2019年9月30日まで】脂質異常セット","0","0","0","0","0",\N,"3","3000","6","A2636","2018-08-08 16:40:47","A3210","2020-02-12 18:45:21","0","9"
"6","14","【2019年9月30日まで】CT検査（内臓脂肪面積測定）","【2019年9月30日まで】CT検査（内臓脂肪面積測定）","0","0","0","0","0",\N,"3","3000","6","A2636","2018-08-08 16:42:19","A3210","2020-02-12 18:45:21","0","8"
"7","15","【2019年9月30日まで】メタボセット","【2019年9月30日まで】メタボセット","0","0","0","0","0",\N,"3","3000","6","A2636","2018-08-08 16:44:22","A3210","2020-02-12 18:45:21","0","7"
"8","8","健保コース","健保コース","0","0","0","0","0",\N,"3","3000","2","A2636","2018-08-08 16:45:07","A3210","2020-02-12 18:45:21","0","3"
"9","3","プレミアム人間ドック（頭部CT検査＋腫瘍マーカー＋骨密度＋内臓脂肪）","プレミアム人間ドック（頭部CT検査＋腫瘍マーカー＋骨密度＋内臓脂","1","0","0","0","0",\N,"3","3000","6","A3218","2019-08-30 19:45:09","A3210","2020-02-12 18:58:22","0","8"
"10","2","人間ドック（胃カメラ）","人間ドック（胃カメラ）","1","0","0","0","0",\N,"3","3000","6","A3218","2019-08-30 19:46:27","A3210","2020-02-12 18:55:07","0","7"
"11","1","人間ドック（胃部X線検査）","人間ドック（胃部X線検査）","1","0","0","0","0",\N,"3","3000","6","A3218","2019-08-30 19:47:54","A3210","2020-02-12 18:59:58","0","6"
"12","4","糖尿病セット","糖尿病セット","1","0","0","0","0",\N,"3","3000","6","A3218","2019-08-30 19:50:32","A3210","2020-02-12 19:01:02","0","5"
"13","5","脂質異常セット","脂質異常セット","1","0","0","0","0",\N,"3","3000","6","A3218","2019-08-30 19:50:55","A3210","2020-02-12 19:02:08","0","5"
"14","6","腹部CT検査（内臓脂肪面積測定）","腹部CT検査（内臓脂肪面積測定）","1","0","0","0","0",\N,"3","3000","6","A3218","2019-08-30 19:51:58","A3210","2020-02-12 19:05:29","0","6"
"15","7","メタボセット","メタボセット","1","0","0","0","0",\N,"3","3000","6","A3218","2019-08-30 19:52:11","A3210","2020-02-12 19:06:40","0","5"
