"LINEGROUP_ID","SEQ_NO","LINEGROUP_NAME","LINEGROUP_NAME_SHORT","OUTSIDE_RESERVATION","DO_NOT_SPECIFY_LINE_FG","LINEGROUP_TYPE","VACCINE_FG","RABIES_FG","SAME_TIME_LIMIT","LINEGROUP_CANCELLATION_DAYS","LINEGROUP_START_DAYS","LINEGROUP_END_DAYS","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","1","【午後指定】簡易人間ドック（ABC検査）","【午後指定】簡易人間ドック（ABC検査）","1","0","0","0","0",\N,"7","6000","4","A2636","2018-03-16 14:29:26","A3271","2019-11-29 09:18:54","0","8"
"2","2","【午後指定】簡易人間ドック（ABC検査）＋脳ドック基本検査","【午後指定】簡易人間ドック（ABC検査）＋脳ドック基本検査","1","0","0","0","0",\N,"7","6000","4","A2636","2018-03-16 14:58:12","A3271","2019-11-29 09:19:10","0","10"
"3","3","【午後指定】脳ドック基本検査＋がん腫瘍マーカー","【午後指定】脳ドック基本検査＋がん腫瘍マーカー","1","0","0","0","0",\N,"7","6000","4","A2636","2018-03-16 15:09:55","A3271","2019-11-29 09:19:24","0","10"
"4","4","総合人間ドック＋脳ドック基本検査","総合人間ドック＋脳ドック基本検査","1","0","0","0","0",\N,"7","6000","4","A2636","2018-03-16 15:23:14","A3271","2019-11-29 09:19:40","0","15"
"5","5","脳ドック基本検査","脳ドック基本検査","1","0","0","0","0",\N,"7","6000","4","A2636","2018-03-16 15:46:58","A3271","2019-11-29 09:20:02","0","7"
"6","6","簡易人間ドック（腹部エコー検査付き）","簡易人間ドック（腹部エコー検査付き）","1","0","0","0","0",\N,"7","6000","4","A2636","2018-03-16 15:57:59","A3271","2019-11-29 09:20:17","0","9"
"7","7","【3月末まで価格】プレミアムレディースドック＋脳ドック充実検査","【3月末まで価格】プレミアムレディースドック＋脳ドック充実検査","0","0","0","0","0",\N,"7","6000","4","A2636","2018-03-16 16:20:09","A2636","2019-06-21 15:00:51","0","12"
"8","9","プレミアムレディースドック＋脳ドック基本検査","プレミアムレディースドック＋脳ドック基本検査","1","0","0","0","0",\N,"7","6000","4","A2636","2018-03-16 16:29:43","A3271","2019-11-29 09:21:02","0","12"
"9","10","【3月末まで価格】総合人間ドック＋脳ドック充実検査","【3月末まで価格】総合人間ドック＋脳ドック充実検査","0","0","0","0","0",\N,"7","6000","4","A2636","2018-03-16 16:37:45","A2636","2019-06-21 16:03:49","0","9"
"10","12","グリーンドック（総合人間ドック＋CT検査＋がん腫瘍マーカー検査）","グリーンドック（総合人間ドック＋CT検査＋がん腫瘍マーカー検査）","1","0","0","0","0",\N,"7","6000","4","A2636","2018-03-16 16:52:57","A3271","2019-11-29 09:21:39","0","11"
"11","13","プレミアムレディースドック","プレミアムレディースドック","1","0","0","0","0",\N,"7","6000","4","A2636","2018-03-16 17:00:25","A3271","2019-11-29 09:21:57","0","9"
"12","14","ベーシックレディースドック","ベーシックレディースドック","1","0","0","0","0",\N,"7","6000","4","A2636","2018-03-16 17:09:32","A3271","2019-11-29 09:22:14","0","9"
"13","13","プレミアムペア人間ドック＋脳ドック充実検査","プレミアムペア人間ドック＋脳ドック充実検査","1","0","0","0","0",\N,"7","6000","4","A2636","2018-03-16 17:20:05","A2636","2018-04-19 09:59:58","1","3"
"14","15","婦人科検診","婦人科検診","1","0","0","0","0",\N,"7","6000","4","A2636","2018-03-16 17:27:32","A3271","2019-11-29 09:22:29","0","8"
"15","16","総合人間ドック","総合人間ドック","1","0","0","0","0",\N,"7","6000","4","A2636","2018-03-16 17:35:57","A3271","2019-11-29 09:22:46","0","10"
"16","17","簡易人間ドック（腹部エコー検査なし）","簡易人間ドック（腹部エコー検査なし）","1","0","0","0","0",\N,"7","6000","4","A2636","2018-03-16 17:40:25","A3271","2019-11-29 09:23:08","0","10"
"17","18","【3月末まで価格】脳ドック充実検査","【3月末まで価格】脳ドック充実検査","0","0","0","0","0",\N,"7","6000","4","A2636","2018-03-16 17:44:12","A2636","2019-04-01 18:03:44","0","7"
"18","20","乳がん検診","乳がん検診","1","0","0","0","0",\N,"7","6000","4","A2636","2018-03-16 17:48:39","A3271","2019-11-29 09:23:41","0","6"
"19","21","子宮がん検診","子宮がん検診","1","0","0","0","0",\N,"7","6000","4","A2636","2018-03-16 17:53:04","A3271","2019-11-29 09:23:56","0","7"
"20","22","健保コース","健保コース","0","0","0","0","0",\N,"7","6000","6","A2636","2018-03-16 17:55:41","A2636","2019-02-12 14:44:21","0","3"
"21","19","脳ドック充実検査","脳ドック充実検査","1","0","0","0","0",\N,"7","6000","4","A2636","2019-02-12 11:33:25","A3271","2019-11-29 09:23:26","0","6"
"22","11","総合人間ドック＋脳ドック充実検査","総合人間ドック＋脳ドック充実検査","1","0","0","0","0",\N,"7","6000","4","A2636","2019-02-12 11:34:25","A3271","2019-11-29 09:21:23","0","7"
"23","8","プレミアムレディースドック＋脳ドック充実検査","プレミアムレディースドック＋脳ドック充実検査","1","0","0","0","0",\N,"7","6000","4","A2636","2019-02-12 11:35:23","A3271","2019-11-29 09:20:43","0","7"
"24","23","【4月以降価格】脳ドック充実検査②","【4月以降価格】脳ドック充実検査②","0","0","0","0","0",\N,"7","6000","4","A2062","2019-04-01 18:11:47","A2062","2019-04-03 15:04:13","1","2"
"25","24","【2019年10月1日から】ベーシックレディースドック","【2019年10月1日から】ベーシックレディースドック","0","0","0","0","0",\N,"7","6000","4","A3213","2019-09-11 11:20:03","A3213","2019-09-11 11:20:03","0","1"
