"IDENT_KEY","IDENT_NAME","KEY_CODE","KEY_VALUE","KEY_TEXTAREA_VALUE","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"C202","メールアドレス","10","unei@eparkdock.com","","system","2017-07-10 20:51:14","system","2017-07-10 20:51:14","1"
"C202","差出人","11","unei@eparkdock.com","","system","2017-07-10 20:51:14","system","2017-07-10 20:51:14","1"
"E812","一斉配信メールサンプルの表示切替","05","0","","system","2017-07-10 20:51:14","system","2017-07-10 20:51:14","1"
"E812","一斉配信メールサンプルのサンプル","06","","","system","2017-07-10 20:51:14","system","2017-07-10 20:51:14","1"
"E817","管理画面操作履歴保持期限","01","1","","system","2017-07-10 20:51:14","system","2017-07-10 20:51:14","4"
"O101","名称","01","aaa","","system","2017-07-10 20:51:14","A166","2017-12-22 16:58:19","5"
"O101","郵便番号","02","","","system","2017-07-10 20:51:14","A166","2017-12-22 16:58:19","5"
"O101","都道府県","03","","","system","2017-07-10 20:51:14","A166","2017-12-22 16:58:19","5"
"O101","市区町村","04","","","system","2017-07-10 20:51:14","A166","2017-12-22 16:58:19","5"
"O101","町名字番地","05","","","system","2017-07-10 20:51:14","A166","2017-12-22 16:58:19","5"
"O101","建物名","06","","","system","2017-07-10 20:51:14","A166","2017-12-22 16:58:19","5"
"O101","電話番号","07","0312345678","","system","2017-07-10 20:51:14","A166","2017-12-22 16:58:19","5"
"O101","その他(受付時間や診療科目など)","08","","","system","2017-07-10 20:51:14","A166","2017-12-22 16:58:19","5"
"O101","表示時間　開始時間","09","00","","system","2017-07-10 20:51:14","A166","2017-12-22 16:58:19","5"
"O101","表示時間　終了時間","10","23","","system","2017-07-10 20:51:14","A166","2017-12-22 16:58:19","5"
"O101","氏名の仮名入力","11","2","","system","2017-07-10 20:51:14","A166","2017-12-22 16:58:19","5"
"O101","生年月日の入力","12","1","","system","2017-07-10 20:51:14","A166","2017-12-22 16:58:19","5"
