"APPOINT_ID","RESERVATION_TYPE","RESERVATION_METHOD","LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","APPOINT_DATE","APPOINT_DAY","LINE_NAME","TIMEZONE_NAME","RESERVATION_FRAMES","AUTO_RESERVATION_SETTING","LINE_NUM","SPARE_LINE_NUM","START_TIME","END_TIME","START_NUMBER","LINE_APPOINT_TYPE","LINE_APPOINT_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","2",\N,"4","1","1","2018-06-06","3","脳ドック","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2018-05-10 01:16:44","B81171","2018-05-10 15:03:10","1","2"
"2","2",\N,"4","1","1","2018-06-06","3","脳ドック","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2018-05-10 01:16:44","B81171","2018-05-10 15:03:10","1","2"
"3","2",\N,"4","1","1","2018-06-13","3","脳ドック","帯1","0",\N,"2","0","0000","2300","1","9",\N,"B81171","2018-05-10 15:03:09","B81171","2018-05-10 15:03:09","0","1"
"4","2",\N,"4","1","1","2018-06-13","3","脳ドック","帯1","0",\N,"2","0","0000","2300","1","1","1","B81171","2018-05-10 15:03:10","B81171","2018-05-10 15:03:10","0","1"
"5","2",\N,"2","20","1","2018-06-25","1","人間ドック（第1.3土曜可）","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-06-11 11:29:43","CUSTUMER","2018-06-11 11:29:43","0","1"
"6","2",\N,"2","20","1","2018-06-25","1","人間ドック（第1.3土曜可）","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-06-11 11:29:43","CUSTUMER","2018-06-11 11:29:43","0","1"
"7","2",\N,"3","1","1","2018-07-23","1","脳ドック（午後）","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-06-20 16:16:36","B81171","2018-07-04 12:33:59","1","2"
"8","2",\N,"3","1","1","2018-07-23","1","脳ドック（午後）","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-06-20 16:16:36","B81171","2018-07-04 12:33:59","1","2"
"9","2",\N,"1","1","1","2018-08-06","1","内視鏡検査","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-07-03 11:11:53","B81171","2018-07-04 12:30:10","1","2"
"10","2",\N,"1","1","1","2018-08-06","1","内視鏡検査","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-07-03 11:11:53","B81171","2018-07-04 12:30:10","1","2"
"11","2",\N,"1","1","1","2018-08-23","4","内視鏡検査","帯1","0",\N,"1","0","0000","2300","1","9",\N,"B81171","2018-07-04 12:30:10","B81171","2018-07-04 12:30:10","0","1"
"12","2",\N,"1","1","1","2018-08-23","4","内視鏡検査","帯1","0",\N,"1","0","0000","2300","1","1","1","B81171","2018-07-04 12:30:10","B81171","2018-07-04 12:30:10","0","1"
"13","2",\N,"3","1","1","2018-07-30","1","脳ドック（午後）","帯1","0",\N,"1","0","0000","2300","1","9",\N,"B81171","2018-07-04 12:33:59","B81171","2018-07-04 12:33:59","0","1"
"14","2",\N,"3","1","1","2018-07-30","1","脳ドック（午後）","帯1","0",\N,"1","0","0000","2300","1","1","1","B81171","2018-07-04 12:33:59","B81171","2018-07-04 12:33:59","0","1"
"15","2",\N,"3","1","1","2018-08-16","4","脳ドック（午後）","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-07-26 12:38:05","CUSTUMER","2018-07-26 12:38:05","0","1"
"16","2",\N,"3","1","1","2018-08-16","4","脳ドック（午後）","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-07-26 12:38:06","CUSTUMER","2018-07-26 12:38:06","0","1"
"17","2",\N,"1","1","1","2018-09-14","5","内視鏡検査","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-08-01 20:00:52","B81171","2018-08-02 13:56:24","1","2"
"18","2",\N,"1","1","1","2018-09-14","5","内視鏡検査","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-08-01 20:00:52","B81171","2018-08-02 13:56:24","1","2"
"19","2",\N,"1","1","1","2018-09-13","4","内視鏡検査","帯1","0",\N,"1","0","0000","2300","1","9",\N,"B81171","2018-08-02 13:56:24","B81171","2018-08-02 13:56:24","0","1"
"20","2",\N,"1","1","1","2018-09-13","4","内視鏡検査","帯1","0",\N,"1","0","0000","2300","1","1","1","B81171","2018-08-02 13:56:24","B81171","2018-08-02 13:56:24","0","1"
"21","2",\N,"4","21","1","2018-09-10","1","脳ドック","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2018-08-21 23:16:58","B81171","2018-08-22 13:12:07","1","2"
"22","2",\N,"4","21","1","2018-09-10","1","脳ドック","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2018-08-21 23:16:58","B81171","2018-08-22 13:12:07","1","2"
"23","2",\N,"3","2","1","2018-09-10","1","脳ドック（午後）","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2018-08-21 23:46:54","B81171","2018-08-22 13:11:03","0","1"
"24","2",\N,"3","2","1","2018-09-10","1","脳ドック（午後）","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2018-08-21 23:46:54","B81171","2018-08-22 13:11:03","0","1"
"25","2",\N,"4","21","1","2018-09-10","1","脳ドック","帯1","0",\N,"2","0","0000","2300","1","1","2","CUSTUMER","2018-08-22 09:02:13","B81171","2018-08-22 12:36:37","1","2"
"26","2",\N,"3","2","1","2018-09-10","1","脳ドック（午後）","帯1","0",\N,"2","0","0000","2300","1","1","1","B81171","2018-08-22 12:36:37","B81171","2018-08-22 13:11:03","0","1"
"27","2",\N,"3","2","1","2018-09-10","1","脳ドック（午後）","帯1","0",\N,"2","0","0000","2300","1","1","2","B81171","2018-08-22 13:12:07","B81171","2018-08-22 13:12:07","0","1"
"28","2",\N,"1","1","1","2018-09-28","5","内視鏡検査","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-08-23 15:40:09","CUSTUMER","2018-08-23 15:40:09","0","1"
"29","2",\N,"1","1","1","2018-09-28","5","内視鏡検査","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-08-23 15:40:09","CUSTUMER","2018-08-23 15:40:09","0","1"
"30","2",\N,"1","1","1","2018-09-27","4","内視鏡検査","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-08-25 12:10:08","CUSTUMER","2018-08-25 12:10:08","0","1"
"31","2",\N,"1","1","1","2018-09-27","4","内視鏡検査","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-08-25 12:10:08","CUSTUMER","2018-08-25 12:10:08","0","1"
"32","2",\N,"1","1","1","2018-10-19","5","内視鏡検査","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-08-27 12:47:15","CUSTUMER","2018-08-27 12:47:15","0","1"
