"APPOINT_ID","RESERVATION_TYPE","RESERVATION_METHOD","LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","APPOINT_DATE","APPOINT_DAY","LINE_NAME","TIMEZONE_NAME","RESERVATION_FRAMES","AUTO_RESERVATION_SETTING","LINE_NUM","SPARE_LINE_NUM","START_TIME","END_TIME","START_NUMBER","LINE_APPOINT_TYPE","LINE_APPOINT_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","2",\N,"1","5","1","2017-11-22","3","バリウム","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2017-11-01 22:45:14","A2062","2017-11-02 17:22:42","1","2"
"2","2",\N,"1","5","1","2017-11-22","3","バリウム","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2017-11-01 22:45:14","A2062","2017-11-02 17:22:42","1","2"
"3","2",\N,"1","7","1","2017-12-20","3","バリウム","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2062","2017-11-02 17:22:42","A1589","2017-11-07 18:45:07","0","1"
"4","2",\N,"1","7","1","2017-12-20","3","バリウム","帯1","0",\N,"1","0","0000","2300","1","1","1","A2062","2017-11-02 17:22:42","A1589","2017-11-07 18:45:07","0","1"
"5","2",\N,"2","8","1","2017-12-18","1","胃カメラ","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2017-12-01 14:19:38","CUSTUMER","2017-12-01 14:19:38","0","1"
"6","2",\N,"2","8","1","2017-12-18","1","胃カメラ","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2017-12-01 14:19:38","CUSTUMER","2017-12-01 14:19:38","0","1"
"7","2",\N,"2","69","1","2018-08-16","4","胃カメラ","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2018-04-19 19:47:15","A2064","2018-06-29 16:51:42","0","1"
"8","2",\N,"2","69","1","2018-08-16","4","胃カメラ","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2018-04-19 19:47:15","A2064","2018-06-29 16:51:42","0","1"
"9","2",\N,"2","69","1","2018-08-16","4","胃カメラ","帯1","0",\N,"2","0","0000","2300","1","1","2","A2064","2018-06-29 16:52:48","A2064","2018-06-29 16:52:48","0","1"
"10","2",\N,"1","7","1","2018-08-31","5","バリウム","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2062","2018-07-23 10:35:10","A2062","2018-07-23 10:35:10","0","1"
"11","2",\N,"1","7","1","2018-08-31","5","バリウム","帯1","0",\N,"1","0","0000","2300","1","1","1","A2062","2018-07-23 10:35:10","A2062","2018-07-23 10:35:10","0","1"
"12","2",\N,"2","68","1","2018-10-18","4","胃カメラ","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-07-26 18:05:18","A2062","2018-07-27 10:06:37","1","2"
"13","2",\N,"2","68","1","2018-10-18","4","胃カメラ","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-07-26 18:05:18","A2062","2018-07-27 10:06:37","1","2"
"14","2",\N,"2","82","1","2018-10-22","1","胃カメラ","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2062","2018-07-27 10:06:37","B44215","2018-10-12 14:46:12","0","1"
"15","2",\N,"2","82","1","2018-10-22","1","胃カメラ","帯1","0",\N,"1","0","0000","2300","1","1","1","A2062","2018-07-27 10:06:37","B44215","2018-10-12 14:46:12","0","1"
"16","2",\N,"1","7","1","2018-09-19","3","バリウム","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-09-08 11:06:41","A2062","2018-09-10 17:38:48","1","2"
"17","2",\N,"1","7","1","2018-09-19","3","バリウム","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-09-08 11:06:41","A2062","2018-09-10 17:38:48","1","2"
"18","2",\N,"1","7","1","2018-09-28","5","バリウム","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2062","2018-09-10 17:38:48","A2062","2018-09-10 17:38:48","0","1"
"19","2",\N,"1","7","1","2018-09-28","5","バリウム","帯1","0",\N,"1","0","0000","2300","1","1","1","A2062","2018-09-10 17:38:48","A2062","2018-09-10 17:38:48","0","1"
"20","2",\N,"2","135","1","2018-11-12","1","胃カメラ","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-10-03 14:06:20","B44215","2018-10-23 17:29:24","0","1"
"21","2",\N,"2","135","1","2018-11-12","1","胃カメラ","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-10-03 14:06:20","B44215","2018-10-23 17:29:24","0","1"
"22","2",\N,"2","82","1","2018-10-18","4","胃カメラ","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-10-10 17:09:59","A2062","2018-10-22 19:46:00","1","2"
"23","2",\N,"2","82","1","2018-10-18","4","胃カメラ","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-10-10 17:09:59","A2062","2018-10-22 19:46:00","1","2"
"24","2",\N,"2","129","1","2018-10-29","1","胃カメラ","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2062","2018-10-22 19:46:00","A2062","2018-10-22 19:46:00","0","1"
"25","2",\N,"2","129","1","2018-10-29","1","胃カメラ","帯1","0",\N,"1","0","0000","2300","1","1","1","A2062","2018-10-22 19:46:00","A2062","2018-10-22 19:56:14","0","2"
"26","2",\N,"1","43","1","2018-11-27","2","バリウム","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-11-12 11:50:59","A2062","2018-11-12 17:06:08","1","2"
"27","2",\N,"1","43","1","2018-11-27","2","バリウム","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-11-12 11:50:59","A2062","2018-11-12 17:06:08","1","2"
"28","2",\N,"1","66","1","2018-11-29","4","バリウム","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2062","2018-11-12 17:06:08","A2062","2018-11-12 17:06:08","0","1"
"29","2",\N,"1","66","1","2018-11-29","4","バリウム","帯1","0",\N,"1","0","0000","2300","1","1","1","A2062","2018-11-12 17:06:08","A2062","2018-11-12 17:06:08","0","1"
"30","2",\N,"1","72","1","2018-12-20","4","バリウム","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-12-03 07:45:15","A2064","2018-12-03 13:05:46","1","2"
"31","2",\N,"1","72","1","2018-12-20","4","バリウム","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-12-03 07:45:15","A2064","2018-12-03 13:05:46","1","2"
"32","2",\N,"1","105","1","2018-12-27","4","バリウム","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2064","2018-12-03 13:05:45","B44215","2018-12-17 15:51:31","0","1"
"33","2",\N,"1","105","1","2018-12-27","4","バリウム","帯1","0",\N,"1","0","0000","2300","1","1","1","A2064","2018-12-03 13:05:45","B44215","2018-12-17 15:51:31","0","1"
"34","2",\N,"1","57","1","2019-01-16","3","バリウム","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-12-17 09:18:12","A2064","2018-12-17 12:34:35","1","2"
"35","2",\N,"1","57","1","2019-01-16","3","バリウム","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-12-17 09:18:12","A2064","2018-12-17 12:34:35","1","2"
"36","2",\N,"1","68","1","2019-01-23","3","バリウム","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2064","2018-12-17 12:34:35","A2064","2018-12-17 12:34:35","0","1"
