"LINE_ID","SHIFT_CALENDAR_ID","PERIOD_FROM","PERIOD_TO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","5","2017-09-04","2017-11-06","A2064","2017-09-04 20:55:26","A1589","2017-11-07 18:44:27","2"
"1","7","2017-11-07","2018-10-11","A1589","2017-11-07 18:45:06","B44215","2018-10-12 14:40:43","2"
"1","8","2018-10-12","2018-10-12","B44215","2018-10-12 14:40:43","B44215","2018-10-12 14:40:43","1"
"1","9","2018-10-13","2018-10-14","B44215","2018-10-12 14:40:43","B44215","2018-10-12 14:40:44","2"
"1","10","2018-10-15","2018-10-15","B44215","2018-10-12 14:40:43","B44215","2018-10-12 14:40:43","1"
"1","12","2018-10-16","2018-10-16","B44215","2018-10-12 14:40:44","B44215","2018-10-12 14:40:44","1"
"1","14","2018-10-17","2018-10-17","B44215","2018-10-12 14:40:44","B44215","2018-10-12 14:40:44","1"
"1","16","2018-10-18","2018-10-18","B44215","2018-10-12 14:40:44","B44215","2018-10-12 14:40:44","1"
"1","18","2018-10-19","2018-10-19","B44215","2018-10-12 14:40:44","B44215","2018-10-12 14:40:44","1"
"1","19","2018-10-20","2018-10-21","B44215","2018-10-12 14:40:44","B44215","2018-10-12 14:40:44","2"
"1","20","2018-10-22","2018-10-22","B44215","2018-10-12 14:40:44","B44215","2018-10-12 14:40:44","1"
"1","22","2018-10-23","2018-10-23","B44215","2018-10-12 14:40:44","B44215","2018-10-12 14:40:44","1"
"1","24","2018-10-24","2018-10-24","B44215","2018-10-12 14:40:44","B44215","2018-10-12 14:40:44","1"
"1","26","2018-10-25","2018-10-25","B44215","2018-10-12 14:40:44","B44215","2018-10-12 14:40:44","1"
"1","28","2018-10-26","2018-10-26","B44215","2018-10-12 14:40:44","B44215","2018-10-12 14:40:44","1"
"1","29","2018-10-27","2018-10-28","B44215","2018-10-12 14:40:44","B44215","2018-10-12 14:40:45","2"
"1","30","2018-10-29","2018-10-29","B44215","2018-10-12 14:40:45","B44215","2018-10-12 14:40:45","1"
"1","32","2018-10-30","2018-10-30","B44215","2018-10-12 14:40:45","B44215","2018-10-12 14:40:45","1"
"1","34","2018-10-31","2018-10-31","B44215","2018-10-12 14:40:45","B44215","2018-10-12 14:40:45","1"
"1","35","2018-11-01","2018-11-06","B44215","2018-10-12 14:40:45","B44215","2018-10-23 17:28:16","3"
"1","36","2018-11-12","2018-11-12","B44215","2018-10-12 14:40:45","B44215","2018-10-12 14:40:45","1"
"1","37","2018-11-13","2018-11-14","B44215","2018-10-12 14:40:45","B44215","2018-10-12 14:40:45","2"
"1","38","2018-11-15","2018-11-15","B44215","2018-10-12 14:40:45","B44215","2018-10-12 14:40:45","1"
"1","39","2018-11-16","2018-11-19","B44215","2018-10-12 14:40:45","B44215","2018-11-20 09:44:37","4"
"1","40","2018-11-22","2018-11-22","B44215","2018-10-12 14:40:45","B44215","2018-10-12 14:40:45","1"
"1","42","2018-11-23","2018-11-23","B44215","2018-10-12 14:40:45","B44215","2018-10-12 14:40:45","1"
"1","43","2018-11-24","2018-11-25","B44215","2018-10-12 14:40:45","B44215","2018-11-20 09:44:37","4"
"1","44","2018-11-30","2018-11-30","B44215","2018-10-12 14:40:46","B44215","2018-10-12 14:40:46","1"
"1","45","2018-12-01","2018-12-02","B44215","2018-10-12 14:40:46","B44215","2018-11-14 11:09:45","3"
"1","46","2018-12-24","2018-12-24","B44215","2018-10-12 14:40:46","B44215","2018-10-12 14:40:46","1"
"1","48","2018-12-31","2018-12-31","B44215","2018-10-12 14:40:46","B44215","2018-10-12 14:40:46","1"
"1","50","2019-01-01","2019-01-01","B44215","2018-10-12 14:40:46","B44215","2018-10-12 14:40:46","1"
"1","52","2019-01-02","2019-01-02","B44215","2018-10-12 14:40:46","B44215","2018-10-12 14:40:46","1"
"1","54","2019-01-03","2019-01-03","B44215","2018-10-12 14:40:46","B44215","2018-10-12 14:40:46","1"
"1","55","2019-01-04","2019-01-06","B44215","2018-10-12 14:40:46","B44215","2018-12-21 14:52:28","3"
"1","56","2019-01-14","2019-01-14","B44215","2018-10-12 14:40:46","B44215","2018-10-12 14:40:46","1"
"1","57","2019-01-15","2019-01-16","B44215","2018-10-12 14:40:46","B44215","2018-10-26 15:12:16","3"
