"LINEGROUP_ID","SEQ_NO","LINEGROUP_NAME","LINEGROUP_NAME_SHORT","OUTSIDE_RESERVATION","DO_NOT_SPECIFY_LINE_FG","LINEGROUP_TYPE","VACCINE_FG","RABIES_FG","SAME_TIME_LIMIT","LINEGROUP_CANCELLATION_DAYS","LINEGROUP_START_DAYS","LINEGROUP_END_DAYS","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"21363","8","【削除予定】1泊2日ドック　ＣＴ特別コース","【削除予定】1泊2日ドック　ＣＴ特別コース","0","0","0","0","0",\N,"0","6000","6","system","2017-08-18 12:13:30","A2062","2018-03-28 17:27:37","1","9"
"21388","6","日帰りドック（胃カメラ）","日帰りドック（胃カメラ）","1","0","0","0","0",\N,"7","6000","13","system","2017-08-18 12:13:30","A3271","2019-11-28 10:34:39","0","23"
"21389","6","【削除予定】日帰りドック　ＣＴ特別コース※胃カメラ※","【削除予定】日帰りドック　ＣＴ特別コース※胃カメラ※","0","0","0","0","0",\N,"7","6000","6","system","2017-08-18 12:13:30","A2062","2018-03-28 17:26:29","1","10"
"21905","3","日帰りドック　スタンダードコース※バリウム※","日帰りドック　スタンダードコース※バリウム※","0","0","0","0","0",\N,"7","6000","6","system","2017-08-18 12:13:30","A2062","2018-02-28 12:28:28","1","8"
"21906","7","【削除予定】日帰りドック　ＣＴ特別コース※バリウム※","【削除予定】日帰りドック　ＣＴ特別コース※バリウム※","0","0","0","0","0",\N,"7","6000","6","system","2017-08-18 12:13:30","A2062","2018-03-28 17:26:53","1","11"
"21907","10","健保コース","健保コース","0","0","0","0","0",\N,"0","6000","13","A2062","2017-11-09 15:56:41","B44215","2018-12-29 15:23:24","0","8"
"21908","3","日帰りドック（胃部X線検査）","日帰りドック（胃部X線検査）","1","0","0","0","0",\N,"7","6000","13","A2062","2018-02-28 12:27:27","A3271","2019-11-28 10:33:22","0","18"
"21909","3","1泊2日ドック（胃X線検査）","1泊2日ドック（胃X線検査）","0","0","0","0","0",\N,"7","6000","6","A2062","2018-02-28 14:15:33","A2062","2018-03-28 17:20:55","1","3"
"21910","4","1泊2日ドック（胃カメラ）","1泊2日ドック（胃カメラ）","0","0","0","0","0",\N,"7","6000","6","A2062","2018-02-28 14:16:37","A2062","2018-03-28 17:21:17","1","3"
"21911","8","【ペアドック】日帰りドック（胃部X線検査）","【ペアドック】日帰りドック（胃部X線検査）","1","0","0","0","0",\N,"7","6000","13","A2636","2018-03-28 17:35:20","A3271","2019-11-28 10:35:57","0","19"
"21912","9","【ペアドック】日帰りドック（胃カメラ）","【ペアドック】日帰りドック（胃カメラ）","1","0","0","0","0",\N,"7","6000","13","A2636","2018-03-28 17:36:58","A3271","2019-11-28 10:35:33","0","17"
"21913","7","日帰りドック（胃ABC検診）","日帰りドック（胃ABC検診）","1","0","0","0","0",\N,"7","6000","13","A2636","2018-03-28 17:49:20","A3271","2019-11-28 10:35:03","0","16"
"21914","1","日帰りドック（胃部X線検査＋頭部CT）","日帰りドック（胃部X線検査＋頭部CT）","1","0","0","0","0",\N,"7","6000","13","A2636","2018-04-12 17:38:08","A3271","2019-11-28 10:29:29","0","17"
"21915","2","日帰りドック（胃部X線検査＋頭部CT、胸部CT）","日帰りドック（胃部X線検査＋頭部CT、胸部CT）","1","0","0","0","0",\N,"7","6000","13","A2636","2018-04-12 17:39:20","A3271","2019-11-28 10:29:51","0","16"
"21916","4","日帰りドック（胃カメラ＋頭部CT）","日帰りドック（胃カメラ＋頭部CT）","1","0","0","0","0",\N,"7","6000","13","A2636","2018-04-12 17:41:44","A3271","2019-11-28 10:33:48","0","14"
"21917","5","日帰りドック（胃カメラ＋頭部CT、胸部CT）","日帰りドック（胃カメラ＋頭部CT、胸部CT）","1","0","0","0","0",\N,"7","6000","13","A2636","2018-04-12 17:46:19","A3271","2019-11-28 10:34:11","0","14"
"21918","11","【2019年10月1日～】日帰りドック（胃カメラ＋頭部CT、胸部CT）","【2019年10月1日～】日帰りドック（胃カメラ＋頭部CT、胸部","0","0","0","0","0",\N,"7","6000","13","A3210","2019-09-13 11:56:25","A3210","2019-09-13 11:56:25","0","1"
