"LINEGROUP_ID","SEQ_NO","LINEGROUP_NAME","LINEGROUP_NAME_SHORT","OUTSIDE_RESERVATION","DO_NOT_SPECIFY_LINE_FG","LINEGROUP_TYPE","VACCINE_FG","RABIES_FG","SAME_TIME_LIMIT","LINEGROUP_CANCELLATION_DAYS","LINEGROUP_START_DAYS","LINEGROUP_END_DAYS","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","1","5周年記念価格◆半日ドック（胃部X線or胃カメラ）","5周年記念価格◆半日ドック（胃部X線or胃カメラ）","1","0","0","0","0",\N,"20","6000","13","A2867","2019-04-18 12:23:59","A3211","2020-02-28 12:19:03","0","12"
"2","3","5周年記念価格◆プレミアムドック（胃部X線or胃カメラ）","5周年記念価格◆プレミアムドック（胃部X線or胃カメラ）","1","0","0","0","0",\N,"20","6000","13","A2867","2019-04-18 14:15:15","A3211","2020-02-28 12:20:06","0","14"
"3","5","胃部X線・胃カメラが苦手な方の人間ドック（胃ABC検査）","胃部X線・胃カメラが苦手な方の人間ドック（胃ABC検査）","1","0","0","0","0",\N,"20","6000","13","A2867","2019-04-18 14:26:12","A3211","2020-02-28 12:21:06","0","13"
"4","6","5周年記念価格◆レディースドック（胃部X線or胃カメラ）","5周年記念価格◆レディースドック（胃部X線or胃カメラ）","1","0","0","0","0",\N,"20","6000","13","A2867","2019-04-18 14:43:43","A3211","2020-02-28 12:18:33","0","14"
"5","12","土曜のみ【午後受診価格】レディースライト１（乳エコー・子宮頸部細胞診）","土曜のみ【午後受診価格】レディースライト１（乳エコー・子宮頸部細","1","0","0","0","0",\N,"20","6000","13","A2867","2019-04-18 14:54:07","A3211","2020-02-28 12:04:42","0","12"
"6","10","女性医師によるハイグレードレディースドック（胃部X線or胃カメラ）","女性医師によるハイグレードレディースドック（胃部X線or胃カメラ","1","0","0","0","0",\N,"20","6000","13","A2867","2019-04-18 15:07:10","A3211","2020-02-28 12:07:38","0","16"
"7","11","【男性】ハイグレード人間ドック（胃部X線or胃カメラ）","【男性】ハイグレード人間ドック（胃部X線or胃カメラ）","1","0","0","0","0",\N,"20","6000","13","A2867","2019-04-18 15:18:58","A3211","2020-02-28 11:58:47","0","14"
"8","8","女性医師によるプレミアムレディースドック（胃部X線or胃カメラ）","女性医師によるプレミアムレディースドック（胃部X線or胃カメラ）","1","0","0","0","0",\N,"20","6000","13","A2867","2019-04-18 15:27:52","A3211","2020-02-28 12:17:34","0","13"
"9","4","プレミアム人間ドック（胃部X線）","プレミアム人間ドック（胃部X線）","1","0","0","0","0",\N,"20","6000","13","A2867","2019-04-18 15:38:54","A3211","2020-02-28 12:20:31","0","18"
"10","7","女性医師によるレディースドック（胃部X線）","女性医師によるレディースドック（胃部X線）","1","0","0","0","0",\N,"20","6000","13","A2867","2019-04-18 15:48:01","A3211","2020-02-28 12:18:08","0","10"
"11","2","半日人間ドック（胃部X線）","半日人間ドック（胃部X線）","1","0","0","0","0",\N,"20","6000","13","A2867","2019-04-18 15:52:48","A3211","2020-02-28 12:19:22","0","12"
"12","9","胃がんリスクドック＋婦人科検診","胃がんリスクドック＋婦人科検診","1","0","0","0","0",\N,"20","6000","13","A2867","2019-04-18 15:59:04","A3211","2020-02-28 12:10:02","0","9"
"13","13","【午後受診価格】レディースライトコース１（乳エコー・子宮頸部細胞診）","【午後受診価格】レディースライトコース１（乳エコー・子宮頸部細胞","1","0","0","0","0",\N,"20","6000","13","A2867","2019-04-18 16:05:03","A3211","2020-02-28 12:05:11","0","6"
"14","14","健保コース","健保コース","0","0","0","0","0",\N,"7","6000","6","A2636","2019-04-19 12:43:19","A2636","2019-04-19 12:43:19","0","1"
