"LINEGROUP_ID","SEQ_NO","LINEGROUP_NAME","LINEGROUP_NAME_SHORT","OUTSIDE_RESERVATION","DO_NOT_SPECIFY_LINE_FG","LINEGROUP_TYPE","VACCINE_FG","RABIES_FG","SAME_TIME_LIMIT","LINEGROUP_CANCELLATION_DAYS","LINEGROUP_START_DAYS","LINEGROUP_END_DAYS","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","3","*4・5月*　女性乳がん検査（マンモグラフィ＋乳房エコー＋腫瘍マーカー）","*4・5月*　女性乳がん検査（マンモグラフィ＋乳房エコー＋腫瘍マ","1","0","0","0","0",\N,"3","3000","1","A2636","2018-03-29 13:59:20","A3210","2020-04-03 16:32:54","0","21"
"2","5","*4・5月*　女性乳がん検診（健診＋マンモグラフィ＋乳房エコー＋腫瘍マーカー）","*4・5月*　女性乳がん検診（健診＋マンモグラフィ＋乳房エコー＋","1","0","0","0","0",\N,"3","3000","1","A2636","2018-03-29 14:42:12","A3210","2020-04-03 16:35:28","0","20"
"3","4","*4・5月*　女性子宮がん検査（子宮細胞診＋経膣エコー＋腫瘍マーカー）","*4・5月*　女性子宮がん検査（子宮細胞診＋経膣エコー＋腫瘍マー","1","0","0","0","0",\N,"3","3000","1","A2636","2018-03-29 14:58:04","A3210","2020-04-03 16:35:52","0","17"
"4","6","*4・5月*　女性子宮がん検診（健診＋子宮細胞診＋経膣エコー＋腫瘍マーカー）","*4・5月*　女性子宮がん検診（健診＋子宮細胞診＋経膣エコー＋腫","1","0","0","0","0",\N,"3","3000","1","A2636","2018-03-29 15:02:00","B83366","2020-04-03 18:58:22","0","18"
"5","2","*4・5月*　人間ドック（胃部X線検査）","*4・5月*　人間ドック（胃部X線検査）","1","0","0","0","0",\N,"3","3000","1","A2636","2018-03-29 15:27:13","A3210","2020-04-03 16:31:04","0","22"
"6","1","*4・5月*　人間ドック（胃ABC検査）","*4・5月*　人間ドック（胃ABC検査）","1","0","0","0","0",\N,"3","3000","1","A2636","2018-03-29 15:49:52","A3210","2020-04-03 16:29:12","0","21"
"7","12","【午後受診】人間ドック","【午後受診】人間ドック","1","0","0","0","0",\N,"3","2000","1","A2636","2018-03-29 16:02:45","B83366","2020-04-03 19:11:58","0","23"
"8","7","*4・5月*　人間ドック（腫瘍マーカー2種）","*4・5月*　人間ドック（腫瘍マーカー2種）","0","0","0","0","0",\N,"3","3000","1","A2636","2018-03-29 16:06:49","B83366","2020-04-03 19:02:08","0","24"
"9","8","*4・5月*　レディースドック（腫瘍マーカー2種）","*4・5月*　レディースドック（腫瘍マーカー2種）","1","0","0","0","0",\N,"3","3000","1","A2636","2018-03-29 16:10:49","A3210","2020-04-03 16:41:30","0","23"
"10","9","*4・5月*　レディースドック（腫瘍マーカー8種）","*4・5月*　レディースドック（腫瘍マーカー8種）","1","0","0","0","0",\N,"3","3000","1","A2636","2018-03-29 16:17:28","A3210","2020-04-03 16:42:58","0","21"
"11","13","【直近予約価格】プレミアムレディースドック","【直近予約価格】プレミアムレディースドック","0","0","0","0","0",\N,"3","2000","1","A2636","2018-03-29 16:23:56","A3210","2020-04-03 16:48:38","0","22"
"12","14","人間ドック","人間ドック","0","0","0","0","0",\N,"3","2000","1","A2636","2018-03-30 09:42:47","A3210","2020-04-03 16:48:49","0","19"
"13","15","人間ドック（胃部X線なし）＋ABC検査","人間ドック（胃部X線なし）＋ABC検査","0","0","0","0","0",\N,"3","2000","1","A2636","2018-03-30 09:45:06","A3210","2020-04-03 16:48:59","0","19"
"14","16","女性乳がん検診◆マンモ、乳エコー、腫瘍マーカー","女性乳がん検診◆マンモ、乳エコー、腫瘍マーカー","0","0","0","0","0",\N,"3","2000","1","A2636","2018-03-30 09:47:08","A3210","2020-04-03 16:49:10","0","18"
"15","17","女性子宮がん検診◆子宮細胞診、経腟エコー、腫瘍マーカー","女性子宮がん検診◆子宮細胞診、経腟エコー、腫瘍マーカー","0","0","0","0","0",\N,"3","2000","1","A2636","2018-03-30 09:48:16","A3210","2020-04-03 16:49:22","0","19"
"16","18","女性乳がん検診◆健診＋マンモ、乳エコー、腫瘍マーカー","女性乳がん検診◆健診＋マンモ、乳エコー、腫瘍マーカー","0","0","0","0","0",\N,"3","2000","1","A2636","2018-03-30 09:52:06","A3210","2020-04-03 16:49:32","0","21"
"17","19","女性子宮がん検診◆健診＋子宮細胞診、経腟エコー、腫瘍マーカー","女性子宮がん検診◆健診＋子宮細胞診、経腟エコー、腫瘍マーカー","0","0","0","0","0",\N,"3","2000","1","A2636","2018-03-30 09:53:02","A3210","2020-04-03 16:49:42","0","23"
"18","20","レディースドック＋腫瘍マーカー2種","レディースドック＋腫瘍マーカー2種","0","0","0","0","0",\N,"3","2000","1","A2636","2018-03-30 09:58:53","A3210","2020-04-03 16:49:52","0","21"
"19","21","人間ドック＋腫瘍マーカー2種","人間ドック＋腫瘍マーカー2種","0","0","0","0","0",\N,"3","2000","1","A2636","2018-03-30 09:59:22","A3210","2020-04-03 16:50:02","0","19"
"20","22","レディースドック＋腫瘍マーカー8種","レディースドック＋腫瘍マーカー8種","0","0","0","0","0",\N,"3","2000","1","A2636","2018-03-30 09:59:52","A3210","2020-04-03 16:50:13","0","21"
"21","11","健保コース","健保コース","0","0","0","0","0",\N,"7","6000","6","A2636","2018-03-30 10:03:37","A3210","2020-04-03 16:26:02","0","4"
"22","23","スマート健康診断（健診+胃ABC検査）◆胃カメラ・胃部X線検査が苦手な方◆","スマート健康診断（健診+胃ABC検査）◆胃カメラ・胃部X線検査が","0","0","0","0","0",\N,"30","6000","1","A2064","2018-11-09 18:53:47","A3210","2020-04-03 16:51:51","0","14"
"23","10","*4・5月*　【午後受診】人間ドック（胃部X線検査）","*4・5月*　【午後受診】人間ドック（胃部X線検査）","0","0","0","0","0",\N,"3","3000","1","A2636","2019-02-27 14:05:46","B83366","2020-04-03 19:14:34","0","12"
"24","24","【午後受診】甲状腺パック","【午後受診】甲状腺パック","0","0","0","0","0",\N,"7","6000","6","A3211","2020-01-16 16:05:57","A3211","2020-01-16 16:06:37","0","2"
