"IDENT_KEY","IDENT_NAME","KEY_CODE","KEY_VALUE","KEY_TEXTAREA_VALUE","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"C202","メールアドレス","10","yoyaku@karadadock.jp","","system","2014-11-19 03:40:49","system","2014-11-19 03:40:49","1"
"C202","差出人","11","yoyaku@karadadock.jp","","system","2014-11-19 03:40:49","system","2014-11-19 03:40:49","1"
"E812","一斉配信メールサンプルの表示切替","05","0","","system","2014-11-19 03:40:49","system","2014-11-19 03:40:49","1"
"E812","一斉配信メールサンプルのサンプル","06","","","system","2014-11-19 03:40:49","system","2014-11-19 03:40:49","1"
"E817","管理画面操作履歴保持期限","01","12","","system","2014-11-19 03:40:49","system","2016-02-24 14:30:55","1"
"H001","保存期間区分","01","0","","system","2014-11-19 03:40:49","system","2014-11-19 03:40:49","1"
"M001","院内予約のメール送信設定 予約登録時の配信設定","01","1","","system","2014-11-19 03:40:49","A2062","2017-03-09 10:47:18","6"
"M001","院内予約のメール送信設定 予約変更時の配信設定","02","1","","system","2014-11-19 03:40:49","A2062","2017-03-09 10:47:18","6"
"M001","院内予約のメール送信設定 予約キャンセル時の配信設定","03","1","","system","2014-11-19 03:40:49","A2062","2017-03-09 10:47:18","6"
"M001","予約の事前確認メール 送信日時","04","9","","system","2014-11-19 03:40:49","system","2014-11-19 03:40:49","1"
"M001","予約メールの転送設定","05","0","","system","2014-11-19 03:40:49","A2062","2017-03-09 10:47:18","6"
"M001","予約メールの転送メールアドレス（院内）","06","","","system","2014-11-19 03:40:49","A2062","2017-03-09 10:47:18","6"
"M001","予約メールの転送メールアドレス（院外）","07","","","system","2014-11-19 03:40:49","A2062","2017-03-09 10:47:18","6"
"M001","予約メールの送信元（差出人）メールアドレス","08","yoyaku@karadadock.jp","","system","2014-11-19 03:40:49","A2062","2017-03-09 10:47:18","6"
"M001","予約メールの署名","09","","","system","2014-11-19 03:40:49","A2062","2017-03-09 10:47:18","6"
"M001","予約の事前確認メール 送信日時","10","1","","system","2014-11-19 03:40:49","system","2014-11-19 03:40:49","1"
"M001","予約の事前確認メール 配信設定","12","1","","system","2015-03-13 20:35:35","system","2015-03-13 20:35:35","1"
"M001","予約の事前確認SMS通知 配信設定","15","予約のご案内\
ご来院お待ちしております",\N,"system","2016-05-31 19:44:17","system","2016-05-31 19:44:17","1"
"M001","予約の事前確認メール 送信日1","32","1","","system","2017-07-07 13:11:59","system","2017-07-07 13:11:59","1"
"M001","予約の事前確認メール 送信時刻1","33","9","","system","2017-07-07 13:11:59","system","2017-07-07 13:11:59","1"
"M001","予約の事前確認メール 送信日2","34","1","","system","2017-07-07 13:11:59","system","2017-07-07 13:11:59","1"
"M001","予約の事前確認メール 送信時刻2","35","9","","system","2017-07-07 13:11:59","system","2017-07-07 13:11:59","1"
"M001","予約の事前確認メール 送信日3","36","1","","system","2017-07-07 13:11:59","system","2017-07-07 13:11:59","1"
"M001","予約の事前確認メール 送信時刻3","37","9","","system","2017-07-07 13:11:59","system","2017-07-07 13:11:59","1"
"M001","事前通知メールの配信設定1","38","1","","system","2017-07-07 13:11:59","system","2017-07-07 13:11:59","1"
"M001","事前通知メールの配信設定2","39","0","","system","2017-07-07 13:11:59","system","2017-07-07 13:11:59","1"
"M001","事前通知メールの配信設定3","40","0","","system","2017-07-07 13:11:59","system","2017-07-07 13:11:59","1"
"M001","事前確認SMS通知の配信設定1","44","0","","system","2017-07-07 13:11:59","system","2017-07-07 13:11:59","1"
"M001","事前確認SMS通知の配信設定2","45","0","","system","2017-07-07 13:11:59","system","2017-07-07 13:11:59","1"
"M001","事前確認SMS通知の配信設定3","46","0","","system","2017-07-07 13:11:59","system","2017-07-07 13:11:59","1"
"M001","事前確認SMS通知のキャンセル率での配信設定1","47","0","","system","2017-07-07 13:11:59","system","2017-07-07 13:11:59","1"
"M002","表示時間（外部）　開始時間","01","9","","system","2014-11-19 03:40:49","system","2014-11-19 03:40:49","1"
"M002","表示時間（外部）　終了時間","02","19","","system","2014-11-19 03:40:49","system","2014-11-19 03:40:49","1"
"M002","月曜日　名称","03","月","","system","2014-11-19 03:40:49","A2062","2017-03-09 10:47:18","6"
"M002","火曜日　名称","04","火","","system","2014-11-19 03:40:49","A2062","2017-03-09 10:47:18","6"
"M002","水曜日　名称","05","水","","system","2014-11-19 03:40:49","A2062","2017-03-09 10:47:18","6"
"M002","木曜日　名称","06","木","","system","2014-11-19 03:40:49","A2062","2017-03-09 10:47:18","6"
"M002","金曜日　名称","07","金","","system","2014-11-19 03:40:49","A2062","2017-03-09 10:47:18","6"
"M002","土曜日　名称","08","土","","system","2014-11-19 03:40:49","A2062","2017-03-09 10:47:18","6"
"M002","日曜日　名称","09","日","","system","2014-11-19 03:40:49","A2062","2017-03-09 10:47:18","6"
"M002","表示ピッチ","10","30","","system","2014-11-19 03:40:49","system","2014-11-19 03:40:49","1"
"M002","電話番号","11","0120-936-547","","system","2014-11-19 03:40:49","A2062","2017-03-09 10:47:18","6"
"M002","医院名","12","テスト機関病院","","system","2014-11-19 03:40:49","A2062","2017-03-09 10:47:18","6"
"M002","担当医へのメッセージの案内文","13","担当医へのメッセージ、 電話がつながりやすい 時間があればこの欄に ご記入ください。","","system","2014-11-19 03:40:49","system","2014-11-19 03:40:49","1"
"M002","予約内容の確認の案内文","14","","","system","2014-11-19 03:40:49","system","2014-11-19 03:40:49","1"
"M002","郵便番号","15","1030023","","A1036","2015-01-28 19:24:59","A2062","2017-03-09 10:47:18","5"
"M002","都道府県","16","13","","A1036","2015-01-28 19:24:59","A2062","2017-03-09 10:47:18","5"
"M002","市区郡","17","中央区","","A1036","2015-01-28 19:24:59","A2062","2017-03-09 10:47:18","5"
"M002","町村字番地","18","日本橋本町","","A1036","2015-01-28 19:24:59","A2062","2017-03-09 10:47:18","5"
"M002","建物名","19","","","A1036","2015-01-28 19:24:59","A2062","2017-03-09 10:47:18","5"
"M002","最寄り駅1 路線名","20","東急東横線","","A1036","2015-01-28 19:24:59","A2062","2017-03-09 10:47:18","5"
"M002","最寄り駅1 駅名","21","ミンミン","","A1036","2015-01-28 19:24:59","A2062","2017-03-09 10:47:18","5"
"M002","最寄り駅1 出口","22","東口","","A1036","2015-01-28 19:24:59","A2062","2017-03-09 10:47:18","5"
"M002","最寄り駅1 手段","23","1","","A1036","2015-01-28 19:24:59","A2062","2017-03-09 10:47:18","5"
"M002","最寄り駅1 所要時間（分）","24","1","","A1036","2015-01-28 19:24:59","A2062","2017-03-09 10:47:18","5"
"M002","最寄り駅2 路線名","25","","","A1036","2015-01-28 19:24:59","A2062","2017-03-09 10:47:18","5"
"M002","最寄り駅2 駅名","26","","","A1036","2015-01-28 19:24:59","A2062","2017-03-09 10:47:18","5"
"M002","最寄り駅2 出口","27","","","A1036","2015-01-28 19:24:59","A2062","2017-03-09 10:47:18","5"
"M002","最寄り駅2 手段","28","","","A1036","2015-01-28 19:24:59","A2062","2017-03-09 10:47:18","5"
"M002","最寄り駅2 所要時間（分）","29","","","A1036","2015-01-28 19:24:59","A2062","2017-03-09 10:47:18","5"
"M002","最寄り駅3 路線名","30","","","A1036","2015-01-28 19:24:59","A2062","2017-03-09 10:47:18","5"
"M002","最寄り駅3 駅名","31","","","A1036","2015-01-28 19:24:59","A2062","2017-03-09 10:47:18","5"
"M002","最寄り駅3 出口","32","","","A1036","2015-01-28 19:24:59","A2062","2017-03-09 10:47:18","5"
"M002","最寄り駅3 手段","33","","","A1036","2015-01-28 19:24:59","A2062","2017-03-09 10:47:18","5"
