"APPOINT_ID","RESERVATION_TYPE","RESERVATION_METHOD","LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","APPOINT_DATE","APPOINT_DAY","LINE_NAME","TIMEZONE_NAME","RESERVATION_FRAMES","AUTO_RESERVATION_SETTING","LINE_NUM","SPARE_LINE_NUM","START_TIME","END_TIME","START_NUMBER","LINE_APPOINT_TYPE","LINE_APPOINT_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","2",\N,"4","2","1","2017-10-04","3","ライン","帯",\N,\N,\N,\N,"0000","2300","1",\N,\N,"migration","2017-09-09 00:00:00","migration","2017-09-09 00:00:00","0","1"
"2","2",\N,"4","2","1","2017-09-29","5","内視鏡","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2017-09-19 21:23:43","CUSTUMER","2017-09-19 21:23:43","0","1"
"3","2",\N,"4","2","1","2017-09-29","5","内視鏡","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2017-09-19 21:23:43","CUSTUMER","2017-09-19 21:23:43","0","1"
"4","2",\N,"4","3","1","2017-12-13","3","内視鏡","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2017-10-21 20:54:37","A2062","2017-11-20 18:43:02","1","2"
"5","2",\N,"4","3","1","2017-12-13","3","内視鏡","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2017-10-21 20:54:37","A2062","2017-11-20 18:43:02","1","2"
"6","2",\N,"4","3","1","2017-11-20","1","内視鏡","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2017-11-08 11:34:18","CUSTUMER","2017-11-08 11:34:18","0","1"
"7","2",\N,"4","3","1","2017-11-20","1","内視鏡","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2017-11-08 11:34:18","CUSTUMER","2017-11-08 11:34:18","0","1"
"8","2",\N,"4","3","1","2017-12-15","5","内視鏡","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2062","2017-11-20 18:43:01","A2062","2017-11-21 09:34:17","1","2"
"9","2",\N,"4","3","1","2017-12-15","5","内視鏡","帯1","0",\N,"1","0","0000","2300","1","1","1","A2062","2017-11-20 18:43:02","A2062","2017-11-21 09:34:17","1","2"
"10","2",\N,"5","1","1","2017-12-15","5","人間ドック＋アミノインデックス","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2062","2017-11-21 09:34:17","A2062","2017-11-21 09:34:17","0","1"
"11","2",\N,"5","1","1","2017-12-15","5","人間ドック＋アミノインデックス","帯1","0",\N,"1","0","0000","2300","1","1","1","A2062","2017-11-21 09:34:17","A2062","2017-11-21 09:34:17","0","1"
"12","2",\N,"4","3","1","2018-01-30","2","内視鏡","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2017-12-10 11:20:58","CUSTUMER","2017-12-10 11:20:58","0","1"
"13","2",\N,"4","3","1","2018-01-30","2","内視鏡","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2017-12-10 11:20:58","CUSTUMER","2017-12-10 11:20:58","0","1"
"14","2",\N,"4","3","1","2018-01-26","5","内視鏡","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-01-10 12:04:32","CUSTUMER","2018-01-10 12:04:32","0","1"
"15","2",\N,"4","3","1","2018-01-26","5","内視鏡","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-01-10 12:04:32","CUSTUMER","2018-01-10 12:04:32","0","1"
"16","2",\N,"4","4","1","2018-02-20","2","内視鏡","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2018-02-02 21:34:47","A2062","2018-02-05 13:24:24","0","1"
"17","2",\N,"4","4","1","2018-02-20","2","内視鏡","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2018-02-02 21:34:47","A2062","2018-02-05 13:24:24","0","1"
"18","2",\N,"4","4","1","2018-02-20","2","内視鏡","帯1","0",\N,"2","0","0000","2300","1","1","2","A2062","2018-02-05 13:53:12","A2062","2018-02-05 13:53:12","0","1"
"19","2",\N,"1","4","1","2018-03-16","5","【胃・大腸】","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2018-03-02 05:39:28","CUSTUMER","2018-03-02 05:39:28","0","1"
"20","2",\N,"1","4","1","2018-03-16","5","【胃・大腸】","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2018-03-02 05:39:28","CUSTUMER","2018-03-02 05:39:28","0","1"
"21","2",\N,"4","5","1","2018-03-27","2","内視鏡","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-03-11 23:45:02","A2062","2018-03-12 10:49:19","1","2"
"22","2",\N,"4","5","1","2018-03-27","2","内視鏡","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-03-11 23:45:02","A2062","2018-03-12 10:49:19","1","2"
"23","2",\N,"4","6","1","2018-04-02","1","内視鏡","帯1","0",\N,"2","0","0000","2300","1","9",\N,"A2062","2018-03-12 10:49:19","A2064","2018-03-14 15:16:04","0","1"
"24","2",\N,"4","6","1","2018-04-02","1","内視鏡","帯1","0",\N,"2","0","0000","2300","1","1","1","A2062","2018-03-12 10:49:19","A2064","2018-03-14 15:16:04","0","1"
"25","2",\N,"4","6","1","2018-04-02","1","内視鏡","帯1","0",\N,"2","0","0000","2300","1","1","2","A2064","2018-03-14 15:16:46","A2064","2018-03-14 15:16:46","0","1"
"26","2",\N,"4","5","1","2018-03-28","3","内視鏡","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-03-14 22:42:45","CUSTUMER","2018-03-14 22:42:45","0","1"
"27","2",\N,"4","5","1","2018-03-28","3","内視鏡","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-03-14 22:42:45","CUSTUMER","2018-03-14 22:42:45","0","1"
"28","2",\N,"4","7","1","2018-07-04","3","内視鏡","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2062","2018-05-02 10:24:18","A2062","2018-05-02 10:24:18","0","1"
"29","2",\N,"4","7","1","2018-07-04","3","内視鏡","帯1","0",\N,"1","0","0000","2300","1","1","1","A2062","2018-05-02 10:24:18","A2062","2018-05-02 10:24:18","0","1"
"30","2",\N,"4","7","1","2018-07-23","1","内視鏡","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2062","2018-07-03 09:22:58","A2062","2018-07-03 09:22:58","0","1"
"31","2",\N,"4","7","1","2018-07-23","1","内視鏡","帯1","0",\N,"1","0","0000","2300","1","1","1","A2062","2018-07-03 09:22:58","A2062","2018-07-03 09:22:58","0","1"
"32","2",\N,"1","5","1","2018-10-05","5","【胃・大腸】","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2018-08-18 12:57:12","CUSTUMER","2018-08-18 12:57:12","0","1"
"33","2",\N,"1","5","1","2018-10-05","5","【胃・大腸】","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2018-08-18 12:57:12","CUSTUMER","2018-08-18 12:57:12","0","1"
"34","2",\N,"4","7","1","2018-07-23","1","内視鏡","帯1","0",\N,"1","0","0000","2300","1","1","1","A2062","2018-08-24 10:15:22","A2062","2018-08-24 10:15:22","0","1"
"35","2",\N,"4","7","1","2019-04-19","5","内視鏡","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-03-27 10:31:41","CUSTUMER","2019-03-27 10:31:41","0","1"
"36","2",\N,"4","7","1","2019-04-19","5","内視鏡","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-03-27 10:31:41","CUSTUMER","2019-03-27 10:31:41","0","1"
"37","2",\N,"4","7","1","2019-09-10","2","内視鏡","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-08-27 21:41:04","CUSTUMER","2019-08-27 21:41:04","0","1"
"38","2",\N,"4","7","1","2019-09-10","2","内視鏡","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-08-27 21:41:04","CUSTUMER","2019-08-27 21:41:04","0","1"
"39","2",\N,"1","9","1","2020-02-25","2","【胃・大腸】","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2020-02-14 12:20:30","CUSTUMER","2020-02-14 12:20:30","0","1"
"40","2",\N,"1","9","1","2020-02-25","2","【胃・大腸】","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2020-02-14 12:20:30","CUSTUMER","2020-02-14 12:20:30","0","1"
"41","2",\N,"1","9","1","2020-02-24","1","【胃・大腸】","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2020-02-16 23:59:26","A3271","2020-02-17 15:13:35","1","2"
"42","2",\N,"1","9","1","2020-02-24","1","【胃・大腸】","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2020-02-16 23:59:26","A3271","2020-02-17 15:13:35","1","2"
"43","2",\N,"1","9","1","2020-02-25","2","【胃・大腸】","帯1","0",\N,"2","0","0000","2300","1","1","2","A3271","2020-02-17 15:13:35","A3271","2020-02-17 15:13:35","0","1"
