"LINEGROUP_ID","SEQ_NO","LINEGROUP_NAME","LINEGROUP_NAME_SHORT","OUTSIDE_RESERVATION","DO_NOT_SPECIFY_LINE_FG","LINEGROUP_TYPE","VACCINE_FG","RABIES_FG","SAME_TIME_LIMIT","LINEGROUP_CANCELLATION_DAYS","LINEGROUP_START_DAYS","LINEGROUP_END_DAYS","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","2","【PM受診】人間ドック（胃部X線検査）＋選べる乳がん検診（エコーorマンモグラフィ）","【PM受診】人間ドック（胃部X線検査）＋選べる乳がん検診（エコー","0","0","0","0","0",\N,"7","3000","6","A2636","2018-05-23 14:55:17","B82695","2020-02-28 10:36:22","0","12"
"2","3","【女性医師・スタッフ対応】30代女性におすすめ・乳がん検診（乳腺超音波検査）","【女性医師・スタッフ対応】30代女性におすすめ・乳がん検診（乳腺","1","0","0","0","0",\N,"3","3000","6","A2636","2018-05-23 15:07:11","A3210","2020-01-29 18:32:12","0","9"
"3","5","【女性医師・スタッフ対応】乳がん検診（マンモグラフィ＋乳腺超音波検査）","【女性医師・スタッフ対応】乳がん検診（マンモグラフィ＋乳腺超音波","1","0","0","0","0",\N,"3","3000","6","A2636","2018-05-23 15:10:33","A3210","2020-01-29 18:32:12","0","8"
"4","8","人間ドック　*スタンダードプラン*（胃部X線検査）","人間ドック　*スタンダードプラン*（胃部X線検査）","1","0","0","0","0",\N,"7","3000","6","A2636","2018-05-23 15:19:55","A3210","2020-01-29 18:32:12","0","16"
"5","9","人間ドック　*スタンダードプラン*（胃カメラ）","人間ドック　*スタンダードプラン*（胃カメラ）","1","0","0","0","0",\N,"7","3000","6","A2636","2018-05-23 15:35:53","A3210","2020-01-29 18:32:12","0","18"
"6","1","【PM受診】人間ドック　*ライトプラン*（胃ABC検査）","【PM受診】人間ドック　*ライトプラン*（胃ABC検査）","0","0","0","0","0",\N,"4","3000","3","A2636","2018-05-23 15:58:17","B82695","2020-02-28 10:35:42","0","10"
"7","10","プレミアム人間ドック　*レディースプラン*（胃部X線検査）","プレミアム人間ドック　*レディースプラン*（胃部X線検査）","1","0","0","0","0",\N,"7","3000","6","A2636","2018-05-23 16:21:45","A3210","2020-01-29 18:32:12","0","10"
"8","11","プレミアム人間ドック　*レディースプラン*（胃カメラ）","プレミアム人間ドック　*レディースプラン*（胃カメラ）","1","0","0","0","0",\N,"7","3000","6","A2636","2018-05-23 16:27:57","A3210","2020-01-29 18:32:12","0","11"
"9","4","【女性医師・スタッフ対応】40代以上の女性におすすめ・乳がん検診（マンモグラフィ）","【女性医師・スタッフ対応】40代以上の女性におすすめ・乳がん検診","1","0","0","0","0",\N,"7","3000","6","A2636","2018-05-23 16:36:37","A3210","2020-01-29 18:32:12","0","7"
"10","12","プレミアム人間ドック　*メンズプラン*（胃部X線検査）","プレミアム人間ドック　*メンズプラン*（胃部X線検査）","1","0","0","0","0",\N,"7","3000","6","A2636","2018-05-23 16:46:56","A3210","2020-01-29 18:34:59","0","7"
"11","13","プレミアム人間ドック　*メンズプラン*（胃カメラ）","プレミアム人間ドック　*メンズプラン*（胃カメラ）","1","0","0","0","0",\N,"7","3000","6","A2636","2018-05-23 16:51:19","A3210","2020-01-29 18:36:57","0","5"
"12","14","プレミアム人間ドック　*生活習慣病予防プラン*（胃部X線検査）","プレミアム人間ドック　*生活習慣病予防プラン*（胃部X線検査）","1","0","0","0","0",\N,"7","3000","6","A2636","2018-05-23 17:00:58","A3210","2020-01-29 18:38:09","0","9"
"13","15","プレミアム人間ドック　*生活習慣病予防プラン*（胃カメラ）","プレミアム人間ドック　*生活習慣病予防プラン*（胃カメラ）","1","0","0","0","0",\N,"7","3000","6","A2636","2018-05-23 17:06:14","A3210","2020-01-29 18:39:54","0","7"
"14","6","【女性医師・スタッフ対応】子宮がん検診","【女性医師・スタッフ対応】子宮がん検診","1","0","0","0","0",\N,"7","3000","6","A2636","2018-05-23 17:11:37","A3210","2020-01-29 18:33:04","0","9"
"15","7","【女性医師・スタッフ対応】レディース検診（乳がん検診＋子宮がん検診）","【女性医師・スタッフ対応】レディース検診（乳がん検診＋子宮がん検","1","0","0","0","0",\N,"7","3000","6","A2636","2018-05-23 17:18:27","A3210","2020-01-29 18:33:40","0","7"
"16","16","健保コース","健保コース","0","0","0","0","0",\N,"7","6000","6","A2636","2018-05-23 17:19:29","A2636","2018-05-23 17:32:51","0","2"
