"LINEGROUP_ID","SEQ_NO","LINEGROUP_NAME","LINEGROUP_NAME_SHORT","OUTSIDE_RESERVATION","DO_NOT_SPECIFY_LINE_FG","LINEGROUP_TYPE","VACCINE_FG","RABIES_FG","SAME_TIME_LIMIT","LINEGROUP_CANCELLATION_DAYS","LINEGROUP_START_DAYS","LINEGROUP_END_DAYS","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","4","心臓・脳血管ドック（心臓MRI/MRA・頭部MRI/MAR＋頸部MRA・心臓エコー・頸動脈エコーなど）","心臓・脳血管ドック（心臓MRI/MRA・頭部MRI/MAR＋頸部","1","0","0","0","0",\N,"7","5000","6","A1589","2017-12-26 16:03:04","A3271","2019-11-28 11:04:14","0","18"
"2","2","脳ドック（頭部MRI/MRA・頸部MRA・頸動脈エコー・安静時心電図・血液検査・尿検査）","脳ドック（頭部MRI/MRA・頸部MRA・頸動脈エコー・安静時心","1","0","0","0","0",\N,"7","5000","6","A1589","2017-12-26 16:04:14","A3271","2019-11-28 11:03:37","0","14"
"3","5","プレミアムドック（心臓MRI/MRA・頭部MRI/MRA＋頸部MRA＋胸腹部CT検査＋心臓・頸動脈・腹部エコーなど）","プレミアムドック（心臓MRI/MRA・頭部MRI/MRA＋頸部M","1","0","0","0","0",\N,"7","5000","1000","A1589","2017-12-26 16:50:51","A3271","2019-11-28 11:04:34","0","15"
"4","3","心臓ドック（心臓MRI/MRA・心臓エコー・安静時心電図・血液検査・血圧測定）","心臓ドック（心臓MRI/MRA・心臓エコー・安静時心電図・血液検","1","0","0","0","0",\N,"7","5000","6","A1589","2017-12-26 16:52:20","A3271","2019-11-28 11:03:54","0","22"
"5","1","脳ドックシンプルコース（結果説明なし）","脳ドックシンプルコース（結果説明なし）","1","0","0","0","0",\N,"7","5000","6","A1589","2017-12-26 16:54:36","A3271","2019-11-28 11:03:21","0","17"
"6","6","心筋梗塞予防ドック（冠動脈MRA・冠動脈プラークイメージング・CT（石灰化スコア）・安静時心電図）","心筋梗塞予防ドック（冠動脈MRA・冠動脈プラークイメージング・C","1","0","0","0","0",\N,"7","6000","6","B78177","2018-01-30 17:04:26","A3271","2019-11-28 11:04:50","0","9"
"7","9","健保コース","健保コース","0","0","0","0","0",\N,"7","6000","6","A1589","2018-02-06 17:31:41","A3219","2019-09-25 11:22:43","0","3"
"8","7","ファーストクラスドック（全身がんMRI・心臓MRI・頭部MRI・胸腹部CT・超音波検査・その他）","ファーストクラスドック（全身がんMRI・心臓MRI・頭部MRI・","1","0","0","0","0",\N,"7","6000","29","B78177","2018-10-22 14:48:04","B78177","2019-11-16 14:08:54","0","18"
"9","8","プラチナドック（全身がんMRI・心臓MRI・頭部MRI・胸腹部CT・超音波検査・その他）","プラチナドック（全身がんMRI・心臓MRI・頭部MRI・胸腹部C","1","0","0","0","0",\N,"7","6000","20","B78177","2019-01-08 09:49:25","A3271","2019-11-28 11:05:13","0","12"
"10","10","人間ドック（厚生省人間ドック推奨項目）（身体測定・心電図・血液検査・尿検査・便検査・眼底・眼圧検査・呼吸機能検査など）","人間ドック（厚生省人間ドック推奨項目）（身体測定・心電図・血液検","1","0","0","0","0",\N,"7","6000","6","B78177","2019-11-16 13:57:29","B78177","2019-11-16 15:47:24","0","5"
"11","11","人間ドックＣＴコース（厚生省人間ドック推奨項目）（身体測定・心電図・血液検査・尿検査・便検査・眼底・眼圧検査・呼吸機能検査など）","人間ドックＣＴコース（厚生省人間ドック推奨項目）（身体測定・心電","1","0","0","0","0",\N,"7","6000","6","B78177","2019-11-16 15:49:24","B78177","2019-11-16 15:49:24","0","1"
