"APPOINT_ID","RESERVATION_TYPE","RESERVATION_METHOD","LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","APPOINT_DATE","APPOINT_DAY","LINE_NAME","TIMEZONE_NAME","RESERVATION_FRAMES","AUTO_RESERVATION_SETTING","LINE_NUM","SPARE_LINE_NUM","START_TIME","END_TIME","START_NUMBER","LINE_APPOINT_TYPE","LINE_APPOINT_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","2",\N,"2","1","1","2019-06-04","2","WEB予約受付ない","帯1","0",\N,"3","0","0000","2300","1","9",\N,"A2062","2019-05-13 12:02:36","A2062","2019-05-13 12:02:36","0","1"
"2","2",\N,"2","1","1","2019-06-04","2","WEB予約受付ない","帯1","0",\N,"3","0","0000","2300","1","1","1","A2062","2019-05-13 12:02:36","A2062","2019-05-13 12:02:36","0","1"
"3","2",\N,"2","1","1","2019-06-04","2","WEB予約受付ない","帯1","0",\N,"3","0","0000","2300","1","1","2","A2062","2019-05-13 12:03:21","A2062","2019-05-13 12:03:21","0","1"
"4","2",\N,"8","7","1","2019-11-12","2","レディースドック（2019/10～）火・木・金・土（第1.3）","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-10-02 21:00:53","A3215","2019-11-26 11:57:18","1","2"
"5","2",\N,"8","7","1","2019-11-12","2","レディースドック（2019/10～）火・木・金・土（第1.3）","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-10-02 21:00:53","A3215","2019-11-26 11:57:18","1","2"
"6","2",\N,"6","1","1","2019-12-17","2","レディースドック（胃カメラ）火曜日・木曜日","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-11-25 08:37:36","B86925","2019-11-25 09:56:13","1","2"
"7","2",\N,"6","1","1","2019-12-17","2","レディースドック（胃カメラ）火曜日・木曜日","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-11-25 08:37:37","B86925","2019-11-25 09:56:13","1","2"
"8","2",\N,"6","1","1","2019-12-19","4","レディースドック（胃カメラ）火曜日・木曜日","帯1","0",\N,"1","0","0000","2300","1","9",\N,"B86925","2019-11-25 09:56:13","B86925","2019-11-25 09:56:13","0","1"
"9","2",\N,"6","1","1","2019-12-19","4","レディースドック（胃カメラ）火曜日・木曜日","帯1","0",\N,"1","0","0000","2300","1","1","1","B86925","2019-11-25 09:56:13","B86925","2019-11-25 09:56:13","0","1"
"10","2",\N,"8","9","1","2019-11-29","5","レディースドック（2019/10～）火・木・金・土（第1.3）","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A3215","2019-11-26 11:57:18","A3215","2019-11-26 11:57:18","0","1"
"11","2",\N,"8","9","1","2019-11-29","5","レディースドック（2019/10～）火・木・金・土（第1.3）","帯1","0",\N,"1","0","0000","2300","1","1","1","A3215","2019-11-26 11:57:18","A3215","2019-11-26 11:57:18","0","1"
