"APPOINT_ID","RESERVATION_TYPE","RESERVATION_METHOD","LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","APPOINT_DATE","APPOINT_DAY","LINE_NAME","TIMEZONE_NAME","RESERVATION_FRAMES","AUTO_RESERVATION_SETTING","LINE_NUM","SPARE_LINE_NUM","START_TIME","END_TIME","START_NUMBER","LINE_APPOINT_TYPE","LINE_APPOINT_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","2",\N,"1","1","1","2019-04-01","1","半日ドック","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-01-26 14:03:05","CUSTUMER","2019-01-26 14:03:05","0","1"
"2","2",\N,"1","1","1","2019-04-01","1","半日ドック","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-01-26 14:03:05","CUSTUMER","2019-01-26 14:03:05","0","1"
"3","2",\N,"4","1","1","2019-08-09","5","脳ドック","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-03-13 16:26:17","A3216","2019-09-02 18:02:18","1","2"
"4","2",\N,"4","1","1","2019-08-09","5","脳ドック","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-03-13 16:26:17","A3216","2019-09-02 18:02:18","1","2"
"5","2",\N,"2","7","1","2019-05-17","5","半日ドック（胃内視鏡検査）","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-03-16 10:28:38","A2062","2019-05-15 11:15:45","0","1"
"6","2",\N,"2","7","1","2019-05-17","5","半日ドック（胃内視鏡検査）","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-03-16 10:28:38","A2062","2019-05-15 11:15:45","0","1"
"7","2",\N,"2","1","1","2019-05-08","3","半日ドック（胃内視鏡検査）","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-03-22 23:50:11","CUSTUMER","2019-03-22 23:50:11","0","1"
"8","2",\N,"2","1","1","2019-05-08","3","半日ドック（胃内視鏡検査）","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-03-22 23:50:11","CUSTUMER","2019-03-22 23:50:11","0","1"
"9","2",\N,"3","1","1","2019-04-06","6","フルドック","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-03-23 22:27:13","A2636","2019-04-01 12:31:55","1","2"
"10","2",\N,"3","1","1","2019-04-06","6","フルドック","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-03-23 22:27:13","A2636","2019-04-01 12:31:55","1","2"
"11","2",\N,"6","1","1","2019-04-06","6","【B】コース","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-03-23 22:30:35","A2636","2019-04-01 12:22:40","1","2"
"12","2",\N,"6","1","1","2019-04-06","6","【B】コース","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-03-23 22:30:35","A2636","2019-04-01 12:22:40","1","2"
"13","2",\N,"4","1","1","2019-04-02","2","脳ドック","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-03-26 08:04:28","A2062","2019-03-26 18:56:38","1","2"
"14","2",\N,"4","1","1","2019-04-02","2","脳ドック","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-03-26 08:04:28","A2062","2019-03-26 18:56:38","1","2"
"15","2",\N,"4","1","1","2019-04-09","2","脳ドック","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2062","2019-03-26 18:56:38","A2062","2019-03-26 18:56:38","0","1"
"16","2",\N,"4","1","1","2019-04-09","2","脳ドック","帯1","0",\N,"1","0","0000","2300","1","1","1","A2062","2019-03-26 18:56:38","A2062","2019-03-26 18:56:38","0","1"
"17","2",\N,"2","1","1","2019-04-27","6","半日ドック（胃内視鏡検査）","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-03-27 22:26:16","CUSTUMER","2019-03-27 22:26:16","0","1"
"18","2",\N,"2","1","1","2019-04-27","6","半日ドック（胃内視鏡検査）","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-03-27 22:26:16","CUSTUMER","2019-03-27 22:26:16","0","1"
"19","2",\N,"7","2","1","2019-04-15","1","健保用","帯1","0",\N,"2","0","0000","2300","1","9",\N,"A2636","2019-04-01 12:22:40","A2636","2019-04-01 12:31:46","0","1"
"20","2",\N,"7","2","1","2019-04-15","1","健保用","帯1","0",\N,"2","0","0000","2300","1","1","1","A2636","2019-04-01 12:22:40","A2636","2019-04-01 12:31:46","0","1"
"21","2",\N,"7","2","1","2019-04-15","1","健保用","帯1","0",\N,"2","0","0000","2300","1","1","2","A2636","2019-04-01 12:31:55","A2636","2019-04-01 12:31:55","0","1"
"22","2",\N,"3","1","1","2019-07-06","6","フルドック","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-04-01 13:09:54","CUSTUMER","2019-04-01 13:09:54","0","1"
"23","2",\N,"3","1","1","2019-07-06","6","フルドック","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-04-01 13:09:54","CUSTUMER","2019-04-01 13:09:54","0","1"
"24","2",\N,"4","1","1","2019-07-10","3","脳ドック","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-04-08 17:56:55","CUSTUMER","2019-04-08 17:56:55","0","1"
"25","2",\N,"4","1","1","2019-07-10","3","脳ドック","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-04-08 17:56:55","CUSTUMER","2019-04-08 17:56:55","0","1"
