"APPOINT_ID","RESERVATION_TYPE","RESERVATION_METHOD","LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","APPOINT_DATE","APPOINT_DAY","LINE_NAME","TIMEZONE_NAME","RESERVATION_FRAMES","AUTO_RESERVATION_SETTING","LINE_NUM","SPARE_LINE_NUM","START_TIME","END_TIME","START_NUMBER","LINE_APPOINT_TYPE","LINE_APPOINT_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","2",\N,"3","23","1","2019-03-01","5","人間ドック(胃部検査あり)","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2062","2019-02-04 15:50:19","A2062","2019-02-04 15:50:19","0","1"
"2","2",\N,"3","23","1","2019-03-01","5","人間ドック(胃部検査あり)","帯1","0",\N,"1","0","0000","2300","1","1","1","A2062","2019-02-04 15:50:19","A2062","2019-02-04 15:50:19","0","1"
"3","2",\N,"2","42","1","2019-02-27","3","人間ドック","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-02-18 11:27:02","CUSTUMER","2019-02-18 11:27:02","0","1"
"4","2",\N,"2","42","1","2019-02-27","3","人間ドック","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-02-18 11:27:02","CUSTUMER","2019-02-18 11:27:02","0","1"
"5","2",\N,"2","52","1","2019-03-05","2","人間ドック","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-02-26 05:29:04","CUSTUMER","2019-02-26 05:29:04","0","1"
"6","2",\N,"2","52","1","2019-03-05","2","人間ドック","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-02-26 05:29:04","CUSTUMER","2019-02-26 05:29:04","0","1"
"7","2",\N,"3","149","1","2019-07-26","5","人間ドック(胃部検査あり)","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-05-16 20:13:40","CUSTUMER","2019-05-16 20:13:40","0","1"
"8","2",\N,"3","149","1","2019-07-26","5","人間ドック(胃部検査あり)","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-05-16 20:13:40","CUSTUMER","2019-05-16 20:13:40","0","1"
"9","2",\N,"3","132","1","2019-07-06","6","人間ドック(胃部検査あり)","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-06-11 09:45:25","CUSTUMER","2019-06-11 09:45:25","0","1"
"10","2",\N,"3","132","1","2019-07-06","6","人間ドック(胃部検査あり)","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-06-11 09:45:25","CUSTUMER","2019-06-11 09:45:25","0","1"
"11","2",\N,"3","123","1","2019-06-26","3","人間ドック(胃部検査あり)","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-06-12 20:11:24","A2062","2019-06-13 12:58:21","1","2"
"12","2",\N,"3","123","1","2019-06-26","3","人間ドック(胃部検査あり)","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-06-12 20:11:24","A2062","2019-06-13 12:58:21","1","2"
"13","2",\N,"3","122","1","2019-06-25","2","人間ドック(胃部検査あり)","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2062","2019-06-13 12:58:21","A2062","2019-06-13 12:58:21","0","1"
"14","2",\N,"3","122","1","2019-06-25","2","人間ドック(胃部検査あり)","帯1","0",\N,"1","0","0000","2300","1","1","1","A2062","2019-06-13 12:58:21","A2062","2019-06-13 12:58:21","0","1"
"15","2",\N,"3","135","1","2019-07-10","3","人間ドック(胃部検査あり)","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-06-16 18:38:56","A2062","2019-06-25 08:18:15","1","2"
"16","2",\N,"3","135","1","2019-07-10","3","人間ドック(胃部検査あり)","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-06-16 18:38:56","A2062","2019-06-25 08:18:15","1","2"
"17","2",\N,"3","154","1","2019-08-22","4","人間ドック(胃部検査あり)","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2062","2019-06-25 08:18:15","A2062","2019-06-25 08:18:15","0","1"
"18","2",\N,"3","154","1","2019-08-22","4","人間ドック(胃部検査あり)","帯1","0",\N,"1","0","0000","2300","1","1","1","A2062","2019-06-25 08:18:15","A2062","2019-06-25 08:18:15","0","1"
"19","2",\N,"3","142","1","2019-07-18","4","人間ドック(胃部検査あり)","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-07-10 13:19:11","CUSTUMER","2019-07-10 13:19:11","0","1"
"20","2",\N,"3","142","1","2019-07-18","4","人間ドック(胃部検査あり)","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-07-10 13:19:11","CUSTUMER","2019-07-10 13:19:11","0","1"
"21","2",\N,"3","148","1","2019-07-25","4","人間ドック(胃部検査あり)","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-07-18 23:12:12","A2636","2019-07-26 16:37:01","1","2"
"22","2",\N,"3","148","1","2019-07-25","4","人間ドック(胃部検査あり)","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-07-18 23:12:12","A2636","2019-07-26 16:37:01","1","2"
"23","2",\N,"3","155","1","2019-09-05","4","人間ドック(胃部検査あり)","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2636","2019-07-26 16:37:01","A2636","2019-07-26 16:37:01","0","1"
"24","2",\N,"3","155","1","2019-09-05","4","人間ドック(胃部検査あり)","帯1","0",\N,"1","0","0000","2300","1","1","1","A2636","2019-07-26 16:37:01","A2636","2019-07-26 16:37:01","0","1"
"25","2",\N,"2","307","1","2019-11-16","6","人間ドック","帯1","0",\N,"3","0","0000","2300","1","9",\N,"CUSTUMER","2019-11-08 12:47:37","CUSTUMER","2019-11-08 12:47:37","0","1"
"26","2",\N,"2","307","1","2019-11-16","6","人間ドック","帯1","0",\N,"3","0","0000","2300","1","1","1","CUSTUMER","2019-11-08 12:47:37","CUSTUMER","2019-11-08 12:47:37","0","1"
"27","2",\N,"2","307","1","2019-11-20","3","人間ドック","帯1","0",\N,"3","0","0000","2300","1","9",\N,"CUSTUMER","2019-11-08 20:19:18","CUSTUMER","2019-11-08 20:19:18","0","1"
"28","2",\N,"2","307","1","2019-11-20","3","人間ドック","帯1","0",\N,"3","0","0000","2300","1","1","1","CUSTUMER","2019-11-08 20:19:18","CUSTUMER","2019-11-08 20:19:18","0","1"
"29","2",\N,"2","307","1","2019-12-13","5","人間ドック","帯1","0",\N,"3","0","0000","2300","1","9",\N,"CUSTUMER","2019-12-05 15:23:31","CUSTUMER","2019-12-05 15:23:31","0","1"
"30","2",\N,"2","307","1","2019-12-13","5","人間ドック","帯1","0",\N,"3","0","0000","2300","1","1","1","CUSTUMER","2019-12-05 15:23:31","CUSTUMER","2019-12-05 15:23:31","0","1"
"31","2",\N,"2","307","1","2020-01-28","2","人間ドック","帯1","0",\N,"3","0","0000","2300","1","9",\N,"CUSTUMER","2020-01-07 17:34:23","CUSTUMER","2020-01-07 17:34:23","0","1"
"32","2",\N,"2","307","1","2020-01-28","2","人間ドック","帯1","0",\N,"3","0","0000","2300","1","1","1","CUSTUMER","2020-01-07 17:34:23","CUSTUMER","2020-01-07 17:34:23","0","1"
"33","2",\N,"2","307","1","2020-03-23","1","人間ドック","帯1","0",\N,"3","0","0000","2300","1","9",\N,"CUSTUMER","2020-02-05 22:01:21","A3210","2020-02-07 10:54:32","1","2"
"34","2",\N,"2","307","1","2020-03-23","1","人間ドック","帯1","0",\N,"3","0","0000","2300","1","1","1","CUSTUMER","2020-02-05 22:01:21","A3210","2020-02-07 10:54:32","1","2"
"35","2",\N,"2","307","1","2020-03-24","2","人間ドック","帯1","0",\N,"3","0","0000","2300","1","9",\N,"A3210","2020-02-07 10:54:32","A3210","2020-02-07 10:54:32","0","1"
"36","2",\N,"2","307","1","2020-03-24","2","人間ドック","帯1","0",\N,"3","0","0000","2300","1","1","1","A3210","2020-02-07 10:54:32","A3210","2020-02-07 10:54:32","0","1"
