"LINEGROUP_ID","SEQ_NO","LINEGROUP_NAME","LINEGROUP_NAME_SHORT","OUTSIDE_RESERVATION","DO_NOT_SPECIFY_LINE_FG","LINEGROUP_TYPE","VACCINE_FG","RABIES_FG","SAME_TIME_LIMIT","LINEGROUP_CANCELLATION_DAYS","LINEGROUP_START_DAYS","LINEGROUP_END_DAYS","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"20949","4","プレミアムドック","プレミアムドック","1","0","0","0","0",\N,"7","3000","13","system","2017-08-18 12:13:22","A3211","2020-02-18 15:58:50","0","26"
"20950","5","総合がんPETドック","総合がんPETドック","1","0","0","0","0",\N,"7","3000","13","system","2017-08-18 12:13:22","A3211","2020-02-18 15:56:02","0","21"
"20951","12","がんPETドック","がんPETドック","0","0","0","0","0",\N,"7","3000","13","system","2017-08-18 12:13:22","A3211","2020-02-18 15:49:08","0","16"
"20952","14","アルツハイマーPETドック","アルツハイマーPETドック","0","0","0","0","0",\N,"7","3000","13","system","2017-08-18 12:13:22","A3211","2020-02-06 16:47:36","0","14"
"20953","7","スーパードック","スーパードック","1","0","0","0","0",\N,"7","3000","13","system","2017-08-18 12:13:22","A3211","2020-02-18 15:57:05","0","23"
"20954","11","総合ドック","総合ドック","0","0","0","0","0",\N,"7","3000","13","system","2017-08-18 12:13:22","A3211","2020-02-18 15:49:19","0","23"
"20955","9","一般ドック","一般ドック","1","0","0","0","0",\N,"7","3000","13","system","2017-08-18 12:13:22","A3211","2020-02-18 15:58:24","0","20"
"20956","3","脳ドック","脳ドック","1","0","0","0","0",\N,"7","3000","13","system","2017-08-18 12:13:22","A3211","2020-02-18 15:53:44","0","17"
"20957","10","心臓ドック","心臓ドック","0","0","0","0","0",\N,"7","3000","13","system","2017-08-18 12:13:22","A3211","2020-02-18 15:52:54","0","20"
"20958","8","レディースドック","レディースドック","1","0","0","0","0",\N,"7","3000","13","system","2017-08-18 12:13:22","A3211","2020-02-18 15:57:42","0","19"
"20959","13","健保コース","健保コース","0","0","0","0","0",\N,"7","6000","6","A2062","2017-09-07 18:04:19","A3211","2020-02-06 16:47:36","0","7"
"20960","12","一般ドック①","一般ドック①","0","0","0","0","0",\N,"7","3000","13","A2062","2019-03-11 13:44:06","A2062","2019-03-11 13:57:15","1","1"
"20961","6","MCIドック","MCIドック","1","0","0","0","0",\N,"7","3000","13","A2636","2019-03-22 09:22:25","A3211","2020-02-18 15:56:44","0","9"
"20962","13","【2019年10月1日から】一般ドック","【2019年10月1日から】一般ドック","0","0","0","0","0",\N,"7","3000","13","A3213","2019-08-26 13:16:23","A3220","2020-02-06 16:38:56","1","3"
"20963","2","【2020年4月30日受診まで】がんPETドック","【2020年4月30日受診まで】がんPETドック","1","0","0","0","0",\N,"7","3000","13","A3211","2020-02-06 16:43:39","A3211","2020-02-18 16:01:08","0","7"
"20964","1","【2020年4月30日受診まで】がんPETドック＋脳MR","【2020年4月30日受診まで】がんPETドック＋脳MR","1","0","0","0","0",\N,"7","3000","13","A3211","2020-02-06 16:46:25","A3211","2020-02-18 16:00:43","0","8"
