"LINE_ID","RESERVATION_TYPE","RESERVATION_METHOD","RESEKON_DOCTOR_CODE","RESEKON_MEDICAL_CODE","LINEGROUP_ID","LINE_NAME","LINE_NAME_COUPON_FG","LINE_NAME_SHORT","SEQ_NO","DISPLAY_PITCH","TIME_REQUIRED","OUTSIDE_RESERVATION","RESERVATION_TIME_SET","RESERVATION_TIME_FROM","RESERVATION_TIME_TO","CANCELLATION_TYPE","CANCELLATION_TIME","CANCELLATION_DAYS","CANCELLATION_HOURS","CANCELLATION_MINUTES","FAMILY_RESERVATION_YN","FAMILY_RESERVATION_NUM","DELAY_TIME_THRESHOLD","WAITING_TIME_DISP_YN_B","WAITING_NUM_DISP_YN_1","WAITING_TIME_DISP_YN_1","CALLING_NUMBER_DISP_YN_1","DELAY_TIME_DISP_YN_1","EXPECTED_TIME_YN_1","WAITING_NUM_DISP_YN_2","WAITING_TIME_DISP_YN_2","CALLING_NUMBER_DISP_YN_2","DELAY_TIME_DISP_YN_2","EXPECTED_TIME_YN_2","WAITING_NUM_DISP_YN_3","WAITING_TIME_DISP_YN_3","CALLING_NUMBER_DISP_YN_3","MEMO_APPOINT_YN","PICKUP_ADDRESS_DISP_YN","RESERVATION_NOCHOICES_YN","AUTO_RESERVATION_SETTING_TIMEZONE","AUTO_RESERVATION_SETTING_FLAME","RESERVATION_LIMIT_PER_WEEK","RESERVATION_LIMIT_PER_DAY","RESERVATION_LIMIT_PER_MONTH","RESERVATION_INTERVAL","CALL_BUTTON_ID_1","CALL_BUTTON_ID_2","CALL_BUTTON_ID_3","CALL_BUTTON_ID_4","CALL_BUTTON_ID_5","INTERVIEW_ID","LINE_EXPLANATION_YN","LINE_EXPLANATION","QUESTIONNAIRE_YN","QUESTIONNAIRE_TITLE","WEB_TICKETING","WEB_TICKETING_TARGET","HOSPITAL_TICKETING","HOSPITAL_TICKETING_TARGET","CANCEL_TICKETING","PRINT_TITLE_TIME","PRINT_TITLE_ORDER","PRINT_TITLE_MANAGE","PRINT_DATETIME","PRINT_NAME","PRINT_EXAMINATION_NO","PRINT_AGE","PRINT_CATALOG_NAME","PRINT_APPOINT_DATE","PRINT_LINE_NAME","PRINT_TIMEZONE_NAME","PRINT_ACCEPTANCE_NO","PRINT_RESERVATION_NAME","PRINT_CHOICES_CONTENT","PRINT_MEMO_APPOINT","PRINT_MEMO_NOW","QR_CODE","CAUTION","COMMENT","PRINT_PT_DATETIME","PRINT_PT_NAME","PRINT_PT_EXAMINATION_NO","PRINT_PT_AGE","PRINT_PT_CATALOG_NAME","PRINT_PT_APPOINT_DATE","PRINT_PT_LINE_NAME","PRINT_PT_TIMEZONE_NAME","PRINT_PT_ACCEPTANCE_NO","PRINT_PT_RESERVATION_NAME","PRINT_PT_CHOICES_CONTENT","PRINT_PT_MEMO_APPOINT","PRINT_PT_MEMO_NOW","PRINT_PT_QR_CODE","PRINT_PT_CAUTION","PRINT_PT_COMMENT","TICKETING_MANUAL_PT","TICKETING_MANUAL_MGT","TICKETING_AUTO_WEB_THE_DAY_PT","TICKETING_AUTO_WEB_OTHER_DAY_PT","TICKETING_AUTO_WEB_THE_DAY_MGT","TICKETING_AUTO_WEB_OTHER_DAY_MGT","TICKETING_AUTO_IVR_THE_DAY_PT","TICKETING_AUTO_IVR_OTHER_DAY_PT","TICKETING_AUTO_IVR_THE_DAY_MGT","TICKETING_AUTO_IVR_OTHER_DAY_MGT","TICKETING_AUTO_INSIDE_THE_DAY_PT","TICKETING_AUTO_INSIDE_OTHER_DAY_PT","TICKETING_AUTO_INSIDE_THE_DAY_MGT","TICKETING_AUTO_INSIDE_OTHER_DAY_MGT","TICKETING_AUTO_VISIT_BTN_PT","TICKETING_AUTO_VISIT_BTN_MGT","MEDICAL_SUBJECT","TEMP_RECEPTION_FG","AUTO_RESERVATION_END_FG","IVR_RESERVATION_FG","CHECKIN_RESERVATION","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","2",\N,\N,\N,"0","⑨土曜プラン　胃カメラ",\N,"⑨土曜プラン　胃カメラ","9","1380","1380","1","0","90","0","2","0","7","0","0","0","1","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","0","0",\N,\N,\N,\N,\N,\N,"6000","6",\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","1","1","1","1","1","1","1","1","1","1","1","1",\N,\N,\N,"1","1","1","1","1","1","1","1","1","1","1","1","1","1",\N,\N,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",\N,"0","1","1","0","A2636","2018-04-23 11:44:07","A2636","2019-04-08 13:15:28","0","8"
"2","2",\N,\N,\N,"0","⑧胃カメラ＋大腸カメラ（月・木）",\N,"⑧胃カメラ＋大腸カメラ（月・木）","8","1380","1380","1","0","90","0","2","0","7","0","0","0","1","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","0","0",\N,\N,\N,\N,\N,\N,"6000","6",\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","1","1","1","1","1","1","1","1","1","1","1","1",\N,\N,\N,"1","1","1","1","1","1","1","1","1","1","1","1","1","1",\N,\N,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",\N,"0","1","1","0","A2636","2018-04-23 11:47:32","A2062","2019-05-23 15:32:51","0","25"
"3","2",\N,\N,\N,"0","①人間ドック 胃カメラ",\N,"①人間ドック 胃カメラ","1","1380","1380","1","0","90","0","2","0","7","0","0","0","1","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","0","0",\N,\N,\N,\N,\N,\N,"6000","6",\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","1","1","1","1","1","1","1","1","1","1","1","1",\N,\N,\N,"1","1","1","1","1","1","1","1","1","1","1","1","1","1",\N,\N,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",\N,"0","1","1","0","A2636","2018-04-23 11:49:22","B84385","2019-10-10 14:22:50","0","29"
"4","2",\N,\N,\N,"0","⑪乳がん検診",\N,"⑪乳がん検診","11","1380","1380","1","0","90","0","2","0","7","0","0","0","1","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","0","0",\N,\N,\N,\N,\N,\N,"6000","6",\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","1","1","1","1","1","1","1","1","1","1","1","1",\N,\N,\N,"1","1","1","1","1","1","1","1","1","1","1","1","1","1",\N,\N,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",\N,"0","1","1","0","A2636","2018-04-23 11:49:59","B84385","2019-08-07 16:58:02","0","11"
"5","2",\N,\N,\N,"0","⑥レディースドック　ＡＢＣ",\N,"⑥レディースドック　ＡＢＣ","6","1380","1380","1","0","90","0","2","0","7","0","0","0","1","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","0","0",\N,\N,\N,\N,\N,\N,"6000","6",\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","1","1","1","1","1","1","1","1","1","1","1","1",\N,\N,\N,"1","1","1","1","1","1","1","1","1","1","1","1","1","1",\N,\N,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",\N,"0","1","1","0","A2636","2018-04-23 11:50:38","B84385","2019-10-10 14:25:42","0","35"
"6","2",\N,\N,\N,"0","健保用","0","健保用","12","1380","1380","0","0","90","0","2","0","7","0","0","0","1","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","0","0","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","1","1","1","1","1","1","1","1","1","1","1","1","1",\N,\N,"1","1","1","1","1","1","1","1","1","1","1","1","1","1",\N,\N,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",\N,"0","1","1","0","A2636","2018-04-23 11:51:20","B84385","2019-01-23 15:32:25","0","3"
"7","2",\N,\N,\N,"0","⑦フル人間ドック",\N,"⑦フル人間ドック","7","1380","1380","1","0","90","0","2","0","7","0","0","0","1","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","0","0",\N,\N,\N,\N,\N,\N,"6000","6",\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","1","1","1","1","1","1","1","1","1","1","1","1",\N,\N,\N,"1","1","1","1","1","1","1","1","1","1","1","1","1","1",\N,\N,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",\N,"0","1","1","0","A2636","2018-05-02 09:40:41","B84385","2019-10-10 14:26:03","0","25"
"8","2",\N,\N,\N,"0","②人間ドック　バリウム",\N,"②人間ドック　バリウム","2","1380","1380","1","0","90","0","2","0","7","0","0","0","1","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","0","0",\N,\N,\N,\N,\N,\N,"6000","6",\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","1","1","1","1","1","1","1","1","1","1","1","1",\N,\N,\N,"1","1","1","1","1","1","1","1","1","1","1","1","1","1",\N,\N,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",\N,"0","1","1","0","B84385","2019-01-23 15:24:56","B84385","2019-10-08 11:16:57","0","42"
"9","2",\N,\N,\N,"0","③人間ドック　ＡＢＣ",\N,"③人間ドック　ＡＢＣ","3","1380","1380","1","0","90","0","2","0","7","0","0","0","1","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","0","0",\N,\N,\N,\N,\N,\N,"6000","6",\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","1","1","1","1","1","1","1","1","1","1","1","1",\N,\N,\N,"1","1","1","1","1","1","1","1","1","1","1","1","1","1",\N,\N,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",\N,"0","1","1","0","B84385","2019-01-23 15:25:32","B84385","2019-09-28 12:25:29","0","18"
"10","2",\N,\N,\N,"0","④レディースドック　胃カメラ",\N,"④レディースドック　胃カメラ","4","1380","1380","1","0","90","0","2","0","7","0","0","0","1","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","0","0",\N,\N,\N,\N,\N,\N,"6000","6",\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","1","1","1","1","1","1","1","1","1","1","1","1",\N,\N,\N,"1","1","1","1","1","1","1","1","1","1","1","1","1","1",\N,\N,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",\N,"0","1","1","0","B84385","2019-01-23 15:27:13","B84385","2019-10-10 14:23:33","0","28"
