"LINEGROUP_ID","SEQ_NO","LINEGROUP_NAME","LINEGROUP_NAME_SHORT","OUTSIDE_RESERVATION","DO_NOT_SPECIFY_LINE_FG","LINEGROUP_TYPE","VACCINE_FG","RABIES_FG","SAME_TIME_LIMIT","LINEGROUP_CANCELLATION_DAYS","LINEGROUP_START_DAYS","LINEGROUP_END_DAYS","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"20179","2","人間ドック（ABC検査＋腫瘍マーカー付き）","人間ドック（ABC検査＋腫瘍マーカー付き）","1","0","0","0","0",\N,"7","3000","1000","system","2017-08-18 12:13:15","A3210","2020-01-16 18:37:32","0","36"
"20180","1","人間ドック（胃部X線検査＋腫瘍マーカー付き）","人間ドック（胃部X線検査＋腫瘍マーカー付き）","1","0","0","0","0",\N,"7","3000","1000","system","2017-08-18 12:13:15","A3210","2020-01-17 10:34:08","0","37"
"20181","3","人間ドック（胃検査なし＋腫瘍マーカー付き）","人間ドック（胃検査なし＋腫瘍マーカー付き）","1","0","0","0","0",\N,"7","3000","1000","system","2017-08-18 12:13:15","A3210","2020-01-16 18:38:45","0","31"
"20182","4","生活習慣病健診（胃部X線検査付き）","生活習慣病健診（胃部X線検査付き）","1","0","0","0","0",\N,"7","3000","1000","system","2017-08-18 12:13:15","A3210","2020-01-16 18:40:29","0","36"
"20183","7","シンプル脳ドック（脳検査＋頸動脈エコー）","シンプル脳ドック（脳検査＋頸動脈エコー）","1","0","0","0","0",\N,"7","3000","1000","system","2017-08-18 12:13:15","A2867","2020-02-14 13:11:04","0","28"
"20184","10","脳検査（AM受診）","脳検査（AM受診）","1","0","0","0","0",\N,"7","3000","1000","system","2017-08-18 12:13:15","A2867","2020-02-14 13:12:13","0","24"
"20185","14","【土曜日実施】乳がんドックC（視触診＋マンモグラフィ＋乳腺エコー）","【土曜日実施】乳がんドックC（視触診＋マンモグラフィ＋乳腺エコー","1","0","0","0","0",\N,"7","3000","1000","system","2017-08-18 12:13:15","A3210","2020-01-17 10:58:40","0","26"
"20186","15","健保コース","健保コース","0","0","0","0","0",\N,"7",\N,\N,"A2062","2017-09-07 21:17:56","A3210","2020-01-17 10:33:39","0","8"
"20187","5","生活習慣病健診（ABC検査付き）","生活習慣病健診（ABC検査付き）","1","0","0","0","0",\N,"7","3000","1000","A1589","2017-09-25 11:11:42","A3210","2020-01-17 10:59:53","0","30"
"20188","6","生活習慣病健診（胃検査なし）","生活習慣病健診（胃検査なし）","1","0","0","0","0",\N,"7","3000","1000","A1589","2017-09-25 11:50:50","A3210","2020-01-16 19:01:58","0","24"
"20189","8","標準脳ドック（健診＋脳検査＋頸動脈エコー）","標準脳ドック（健診＋脳検査＋頸動脈エコー）","1","0","0","0","0",\N,"7","3000","1000","A1589","2017-09-25 12:07:23","A2867","2020-02-14 13:07:13","0","19"
"20190","9","プレミアム脳ドック（健診＋脳検査＋頸動脈MRA検査）","プレミアム脳ドック（健診＋脳検査＋頸動脈MRA検査）","1","0","0","0","0",\N,"7","3000","1000","A1589","2017-09-25 12:23:02","A2867","2020-02-14 13:08:36","0","18"
"20191","13","【土曜日実施】乳がんドックB（視触診＋乳腺エコー）","【土曜日実施】乳がんドックB（視触診＋乳腺エコー）","1","0","0","0","0",\N,"7","3000","1000","A1589","2017-09-25 12:37:14","A3210","2020-01-17 10:59:28","0","16"
"20192","12","【土曜日実施】乳がんドックA（視触診＋マンモグラフィ）","【土曜日実施】乳がんドックA（視触診＋マンモグラフィ）","1","0","0","0","0",\N,"7","3000","1000","A1589","2017-09-25 12:41:02","A3210","2020-01-17 10:59:07","0","15"
"20193","11","脳検査（PM受診）","脳検査（PM受診）","1","0","0","0","0",\N,"7","3000","1000","A1589","2017-09-25 14:22:02","A2867","2020-02-14 13:09:48","0","11"
"20194","16","乳がんドックA（マンモグラフィ）","乳がんドックA（マンモグラフィ）","0","0","0","0","0",\N,"7","3000","1000","A2636","2018-08-22 11:39:50","A3210","2020-01-17 10:33:39","0","4"
"20195","17","乳がんドックB（乳腺エコー）","乳がんドックB（乳腺エコー）","0","0","0","0","0",\N,"7","3000","1000","A2636","2018-08-22 11:41:33","A3210","2020-01-17 10:33:39","0","5"
"20196","18","乳がんドックC（マンモグラフィ＋乳腺エコー）","乳がんドックC（マンモグラフィ＋乳腺エコー）","0","0","0","0","0",\N,"7","3000","1000","A2636","2018-08-22 11:43:45","A3210","2020-01-17 10:33:39","0","5"
