"APPOINT_ID","RESERVATION_TYPE","RESERVATION_METHOD","LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","APPOINT_DATE","APPOINT_DAY","LINE_NAME","TIMEZONE_NAME","RESERVATION_FRAMES","AUTO_RESERVATION_SETTING","LINE_NUM","SPARE_LINE_NUM","START_TIME","END_TIME","START_NUMBER","LINE_APPOINT_TYPE","LINE_APPOINT_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","2",\N,"2","4","1","2019-09-08","7","胃カメラ人間ドック+大腸カメラ検査","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-09-01 02:31:12","B89333","2019-09-02 12:11:07","1","2"
"2","2",\N,"2","4","1","2019-09-08","7","胃カメラ人間ドック+大腸カメラ検査","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-09-01 02:31:12","B89333","2019-09-02 12:11:07","1","2"
"3","2",\N,"1","4","1","2019-09-08","7","胃カメラ人間ドック","帯1","0",\N,"3","0","0000","2300","1","9",\N,"B89333","2019-09-02 12:11:07","A3216","2019-09-26 11:20:57","1","2"
"4","2",\N,"1","4","1","2019-09-08","7","胃カメラ人間ドック","帯1","0",\N,"3","0","0000","2300","1","1","1","B89333","2019-09-02 12:11:07","A3216","2019-09-26 11:20:57","1","2"
"5","2",\N,"4","1","1","2019-09-08","7","健保用","帯1","0",\N,"3","0","0000","2300","1","9",\N,"A3216","2019-09-26 11:20:57","A3216","2019-09-26 11:24:13","1","2"
"6","2",\N,"4","1","1","2019-09-08","7","健保用","帯1","0",\N,"3","0","0000","2300","1","1","1","A3216","2019-09-26 11:20:57","A3216","2019-09-26 11:24:13","1","2"
"7","2",\N,"1","4","1","2019-09-08","7","胃カメラ人間ドック","帯1","0",\N,"3","0","0000","2300","1","9",\N,"A3216","2019-09-26 11:24:13","A3216","2019-09-26 11:24:13","0","1"
"8","2",\N,"1","4","1","2019-09-08","7","胃カメラ人間ドック","帯1","0",\N,"3","0","0000","2300","1","1","1","A3216","2019-09-26 11:24:13","A3216","2019-09-26 11:24:13","0","1"
"9","2",\N,"1","155","1","2019-10-16","3","胃カメラ人間ドック","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2019-10-06 17:52:15","CUSTUMER","2019-10-06 17:52:15","0","1"
"10","2",\N,"1","155","1","2019-10-16","3","胃カメラ人間ドック","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2019-10-06 17:52:15","CUSTUMER","2019-10-06 17:52:15","0","1"
"11","2",\N,"1","155","1","2019-10-16","3","胃カメラ人間ドック","帯1","0",\N,"2","0","0000","2300","1","1","2","CUSTUMER","2019-10-06 17:57:57","A3215","2019-10-30 16:15:12","1","2"
"12","2",\N,"1","32","1","2019-10-23","3","胃カメラ人間ドック","帯1","0",\N,"3","0","0000","2300","1","9",\N,"A3215","2019-10-30 16:15:12","A3215","2019-10-30 16:15:12","0","1"
"13","2",\N,"1","32","1","2019-10-23","3","胃カメラ人間ドック","帯1","0",\N,"3","0","0000","2300","1","1","1","A3215","2019-10-30 16:15:12","A3215","2019-10-30 16:15:12","0","1"
"14","2",\N,"2","144","1","2020-01-22","3","胃カメラ人間ドック+大腸カメラ検査","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2020-01-14 11:09:24","B89333","2020-01-15 10:48:32","1","2"
"15","2",\N,"2","144","1","2020-01-22","3","胃カメラ人間ドック+大腸カメラ検査","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2020-01-14 11:09:24","B89333","2020-01-15 10:48:32","1","2"
"16","2",\N,"2","154","1","2020-01-31","5","胃カメラ人間ドック+大腸カメラ検査","帯1","0",\N,"2","0","0000","2300","1","9",\N,"B89333","2020-01-15 10:48:32","B89333","2020-01-15 10:48:32","0","1"
"17","2",\N,"2","154","1","2020-01-31","5","胃カメラ人間ドック+大腸カメラ検査","帯1","0",\N,"2","0","0000","2300","1","1","1","B89333","2020-01-15 10:48:32","B89333","2020-01-15 10:48:32","0","1"
"18","2",\N,"1","125","1","2020-02-09","7","胃カメラ人間ドック","帯1","0",\N,"5","0","0000","2300","1","9",\N,"CUSTUMER","2020-01-27 09:18:29","CUSTUMER","2020-01-27 09:18:29","0","1"
"19","2",\N,"1","125","1","2020-02-09","7","胃カメラ人間ドック","帯1","0",\N,"5","0","0000","2300","1","1","1","CUSTUMER","2020-01-27 09:18:29","CUSTUMER","2020-01-27 09:18:29","0","1"
"20","2",\N,"1","145","1","2020-03-01","7","胃カメラ人間ドック","帯1","0",\N,"5","0","0000","2300","1","9",\N,"CUSTUMER","2020-02-03 18:00:44","CUSTUMER","2020-02-03 18:00:44","0","1"
"21","2",\N,"1","145","1","2020-03-01","7","胃カメラ人間ドック","帯1","0",\N,"5","0","0000","2300","1","1","1","CUSTUMER","2020-02-03 18:00:44","CUSTUMER","2020-02-03 18:00:44","0","1"
