"APPOINT_ID","RESERVATION_TYPE","RESERVATION_METHOD","LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","APPOINT_DATE","APPOINT_DAY","LINE_NAME","TIMEZONE_NAME","RESERVATION_FRAMES","AUTO_RESERVATION_SETTING","LINE_NUM","SPARE_LINE_NUM","START_TIME","END_TIME","START_NUMBER","LINE_APPOINT_TYPE","LINE_APPOINT_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","2",\N,"1","1","1","2018-10-12","5","人間ドック","帯1","0",\N,"2","0","0000","2300","1","9",\N,"A2064","2018-09-04 09:35:14","A2064","2018-09-04 09:35:14","0","1"
"2","2",\N,"1","1","1","2018-10-12","5","人間ドック","帯1","0",\N,"2","0","0000","2300","1","1","1","A2064","2018-09-04 09:35:14","A2064","2018-09-04 09:35:14","0","1"
"3","2",\N,"4","1","1","2018-11-16","5","人間ドック+子宮がん+乳がん","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2018-10-31 00:02:41","A2062","2018-10-31 16:56:51","1","2"
"4","2",\N,"4","1","1","2018-11-16","5","人間ドック+子宮がん+乳がん","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2018-10-31 00:02:41","A2062","2018-10-31 16:56:51","1","2"
"5","2",\N,"1","1","1","2018-11-14","3","人間ドック","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2018-10-31 10:45:40","CUSTUMER","2018-10-31 10:45:40","0","1"
"6","2",\N,"1","1","1","2018-11-14","3","人間ドック","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2018-10-31 10:45:40","CUSTUMER","2018-10-31 10:45:40","0","1"
"7","2",\N,"4","1","1","2018-11-19","1","人間ドック+子宮がん+乳がん","帯1","0",\N,"2","0","0000","2300","1","9",\N,"A2062","2018-10-31 16:56:51","A2062","2018-10-31 16:56:51","0","1"
"8","2",\N,"4","1","1","2018-11-19","1","人間ドック+子宮がん+乳がん","帯1","0",\N,"2","0","0000","2300","1","1","1","A2062","2018-10-31 16:56:51","A2062","2018-10-31 16:56:51","0","1"
"9","2",\N,"1","1","1","2018-11-22","4","人間ドック","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2018-11-08 10:10:49","CUSTUMER","2018-11-08 10:10:49","0","1"
"10","2",\N,"1","1","1","2018-11-22","4","人間ドック","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2018-11-08 10:10:49","CUSTUMER","2018-11-08 10:10:49","0","1"
