"APPOINT_ID","RESERVATION_TYPE","RESERVATION_METHOD","LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","APPOINT_DATE","APPOINT_DAY","LINE_NAME","TIMEZONE_NAME","RESERVATION_FRAMES","AUTO_RESERVATION_SETTING","LINE_NUM","SPARE_LINE_NUM","START_TIME","END_TIME","START_NUMBER","LINE_APPOINT_TYPE","LINE_APPOINT_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","2",\N,"4","3","1","2018-04-21","6","一般健診・企業健診","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2018-04-13 20:54:47","B76057","2018-04-16 10:00:16","1","2"
"2","2",\N,"4","3","1","2018-04-21","6","一般健診・企業健診","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2018-04-13 20:54:47","B76057","2018-04-16 10:00:16","1","2"
"3","2",\N,"4","3","1","2018-04-19","4","一般健診・企業健診","帯1","0",\N,"2","0","0000","2300","1","9",\N,"B76057","2018-04-16 10:00:16","A2064","2018-04-19 13:13:33","1","2"
"4","2",\N,"4","3","1","2018-04-19","4","一般健診・企業健診","帯1","0",\N,"2","0","0000","2300","1","1","1","B76057","2018-04-16 10:00:16","A2064","2018-04-19 13:13:33","1","2"
"5","2",\N,"4","3","1","2018-04-21","6","一般健診・企業健診","帯1","0",\N,"2","0","0000","2300","1","9",\N,"A2064","2018-04-19 13:13:33","A2064","2018-04-19 13:13:33","0","1"
"6","2",\N,"4","3","1","2018-04-21","6","一般健診・企業健診","帯1","0",\N,"2","0","0000","2300","1","1","1","A2064","2018-04-19 13:13:33","A2064","2018-04-19 13:13:33","0","1"
"7","2",\N,"4","15","1","2018-08-13","1","一般健診・企業健診","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2018-05-12 22:47:15","CUSTUMER","2018-05-12 22:47:15","0","1"
"8","2",\N,"4","15","1","2018-08-13","1","一般健診・企業健診","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2018-05-12 22:47:15","CUSTUMER","2018-05-12 22:47:15","0","1"
"9","2",\N,"4","11","1","2018-05-26","6","一般健診・企業健診","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2018-05-19 00:57:02","CUSTUMER","2018-05-19 00:57:02","0","1"
"10","2",\N,"4","11","1","2018-05-26","6","一般健診・企業健診","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2018-05-19 00:57:02","CUSTUMER","2018-05-19 00:57:02","0","1"
"11","2",\N,"4","11","1","2018-06-12","2","一般健診・企業健診","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2018-05-21 08:31:18","CUSTUMER","2018-05-21 08:31:18","0","1"
"12","2",\N,"4","11","1","2018-06-12","2","一般健診・企業健診","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2018-05-21 08:31:18","CUSTUMER","2018-05-21 08:31:18","0","1"
"13","2",\N,"4","11","1","2018-06-12","2","一般健診・企業健診","帯1","0",\N,"2","0","0000","2300","1","1","2","CUSTUMER","2018-05-21 08:35:37","CUSTUMER","2018-05-21 08:35:37","0","1"
