"APPOINT_ID","RESERVATION_TYPE","RESERVATION_METHOD","LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","APPOINT_DATE","APPOINT_DAY","LINE_NAME","TIMEZONE_NAME","RESERVATION_FRAMES","AUTO_RESERVATION_SETTING","LINE_NUM","SPARE_LINE_NUM","START_TIME","END_TIME","START_NUMBER","LINE_APPOINT_TYPE","LINE_APPOINT_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","2",\N,"11","2","1","2017-10-30","1","【開院1周年記念】レディースチェック（女性技師対応）","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2017-10-13 09:50:43","CUSTUMER","2017-10-13 09:50:43","0","1"
"2","2",\N,"11","2","1","2017-10-30","1","【開院1周年記念】レディースチェック（女性技師対応）","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2017-10-13 09:50:43","CUSTUMER","2017-10-13 09:50:43","0","1"
"3","2",\N,"7","2","1","2017-11-01","3","人間ドック+脳ドック(頭部MRI／MRA+頸部MRA)","帯1","0",\N,"2","0","0000","2300","1","9",\N,"A2062","2017-10-27 12:14:32","A2062","2017-10-27 12:14:32","0","1"
"4","2",\N,"7","2","1","2017-11-01","3","人間ドック+脳ドック(頭部MRI／MRA+頸部MRA)","帯1","0",\N,"2","0","0000","2300","1","1","1","A2062","2017-10-27 12:14:32","A2062","2017-10-27 12:14:32","0","1"
"5","2",\N,"7","2","1","2017-11-01","3","人間ドック+脳ドック(頭部MRI／MRA+頸部MRA)","帯1","0",\N,"2","0","0000","2300","1","1","2","A2062","2017-10-27 12:17:11","A2062","2017-10-27 12:17:11","0","1"
"6","2",\N,"4","8","1","2017-11-29","3","人間ドックライト（胃カメラ・バリウムなし）","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2017-11-17 17:01:28","CUSTUMER","2017-11-17 17:01:28","0","1"
"7","2",\N,"4","8","1","2017-11-29","3","人間ドックライト（胃カメラ・バリウムなし）","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2017-11-17 17:01:28","CUSTUMER","2017-11-17 17:01:28","0","1"
"8","2",\N,"4","8","1","2017-12-08","5","人間ドックライト（胃カメラ・バリウムなし）","帯1","0",\N,"2","0","0000","2300","1","9",\N,"A2064","2017-11-30 11:31:00","B72884","2017-12-08 09:32:27","1","2"
"9","2",\N,"4","8","1","2017-12-08","5","人間ドックライト（胃カメラ・バリウムなし）","帯1","0",\N,"2","0","0000","2300","1","1","1","A2064","2017-11-30 11:31:00","B72884","2017-12-08 09:32:27","1","2"
"10","2",\N,"12","2","1","2017-12-18","1","【開院1周年記念】メンズチェック","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2017-12-01 13:15:06","CUSTUMER","2017-12-01 13:15:06","0","1"
