"LINEGROUP_ID","SEQ_NO","LINEGROUP_NAME","LINEGROUP_NAME_SHORT","OUTSIDE_RESERVATION","DO_NOT_SPECIFY_LINE_FG","LINEGROUP_TYPE","VACCINE_FG","RABIES_FG","SAME_TIME_LIMIT","LINEGROUP_CANCELLATION_DAYS","LINEGROUP_START_DAYS","LINEGROUP_END_DAYS","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","1","プレミアムドックAコース マイクロアレイ(消化器がんリスク検査)付き","プレミアムドックAコース マイクロアレイ(消化器がんリスク検査)","1","0","0","0","0",\N,"7","6000","1000","A2636","2018-06-05 17:26:41","A3218","2019-10-21 09:36:30","0","7"
"2","2","プレミアムドックBコース　脳梗塞・心筋梗塞リスク検査LOX-index®付き","プレミアムドックBコース　脳梗塞・心筋梗塞リスク検査LOX-in","1","0","0","0","0",\N,"7","6000","1000","A2636","2018-06-05 17:28:56","A3218","2019-10-21 09:36:59","0","9"
"3","3","プレミアムドックCコース　認知症リスク検査MCI付き","プレミアムドックCコース　認知症リスク検査MCI付き","1","0","0","0","0",\N,"7","6000","1000","A2636","2018-06-05 17:29:48","A3218","2019-10-21 09:36:14","0","8"
"4","4","メンズ健診ショートコース","メンズ健診ショートコース","1","0","0","0","0",\N,"7","6000","13","A2636","2018-06-05 17:33:49","A3220","2019-09-25 10:40:29","0","5"
"5","5","レディース健診ショートコース","レディース健診ショートコース","1","0","0","0","0",\N,"7","6000","13","A2636","2018-06-05 17:39:33","A2062","2019-07-01 12:43:52","0","5"
"6","6","レディース健診ショートコース＋骨盤部MRI","レディース健診ショートコース＋骨盤部MRI","1","0","0","0","0",\N,"7","6000","13","A2636","2018-06-05 17:43:41","A2062","2019-07-01 12:44:55","0","4"
"7","7","甲状腺検査","甲状腺検査","1","0","0","0","0",\N,"7","6000","13","A2636","2018-06-05 17:51:15","A2062","2019-07-01 12:48:08","0","4"
"8","8","プレミアム心臓ドック","プレミアム心臓ドック","1","0","0","0","0",\N,"7","6000","13","A2636","2018-06-05 17:55:44","A3220","2019-09-25 10:15:01","0","6"
"9","9","胸部画像検診＋採血","胸部画像検診＋採血","1","0","0","0","0",\N,"7","6000","13","A2636","2018-06-05 17:58:56","A3220","2019-09-25 10:41:49","0","5"
"10","10","頭部画像検診（脳梗塞心筋梗塞リスク検査付き）","頭部画像検診（脳梗塞心筋梗塞リスク検査付き）","1","0","0","0","0",\N,"7","6000","13","A2636","2018-06-06 12:54:31","A2062","2019-07-02 09:49:54","0","6"
"11","11","頭部画像検診（認知症リスク検査付き）","頭部画像検診（認知症リスク検査付き）","1","0","0","0","0",\N,"7","6000","13","A2636","2018-06-06 12:55:57","A2062","2019-07-02 09:50:20","0","5"
"12","12","頭部画像検診（脳梗塞心筋梗塞リスク検査・認知症リスク検査付き）","頭部画像検診（脳梗塞心筋梗塞リスク検査・認知症リスク検査付き）","1","0","0","0","0",\N,"7","6000","13","A2636","2018-06-06 12:56:56","A2062","2019-07-02 09:51:04","0","6"
"13","14","健保コース","健保コース","0","0","0","0","0",\N,"7","6000","6","A2636","2018-06-06 12:57:49","A3220","2019-09-25 10:43:37","0","3"
"14","13","プレミアム心臓ドック＋心筋梗塞リスク検査","プレミアム心臓ドック＋心筋梗塞リスク検査","1","0","0","0","0",\N,"7","6000","13","B83606","2018-08-21 09:30:34","A3218","2019-10-21 09:56:48","0","10"
