"LINEGROUP_ID","SEQ_NO","LINEGROUP_NAME","LINEGROUP_NAME_SHORT","OUTSIDE_RESERVATION","DO_NOT_SPECIFY_LINE_FG","LINEGROUP_TYPE","VACCINE_FG","RABIES_FG","SAME_TIME_LIMIT","LINEGROUP_CANCELLATION_DAYS","LINEGROUP_START_DAYS","LINEGROUP_END_DAYS","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","6","【2019年9月30日まで】脳ドックミニ（検査のみ・結果は郵送）","【2019年9月30日まで】脳ドックミニ（検査のみ・結果は郵送）","0","0","0","0","0",\N,"7","3000","2","A2636","2018-04-27 17:53:12","A3219","2019-10-01 13:06:49","0","18"
"2","8","【2019年9月30日まで】脳ドックプラス（専門医による結果説明あり）","【2019年9月30日まで】脳ドックプラス（専門医による結果説明","0","0","0","0","0",\N,"7","3000","6","A2636","2018-04-27 17:57:58","A3219","2019-10-01 13:07:37","0","12"
"3","9","【2019年9月30日まで】脳卒中ドック（専門医による結果説明あり）","【2019年9月30日まで】脳卒中ドック（専門医による結果説明あ","0","0","0","0","0",\N,"7","3000","6","A2636","2018-04-27 18:04:14","A3219","2019-10-01 13:07:47","0","10"
"4","10","【2019年9月30日まで】もの忘れドック（海馬萎縮度評価・神経心理検査・当日結果説明あり）","【2019年9月30日まで】もの忘れドック（海馬萎縮度評価・神経","0","0","0","0","0",\N,"7","3000","6","A2636","2018-04-27 18:14:20","A3219","2019-10-01 13:07:59","0","7"
"5","11","健保コース","健保コース","0","0","0","0","0",\N,"7","6000","6","A2636","2018-04-27 18:15:01","A3219","2019-10-01 13:06:20","0","3"
"6","7","【2019年9月30日まで】脳ドックスタンダード（脳ドックガイドライン推奨検査内容・当日結果説明あり）","【2019年9月30日まで】脳ドックスタンダード（脳ドックガイド","0","0","0","0","0",\N,"7","3000","6","A2636","2018-11-19 17:36:53","A3219","2019-10-01 13:07:14","0","19"
"7","1","脳ドックミニ（検査のみ・結果は郵送）","脳ドックミニ（検査のみ・結果は郵送）","1","0","0","0","0",\N,"7","3000","6","A2062","2019-07-29 11:55:18","A3271","2019-11-21 14:46:08","0","8"
"8","3","脳ドックスタンダード（脳ドックガイドライン推奨検査内容・当日結果説明あり）","脳ドックスタンダード（脳ドックガイドライン推奨検査内容・当日結果","1","0","0","0","0",\N,"7","3000","6","A2062","2019-07-29 11:59:01","A3271","2019-11-21 14:46:54","0","7"
"9","2","脳ドックプラス（専門医による結果説明あり）","脳ドックプラス（専門医による結果説明あり）","1","0","0","0","0",\N,"7","3000","6","A2062","2019-07-29 12:04:38","A3271","2019-11-21 14:46:30","0","6"
"10","5","もの忘れドック（海馬萎縮度評価・神経心理検査・当日結果説明あり）","もの忘れドック（海馬萎縮度評価・神経心理検査・当日結果説明あり）","1","0","0","0","0",\N,"7","3000","6","A2062","2019-07-29 12:08:10","A3271","2019-11-21 14:47:39","0","6"
"11","4","脳卒中ドック（専門医による結果説明あり）","脳卒中ドック（専門医による結果説明あり）","1","0","0","0","0",\N,"7","3000","6","A2062","2019-07-29 12:11:03","A3271","2019-11-21 14:47:17","0","6"
