"APPOINT_ID","RESERVATION_TYPE","RESERVATION_METHOD","LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","APPOINT_DATE","APPOINT_DAY","LINE_NAME","TIMEZONE_NAME","RESERVATION_FRAMES","AUTO_RESERVATION_SETTING","LINE_NUM","SPARE_LINE_NUM","START_TIME","END_TIME","START_NUMBER","LINE_APPOINT_TYPE","LINE_APPOINT_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","2",\N,"2","1","1","2017-10-02","1","ライン","帯",\N,\N,\N,\N,"0000","2300","1",\N,\N,"migration","2017-09-09 00:00:00","migration","2017-09-09 00:00:00","0","1"
"2","2",\N,"1","3","1","2017-12-02","6","ライン","帯1",\N,\N,"1",\N,"0000","2300","1",\N,\N,"migration","2017-09-09 00:00:00","A1589","2017-11-01 15:21:00","0","1"
"3","2",\N,"999999","999999","1","2017-09-08","5","ライン","帯",\N,\N,\N,\N,"0000","2300","1",\N,\N,"migration","2017-09-09 00:00:00","migration","2017-09-09 00:00:00","0","1"
"4","2",\N,"999999","999999","1","2017-08-30","3","ライン","帯",\N,\N,\N,\N,"0000","2300","1",\N,\N,"migration","2017-09-09 00:00:00","migration","2017-09-09 00:00:00","0","1"
"5","2",\N,"2","4","1","2017-11-25","6","ライン","帯",\N,\N,\N,\N,"0000","2300","1",\N,\N,"migration","2017-09-09 00:00:00","migration","2017-09-09 00:00:00","0","1"
"6","2",\N,"1","1","1","2017-10-23","1","乳がん","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2017-09-13 21:58:48","CUSTUMER","2017-09-13 21:58:48","0","1"
"7","2",\N,"1","1","1","2017-10-23","1","乳がん","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2017-09-13 21:58:48","CUSTUMER","2017-09-13 21:58:48","0","1"
"8","2",\N,"2","1","1","2017-10-30","1","標準","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2017-10-15 18:28:29","CUSTUMER","2017-10-15 18:28:29","0","1"
"9","2",\N,"2","1","1","2017-10-30","1","標準","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2017-10-15 18:28:29","CUSTUMER","2017-10-15 18:28:29","0","1"
"10","2",\N,"1","3","1","2017-11-02","4","乳がん","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2017-10-19 16:44:08","A1589","2017-11-01 15:21:00","0","1"
"11","2",\N,"1","3","1","2017-11-02","4","乳がん","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2017-10-19 16:44:09","A1589","2017-11-01 15:21:00","0","1"
"12","2",\N,"1","1","1","2017-10-30","1","乳がん","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2017-10-25 09:39:15","CUSTUMER","2017-10-25 09:39:15","0","1"
"13","2",\N,"1","1","1","2017-10-30","1","乳がん","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2017-10-25 09:39:15","CUSTUMER","2017-10-25 09:39:15","0","1"
"14","2",\N,"1","3","1","2017-11-15","3","乳がん","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2017-11-06 12:57:05","A2064","2017-11-06 14:11:32","1","2"
"15","2",\N,"1","3","1","2017-11-15","3","乳がん","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2017-11-06 12:57:05","A2064","2017-11-06 14:11:32","1","2"
"16","2",\N,"1","3","1","2017-11-17","5","乳がん","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2064","2017-11-06 14:11:32","A2064","2017-11-06 14:11:32","0","1"
"17","2",\N,"1","3","1","2017-11-17","5","乳がん","帯1","0",\N,"1","0","0000","2300","1","1","1","A2064","2017-11-06 14:11:32","A2064","2017-11-06 14:11:32","0","1"
"18","2",\N,"1","3","1","2017-11-29","3","乳がん","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2062","2017-11-15 11:00:32","A2062","2017-11-15 11:00:32","0","1"
"19","2",\N,"1","3","1","2017-11-29","3","乳がん","帯1","0",\N,"1","0","0000","2300","1","1","1","A2062","2017-11-15 11:00:32","A2062","2017-11-15 11:00:32","0","1"
"20","2",\N,"1","3","1","2017-12-02","6","乳がん","帯1",\N,\N,"1",\N,"0000","2300","1","1","1","CUSTUMER","2017-11-21 09:09:51","CUSTUMER","2017-11-21 09:09:51","0","1"
"21","2",\N,"2","6","1","2017-12-27","3","標準","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2017-11-27 08:22:29","CUSTUMER","2017-11-27 08:22:29","0","1"
"22","2",\N,"2","6","1","2017-12-27","3","標準","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2017-11-27 08:22:29","CUSTUMER","2017-11-27 08:22:29","0","1"
"23","2",\N,"1","3","1","2017-12-20","3","乳がん","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2064","2017-11-30 09:24:26","A2064","2017-11-30 09:24:26","0","1"
