"LINEGROUP_ID","SEQ_NO","LINEGROUP_NAME","LINEGROUP_NAME_SHORT","OUTSIDE_RESERVATION","DO_NOT_SPECIFY_LINE_FG","LINEGROUP_TYPE","VACCINE_FG","RABIES_FG","SAME_TIME_LIMIT","LINEGROUP_CANCELLATION_DAYS","LINEGROUP_START_DAYS","LINEGROUP_END_DAYS","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"20196","13","【50,000円で受診できる】胃・大腸カメラ人間ドック","【50,000円で受診できる】胃・大腸カメラ人間ドック","0","0","0","0","0",\N,"7","6000","6","system","2017-08-18 12:13:15","A2062","2018-04-26 18:09:39","1","10"
"20197","12","【30,000円で受診できる】胃カメラ人間ドック","【30,000円で受診できる】胃カメラ人間ドック","0","0","0","0","0",\N,"7","6000","6","system","2017-08-18 12:13:15","A2062","2018-04-26 18:09:25","1","8"
"20198","10","【女性】胃カメラ人間ドック＋アミノインデックス","【女性】胃カメラ人間ドック＋アミノインデックス","0","0","0","0","0",\N,"7","6000","6","system","2017-08-18 12:13:15","A2062","2018-04-26 18:08:40","1","8"
"20199","11","【男性】胃カメラ人間ドック＋アミノインデックス","【男性】胃カメラ人間ドック＋アミノインデックス","0","0","0","0","0",\N,"7","6000","6","system","2017-08-18 12:13:15","A2062","2018-04-26 18:09:11","1","7"
"20200","23","【請求用】女性技師対応の乳腺エコー","【請求用】女性技師対応の乳腺エコー","0","0","0","0","0",\N,"0",\N,\N,"A2064","2017-09-10 09:22:27","A2636","2019-06-19 13:45:54","0","9"
"20201","1","レーザー胃カメラ人間ドック※増税後価格","レーザー胃カメラ人間ドック※増税後価格","1","0","0","0","0",\N,"7","6000","6","A1589","2017-09-11 13:50:22","A3212","2019-10-30 16:05:31","0","11"
"20202","9","レーザー胃・大腸カメラ人間ドック","レーザー胃・大腸カメラ人間ドック","0","0","0","0","0",\N,"7","6000","6","A1589","2017-09-11 13:56:16","A2062","2018-04-26 18:08:26","1","5"
"20203","14","レーザー胃カメラ人間ドック＋脳梗塞ドック","レーザー胃カメラ人間ドック＋脳梗塞ドック","0","0","0","0","0",\N,"7","6000","6","A1589","2017-09-11 14:02:16","A2062","2018-04-26 18:10:00","1","5"
"20204","26","プレミアム人間ドック（脳梗塞・がん検査・胃大腸内視鏡）","プレミアム人間ドック（脳梗塞・がん検査・胃大腸内視鏡）","0","0","0","0","0",\N,"0","6000","6","A2062","2017-09-11 20:19:13","A2636","2019-07-24 14:08:40","0","22"
"20205","11","【午後受診】楽々ABC人間ドック※増税後価格","【午後受診】楽々ABC人間ドック※増税後価格","1","0","0","0","0",\N,"7","6000","6","A2062","2017-09-11 20:30:02","A3212","2019-10-30 16:13:26","0","19"
"20206","13","血液検査で受けるプレミアムドック（脳梗塞・がん検査・楽々ABC）※増税後価格","血液検査で受けるプレミアムドック（脳梗塞・がん検査・楽々ABC）","1","0","0","0","0",\N,"0","6000","6","A2062","2017-09-11 20:42:27","A3212","2019-10-30 16:14:29","0","21"
"20207","18","レーザー胃カメラ検診※増税後価格","レーザー胃カメラ検診※増税後価格","1","0","0","0","0",\N,"7","6000","6","A2062","2017-09-11 20:58:55","A3219","2019-10-01 14:55:29","0","16"
"20208","19","レーザー大腸カメラ検診※増税後価格","レーザー大腸カメラ検診※増税後価格","1","0","0","0","0",\N,"7","6000","6","A2062","2017-09-11 21:07:20","A3219","2019-10-01 15:06:24","0","15"
"20209","20","レーザー胃・大腸カメラ検診※増税後価格","レーザー胃・大腸カメラ検診※増税後価格","1","0","0","0","0",\N,"7","6000","6","A2062","2017-09-11 21:15:17","A3219","2019-10-01 14:13:13","0","18"
"20210","22","脳梗塞ドックコース","脳梗塞ドックコース","0","0","0","0","0",\N,"7","6000","6","A2062","2017-09-11 21:24:57","A2636","2019-06-19 13:45:54","0","21"
"20211","24","健保コース","健保コース","0","0","0","0","0",\N,"0",\N,\N,"A2064","2017-10-17 14:23:55","A2636","2019-06-19 13:45:54","0","8"
"20212","10","楽々ABC人間ドック※増税後価格","楽々ABC人間ドック※増税後価格","1","0","0","0","0",\N,"7","6000","6","A1589","2018-04-26 18:14:41","A3212","2019-10-30 16:12:58","0","10"
"20213","15","レーザー胃カメラ人間ドック","レーザー胃カメラ人間ドック","1","0","0","0","0",\N,"7","6000","6","A1589","2018-05-02 11:54:55","A1589","2018-05-02 11:59:28","1","1"
"20214","2","レーザー胃・大腸カメラ人間ドック※増税後価格","レーザー胃・大腸カメラ人間ドック※増税後価格","1","0","0","0","0",\N,"7","6000","6","A1589","2018-05-02 11:58:16","A3212","2019-10-30 16:06:00","0","6"
"20215","25","レーザー胃カメラ人間ドック+脳梗塞ドック","レーザー胃カメラ人間ドック+脳梗塞ドック","0","0","0","0","0",\N,"7","6000","6","A1589","2018-05-02 12:07:37","A2636","2019-06-19 13:45:54","0","12"
"20216","16","女性技師による乳腺エコーでの乳がん検査※増税後価格","女性技師による乳腺エコーでの乳がん検査※増税後価格","1","0","0","0","0",\N,"7","6000","6","A1589","2018-05-02 12:23:49","A3219","2019-10-01 16:25:49","0","7"
"20217","3","胃カメラ人間ドック＋肺がんドック※増税後価格","胃カメラ人間ドック＋肺がんドック※増税後価格","1","0","0","0","0",\N,"7","6000","6","A2636","2019-05-30 10:51:08","A3212","2019-10-30 16:07:01","0","12"
"20218","4","胃カメラ人間ドック＋脳MRIドック※増税後価格","胃カメラ人間ドック＋脳MRIドック※増税後価格","1","0","0","0","0",\N,"7","6000","6","A2636","2019-05-30 10:54:14","A3212","2019-10-30 16:07:29","0","12"
"20219","5","胃・大腸カメラ人間ドック＋肺がんドック※増税後価格","胃・大腸カメラ人間ドック＋肺がんドック※増税後価格","1","0","0","0","0",\N,"7","6000","6","A2636","2019-05-30 10:56:31","A3212","2019-10-30 16:09:21","0","11"
"20220","6","胃・大腸カメラ人間ドック＋脳MRIドック※増税後価格","胃・大腸カメラ人間ドック＋脳MRIドック※増税後価格","1","0","0","0","0",\N,"7","6000","6","A2636","2019-05-30 10:58:57","A3212","2019-10-30 16:09:49","0","11"
"20221","7","レーザー胃カメラ人間ドック＋脳・心筋梗塞リスクドック※増税後価格","レーザー胃カメラ人間ドック＋脳・心筋梗塞リスクドック※増税後価格","1","0","0","0","0",\N,"7","6000","6","A2636","2019-05-30 11:03:36","A3212","2019-10-30 16:10:18","0","9"
"20222","8","プレミアム人間ドック（胃大腸内視鏡ドック＋脳・心筋梗塞リスクドック＋がん腫瘍マーカー5種）※増税後価格","プレミアム人間ドック（胃大腸内視鏡ドック＋脳・心筋梗塞リスクドッ","1","0","0","0","0",\N,"0","6000","6","A2636","2019-05-30 11:10:39","A3212","2019-10-30 16:10:49","0","12"
"20223","9","エクゼクティブ人間ドック（プレミアム＋脳MRI＋肺がんドック）※増税後価格","エクゼクティブ人間ドック（プレミアム＋脳MRI＋肺がんドック）※","1","0","0","0","0",\N,"0","6000","6","A2636","2019-05-30 11:14:01","A3212","2019-10-30 16:11:28","0","16"
"20224","12","楽々ABC人間ドック＋脳・心筋梗塞リスクドック※増税後価格","楽々ABC人間ドック＋脳・心筋梗塞リスクドック※増税後価格","1","0","0","0","0",\N,"7","6000","6","A2636","2019-06-18 14:44:32","A3212","2019-10-30 16:13:52","0","10"
"20225","21","レーザー胃・大腸カメラ人間ドック＋脳・心筋梗塞リスクドック※増税後価格","レーザー胃・大腸カメラ人間ドック＋脳・心筋梗塞リスクドック※増税","1","0","0","0","0",\N,"7","6000","6","A2636","2019-06-18 14:52:07","A3212","2019-10-30 16:15:43","0","7"
"20226","15","レディース検診（子宮頸部細胞診＋乳腺エコー）※増税後価格","レディース検診（子宮頸部細胞診＋乳腺エコー）※増税後価格","1","0","0","0","0",\N,"7","6000","6","A2636","2019-06-18 14:58:40","A3219","2019-10-01 15:26:45","0","6"
"20227","17","子宮頸部細胞診（自己採取）※増税後価格","子宮頸部細胞診（自己採取）※増税後価格","1","0","0","0","0",\N,"7","6000","6","A2636","2019-06-18 15:07:07","A3219","2019-10-01 16:23:53","0","8"
"20228","14","胃カメラレディースドック（女性技師の乳腺エコー＋腫瘍マーカー）※増税後価格","胃カメラレディースドック（女性技師の乳腺エコー＋腫瘍マーカー）※","1","0","0","0","0",\N,"7","6000","6","A2636","2019-06-18 15:27:11","A3212","2019-10-30 16:14:57","0","9"
