"LINEGROUP_ID","SEQ_NO","LINEGROUP_NAME","LINEGROUP_NAME_SHORT","OUTSIDE_RESERVATION","DO_NOT_SPECIFY_LINE_FG","LINEGROUP_TYPE","VACCINE_FG","RABIES_FG","SAME_TIME_LIMIT","LINEGROUP_CANCELLATION_DAYS","LINEGROUP_START_DAYS","LINEGROUP_END_DAYS","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","1","テストコース","テストコース","1","0","0","0","0",\N,"0","6000","8","A691","2017-08-07 15:37:56","A691","2019-07-25 04:17:32","0","43"
"2","2","テスト2","テスト2","0","0","0","0","0",\N,"23","9008","0","A691","2017-09-04 14:58:21","B37396","2019-05-13 11:55:15","0","8"
"3","3","テスト3（0円テスト）１１１","テスト3（0円テスト）１１１","1","0","0","0","0",\N,"17","8007","0","B37396","2017-09-07 13:44:40","B37396","2019-05-13 11:55:15","0","13"
"4","4","＃18736本番検証（すぐ消す）！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！","＃18736本番検証（すぐ消す）！！！！！！！！！！！！！！！！","0","0","0","0","0",\N,"0",\N,\N,"A1597","2017-09-28 17:42:25","A1597","2017-09-28 17:43:29","1","1"
"5","5","AAAAAAAAAA","AAAAAAAAAA","0","0","0","0","0",\N,"0",\N,\N,"B37396","2017-11-30 18:06:10","B37396","2017-11-30 18:06:23","1","1"
"6","6","BBBBBBBBB","BBBBBBBBB","0","0","0","0","0",\N,"0",\N,\N,"B37396","2017-11-30 18:08:12","B37396","2017-11-30 18:12:08","1","1"
"7","4","健保コース","健保コース","1","0","0","0","0",\N,"7","6000","6","A2636","2018-04-18 15:29:36","B37396","2019-05-13 11:55:15","0","7"
"8","5","【B画面】既存検査コース（現地支払）_既存予約あり","【B画面】既存検査コース（現地支払）_既存予約あり","1","0","0","0","0",\N,"7","6000","6","B37396","2018-09-05 13:15:34","B37396","2019-05-13 11:55:15","0","9"
"9","6","【B画面】既存検査コース（現地支払）","【B画面】既存検査コース（現地支払）","1","0","0","0","0",\N,"7","6000","6","B37396","2018-09-05 13:19:33","B37396","2019-05-13 11:55:15","0","12"
"10","7","【B画面】新規検査コース（現地支払）","【B画面】新規検査コース（現地支払）","1","0","0","0","0",\N,"7","6000","6","B37396","2018-09-05 13:52:34","B37396","2019-05-13 11:55:15","0","9"
