"LINEGROUP_ID","SEQ_NO","LINEGROUP_NAME","LINEGROUP_NAME_SHORT","OUTSIDE_RESERVATION","DO_NOT_SPECIFY_LINE_FG","LINEGROUP_TYPE","VACCINE_FG","RABIES_FG","SAME_TIME_LIMIT","LINEGROUP_CANCELLATION_DAYS","LINEGROUP_START_DAYS","LINEGROUP_END_DAYS","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","1","胃カメラ人間ドック＋腫瘍マーカー※増税後価格","胃カメラ人間ドック＋腫瘍マーカー※増税後価格","1","0","0","0","0",\N,"30","3000","4","A2636","2019-04-26 11:33:42","A3211","2019-10-21 18:51:28","0","19"
"2","3","【午後受診】胃カメラ人間ドック＋腫瘍マーカー※増税後価格","【午後受診】胃カメラ人間ドック＋腫瘍マーカー※増税後価格","1","0","0","0","0",\N,"30","3000","4","A2636","2019-04-26 11:47:37","A3211","2019-10-21 18:23:30","0","17"
"3","2","胃カメラ人間ドック※増税後価格","胃カメラ人間ドック※増税後価格","1","0","0","0","0",\N,"30","3000","4","A2636","2019-04-26 12:00:15","A3211","2019-10-21 18:20:29","0","17"
"4","6","【午後受診】胃カメラ人間ドック※増税後価格","【午後受診】胃カメラ人間ドック※増税後価格","1","0","0","0","0",\N,"30","3000","4","A2636","2019-04-26 12:09:23","A3211","2019-10-21 19:00:53","0","14"
"5","4","胃ABC検査人間ドック※増税後価格","胃ABC検査人間ドック※増税後価格","1","0","0","0","0",\N,"30","3000","4","A2636","2019-04-26 12:15:34","A3211","2019-10-21 18:59:25","0","15"
"6","9","胃カメラ人間ドック＋脳ドック※増税後価格","胃カメラ人間ドック＋脳ドック※増税後価格","1","0","0","0","0",\N,"30","6000","4","A2636","2019-04-26 12:19:48","A3211","2019-10-21 18:39:18","0","11"
"7","12","胃カメラ人間ドック＋全身MRI＋頭部MRI※増税後価格","胃カメラ人間ドック＋全身MRI＋頭部MRI※増税後価格","1","0","0","0","0",\N,"30","3000","4","A2636","2019-04-26 12:37:21","A3211","2019-10-21 19:14:46","0","13"
"8","13","レディースドック（胃カメラ）＋腫瘍マーカー＋乳子宮MRI検査※増税後価格","レディースドック（胃カメラ）＋腫瘍マーカー＋乳子宮MRI検査※増","1","0","0","0","0",\N,"30","3000","4","A2636","2019-04-26 13:03:15","A3211","2019-10-21 18:44:31","0","14"
"9","8","胃・大腸カメラ人間ドック＋腫瘍マーカー＋がんスクリーニング検査※増税後価格","胃・大腸カメラ人間ドック＋腫瘍マーカー＋がんスクリーニング検査※","1","0","0","0","0",\N,"30","3000","4","A2636","2019-04-26 13:43:36","A3211","2019-10-21 19:12:54","0","11"
"10","14","レディースドック（胃ABC検査）＋乳子宮がんMRI検査付※増税後価格","レディースドック（胃ABC検査）＋乳子宮がんMRI検査付※増税後","1","0","0","0","0",\N,"30","3000","4","A2636","2019-04-26 13:49:47","A3211","2019-10-21 18:45:36","0","12"
"11","15","胃・大腸カメラ人間ドック＋がんスクリーニング検査※増税後価格","胃・大腸カメラ人間ドック＋がんスクリーニング検査※増税後価格","1","0","0","0","0",\N,"30","3000","4","A2636","2019-04-26 13:57:02","A3211","2019-10-21 18:46:34","0","13"
"12","10","胃カメラ人間ドック＋腫瘍マーカー＋乳線MRI検査付※増税後価格","胃カメラ人間ドック＋腫瘍マーカー＋乳線MRI検査付※増税後価格","1","0","0","0","0",\N,"30","3000","4","A2636","2019-04-26 14:02:23","A3211","2019-10-21 18:41:02","0","11"
"13","16","胃カメラ人間ドック＋腫瘍マーカー＋子宮卵巣MRI検査付※増税後価格","胃カメラ人間ドック＋腫瘍マーカー＋子宮卵巣MRI検査付※増税後価","1","0","0","0","0",\N,"30","3000","4","A2636","2019-04-26 14:48:34","A3211","2019-10-21 18:49:21","0","11"
"14","17","胃ABC検査人間ドック＋脳ドック※増税後価格","胃ABC検査人間ドック＋脳ドック※増税後価格","1","0","0","0","0",\N,"30","3000","4","A2636","2019-04-26 14:52:47","A3212","2019-10-21 18:48:50","0","13"
"15","5","胃・大腸カメラ人間ドック＋腫瘍マーカー※増税後価格","胃・大腸カメラ人間ドック＋腫瘍マーカー※増税後価格","1","0","0","0","0",\N,"30","3000","4","A2636","2019-04-26 14:54:03","A3211","2019-10-21 18:30:41","0","11"
"16","18","胃カメラ人間ドック＋腫瘍マーカー＋がんスクリーニング検査※増税後価格","胃カメラ人間ドック＋腫瘍マーカー＋がんスクリーニング検査※増税後","1","0","0","0","0",\N,"30","3000","4","A2636","2019-04-26 15:02:16","A3212","2019-10-21 18:47:33","0","11"
"17","20","胃ABC検査人間ドック＋乳がんMRI検査※増税後価格","胃ABC検査人間ドック＋乳がんMRI検査※増税後価格","1","0","0","0","0",\N,"30","3000","4","A2636","2019-04-26 15:08:49","A3212","2019-10-21 18:43:48","0","16"
