"APPOINT_ID","RESERVATION_TYPE","RESERVATION_METHOD","LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","APPOINT_DATE","APPOINT_DAY","LINE_NAME","TIMEZONE_NAME","RESERVATION_FRAMES","AUTO_RESERVATION_SETTING","LINE_NUM","SPARE_LINE_NUM","START_TIME","END_TIME","START_NUMBER","LINE_APPOINT_TYPE","LINE_APPOINT_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","2",\N,"1","1","1","2019-04-08","1","スタンダード人間ドック","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-04-03 18:28:15","CUSTUMER","2019-04-03 18:28:15","0","1"
"2","2",\N,"1","1","1","2019-04-08","1","スタンダード人間ドック","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-04-03 18:28:15","CUSTUMER","2019-04-03 18:28:15","0","1"
"3","2",\N,"1","1","1","2019-05-14","2","スタンダード人間ドック","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-04-10 16:45:14","A2062","2019-05-29 10:06:26","1","2"
"4","2",\N,"1","1","1","2019-05-14","2","スタンダード人間ドック","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-04-10 16:45:14","A2062","2019-05-29 10:06:26","1","2"
"5","2",\N,"3","2","1","2019-04-13","6","健保用","帯1","0",\N,"4","0","0000","2300","1","9",\N,"A2636","2019-04-12 13:55:52","A2636","2019-04-12 13:55:52","0","1"
"6","2",\N,"3","2","1","2019-04-13","6","健保用","帯1","0",\N,"4","0","0000","2300","1","1","1","A2636","2019-04-12 13:55:52","A2636","2019-04-12 13:55:52","0","1"
"7","2",\N,"1","1","1","2019-04-23","2","スタンダード人間ドック","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-04-15 14:29:28","CUSTUMER","2019-04-15 14:29:28","0","1"
"8","2",\N,"1","1","1","2019-04-23","2","スタンダード人間ドック","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-04-15 14:29:28","CUSTUMER","2019-04-15 14:29:28","0","1"
"9","2",\N,"1","1","1","2019-06-17","1","スタンダード人間ドック","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-05-17 13:13:10","CUSTUMER","2019-05-17 13:13:10","0","1"
"10","2",\N,"1","1","1","2019-06-17","1","スタンダード人間ドック","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-05-17 13:13:10","CUSTUMER","2019-05-17 13:13:10","0","1"
"11","2",\N,"1","1","1","2019-05-21","2","スタンダード人間ドック","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2062","2019-05-29 10:06:26","A2062","2019-05-29 10:06:26","0","1"
"12","2",\N,"1","1","1","2019-05-21","2","スタンダード人間ドック","帯1","0",\N,"1","0","0000","2300","1","1","1","A2062","2019-05-29 10:06:26","A2062","2019-05-29 10:06:26","0","1"
"13","2",\N,"1","1","1","2019-06-24","1","スタンダード人間ドック","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-06-03 16:21:28","CUSTUMER","2019-06-03 16:21:28","0","1"
"14","2",\N,"1","1","1","2019-06-24","1","スタンダード人間ドック","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-06-03 16:21:28","CUSTUMER","2019-06-03 16:21:28","0","1"
"15","2",\N,"2","1","1","2019-08-26","1","健診C","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-08-12 09:08:53","CUSTUMER","2019-08-12 09:08:53","0","1"
"16","2",\N,"2","1","1","2019-08-26","1","健診C","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-08-12 09:08:53","CUSTUMER","2019-08-12 09:08:53","0","1"
