"IDENT_KEY","IDENT_NAME","KEY_CODE","KEY_VALUE","KEY_TEXTAREA_VALUE","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"C202","メールアドレス","10","unei@eparkdock.com","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:29","1"
"C202","差出人","11","unei@eparkdock.com","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:29","1"
"E812","一斉配信メールサンプルの表示切替","05","0","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"E812","一斉配信メールサンプルのサンプル","06","","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"E817","管理画面操作履歴保持期限","01","12","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M001","院内予約のメール送信設定 予約登録時の配信設定","01","1","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M001","院内予約のメール送信設定 予約変更時の配信設定","02","1","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M001","院内予約のメール送信設定 予約キャンセル時の配信設定","03","1","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M001","予約の事前確認メール 送信日時","04","9","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M001","予約メールの転送設定","05","0","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M001","予約メールの転送メールアドレス（院内）","06","","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M001","予約メールの転送メールアドレス（院外）","07","","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M001","予約メールの送信元（差出人）メールアドレス","08","","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M001","予約メールの署名","09","","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M001","予約の事前確認メール 送信日時","10","1","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M001","送信メール種別","11","0","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M001","予約の事前確認メール 配信設定","12","1","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M001","予約の事前確認SMS通知配信設定","15","予約のご案内\
ご来院お待ちしております","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M001","初回来院御礼SMS本文","18","先日は御来院有難う御座います\
医院接遇向上の為、アンケートの御協力お願い致します","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M001","次回受付促進SMS本文","19","先日歯科予約をキャンセル頂きましたので、次回の御予約をお待ちしております","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M001","初回受付事前通知の送信日時","20","0","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M001","満足度アンケートメールの送信設定","21","0","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M001","満足度アンケートメールの送信時間","22","18","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M001","予約の事前確認メール 送信日1","32","1","","system","2017-07-07 13:14:54","system","2017-07-07 13:14:54","1"
"M001","予約の事前確認メール 送信時刻1","33","9","","system","2017-07-07 13:14:54","system","2017-07-07 13:14:54","1"
"M001","予約の事前確認メール 送信日2","34","1","","system","2017-07-07 13:14:54","system","2017-07-07 13:14:54","1"
"M001","予約の事前確認メール 送信時刻2","35","9","","system","2017-07-07 13:14:54","system","2017-07-07 13:14:54","1"
"M001","予約の事前確認メール 送信日3","36","1","","system","2017-07-07 13:14:54","system","2017-07-07 13:14:54","1"
"M001","予約の事前確認メール 送信時刻3","37","9","","system","2017-07-07 13:14:54","system","2017-07-07 13:14:54","1"
"M001","事前通知メールの配信設定1","38","1","","system","2017-07-07 13:14:54","system","2017-07-07 13:14:54","1"
"M001","事前通知メールの配信設定2","39","0","","system","2017-07-07 13:14:54","system","2017-07-07 13:14:54","1"
"M001","事前通知メールの配信設定3","40","0","","system","2017-07-07 13:14:54","system","2017-07-07 13:14:54","1"
"M001","プッシュ通知の配信設定1","41","1","","system","2017-07-07 13:14:54","system","2017-07-07 13:14:54","1"
"M001","プッシュ通知の配信設定2","42","1","","system","2017-07-07 13:14:54","system","2017-07-07 13:14:54","1"
"M001","プッシュ通知の配信設定3","43","1","","system","2017-07-07 13:14:54","system","2017-07-07 13:14:54","1"
"M001","事前確認SMS通知の配信設定1","44","1","","system","2017-07-07 13:14:54","system","2017-07-07 13:14:54","1"
"M001","事前確認SMS通知の配信設定2","45","0","","system","2017-07-07 13:14:54","system","2017-07-07 13:14:54","1"
"M001","事前確認SMS通知の配信設定3","46","0","","system","2017-07-07 13:14:54","system","2017-07-07 13:14:54","1"
"M001","事前確認SMS通知のキャンセル率での配信設定1","47","0","","system","2017-07-07 13:14:54","system","2017-07-07 13:14:54","1"
"M002","表示時間（外部）　開始時間","01","9","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M002","表示時間（外部）　終了時間","02","19","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M002","月曜日　名称","03","月","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M002","火曜日　名称","04","火","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M002","水曜日　名称","05","水","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M002","木曜日　名称","06","木","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M002","金曜日　名称","07","金","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M002","土曜日　名称","08","土","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M002","日曜日　名称","09","日","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M002","表示ピッチ","10","30","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M002","電話番号","11","","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M002","医院名","12","","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M002","担当医へのメッセージの案内文","13","担当医へのメッセージ、 電話がつながりやすい 時間があればこの欄に ご記入ください。","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M002","予約内容の確認の案内文","14","","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M002","PPC表示設定","45","1","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M002","かんたん予約画面の利用設定","48","0","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M002","連絡方法の希望受付","49","0","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M002","オンライン受付の件数制限","50","-1","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M002","チェアモードの利用","59","0","","system","2017-06-21 10:56:51","system","2017-06-21 10:56:51","1"
"M003","電話通知利用","01","1","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M003","通知時間帯FROM","03","8","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M003","通知時間帯TO","04","20","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M005","月次研修希望確認-回答年月日","01","1970-01-01","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M101","月間カレンダーの表示を開始する曜日 ","01","1","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
"M101","本日表示の設定","02","FDD04E","","system","2017-05-22 23:16:28","system","2017-05-22 23:16:28","1"
