"LINEGROUP_ID","SEQ_NO","LINEGROUP_NAME","LINEGROUP_NAME_SHORT","OUTSIDE_RESERVATION","DO_NOT_SPECIFY_LINE_FG","LINEGROUP_TYPE","VACCINE_FG","RABIES_FG","SAME_TIME_LIMIT","LINEGROUP_CANCELLATION_DAYS","LINEGROUP_START_DAYS","LINEGROUP_END_DAYS","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","9","【2019年9月30日まで】半日人間ドック（脳・肺・腫瘍マーカー検査）","【2019年9月30日まで】半日人間ドック（脳・肺・腫瘍マーカー","0","0","0","0","0",\N,"30","6000","6","A2867","2019-04-15 17:54:12","A3271","2019-11-26 16:28:59","0","15"
"2","10","【2019年9月30日まで】半日人間ドック（頭部MRI/MRA検査）","【2019年9月30日まで】半日人間ドック（頭部MRI/MRA検","0","0","0","0","0",\N,"30","6000","6","A2867","2019-04-16 15:37:21","A3271","2019-11-26 16:28:59","0","15"
"3","11","【2019年9月30日まで】半日人間ドック（腫瘍マーカー検査）","【2019年9月30日まで】半日人間ドック（腫瘍マーカー検査）","0","0","0","0","0",\N,"30","6000","6","A2867","2019-04-16 16:06:05","A3271","2019-11-26 16:28:59","0","13"
"4","12","【2019年9月30日まで】半日人間ドック","【2019年9月30日まで】半日人間ドック","0","0","0","0","0",\N,"30","6000","6","A2867","2019-04-16 16:18:43","A3271","2019-11-26 16:28:59","0","14"
"5","13","健保コース","健保コース","0","0","0","0","0",\N,"7","6000","6","A2636","2019-04-17 13:36:35","A3271","2019-11-26 16:28:59","0","2"
"6","1","人間ドック胃部X線検査（脳・肺・腫瘍マーカー検査）","人間ドック胃部X線検査（脳・肺・腫瘍マーカー検査）","1","0","0","0","0",\N,"30","6000","6","A3220","2019-08-08 12:30:21","A3271","2019-11-26 16:29:19","0","12"
"7","3","人間ドック胃部X線検査（頭部MRI/MRA検査）","人間ドック胃部X線検査（頭部MRI/MRA検査）","1","0","0","0","0",\N,"30","6000","6","A3220","2019-08-08 12:30:54","A3271","2019-11-26 16:30:18","0","13"
"8","5","人間ドック胃部X線検査（腫瘍マーカー検査）","人間ドック胃部X線検査（腫瘍マーカー検査）","1","0","0","0","0",\N,"30","6000","6","A3220","2019-08-08 12:32:39","A3271","2019-11-26 16:31:14","0","11"
"9","7","人間ドック（胃部X線検査）","人間ドック（胃部X線検査）","1","0","0","0","0",\N,"30","6000","6","A3220","2019-08-08 12:33:12","A3271","2019-11-26 16:31:55","0","15"
"10","2","人間ドック胃カメラ検査（脳・肺・腫瘍マーカー検査）","人間ドック胃カメラ検査（脳・肺・腫瘍マーカー検査）","1","0","0","0","0",\N,"30","6000","6","A3218","2019-10-15 16:25:45","A3271","2019-11-26 16:29:41","0","7"
"11","4","人間ドック胃カメラ検査（頭部MRI/MRA検査）","人間ドック胃カメラ検査（頭部MRI/MRA検査）","1","0","0","0","0",\N,"30","6000","6","A3218","2019-10-15 16:39:19","A3271","2019-11-26 16:30:50","0","5"
"12","6","人間ドック胃カメラ検査（腫瘍マーカー検査）","人間ドック胃カメラ検査（腫瘍マーカー検査）","1","0","0","0","0",\N,"30","6000","6","A3218","2019-10-15 16:42:09","A3271","2019-11-26 16:31:33","0","5"
"13","8","人間ドック（胃カメラ検査）","人間ドック（胃カメラ検査）","1","0","0","0","0",\N,"30","6000","6","A3218","2019-10-15 16:45:16","A3271","2019-11-26 16:32:20","0","4"
