"IDENT_KEY","IDENT_NAME","KEY_CODE","KEY_VALUE","KEY_TEXTAREA_VALUE","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"C202","メールアドレス","10","unei@eparkdock.com","","system","2014-11-20 10:04:10","system","2014-11-20 10:04:11","1"
"C202","差出人","11","unei@eparkdock.com","","system","2014-11-20 10:04:10","system","2014-11-20 10:04:11","1"
"E812","一斉配信メールサンプルの表示切替","05","0","","system","2014-11-20 10:04:10","system","2014-11-20 10:04:10","1"
"E812","一斉配信メールサンプルのサンプル","06","","","system","2014-11-20 10:04:10","system","2014-11-20 10:04:10","1"
"E817","管理画面操作履歴保持期限","01","12","","system","2014-11-20 10:04:10","system","2016-02-24 14:30:53","1"
"H001","保存期間区分","01","0","","system","2014-11-20 10:04:10","system","2014-11-20 10:04:10","1"
"M001","院内予約のメール送信設定 予約登録時の配信設定","01","1","","system","2014-11-20 10:04:10","A2062","2017-05-29 11:41:22","14"
"M001","院内予約のメール送信設定 予約変更時の配信設定","02","1","","system","2014-11-20 10:04:10","A2062","2017-05-29 11:41:22","14"
"M001","院内予約のメール送信設定 予約キャンセル時の配信設定","03","1","","system","2014-11-20 10:04:10","A2062","2017-05-29 11:41:22","14"
"M001","予約の事前確認メール 送信日時","04","9","","system","2014-11-20 10:04:10","system","2014-11-20 10:04:10","1"
"M001","予約メールの転送設定","05","0","","system","2014-11-20 10:04:10","A2062","2017-05-29 11:41:22","14"
"M001","予約メールの転送メールアドレス（院内）","06","","","system","2014-11-20 10:04:10","A2062","2017-05-29 11:41:22","14"
"M001","予約メールの転送メールアドレス（院外）","07","","","system","2014-11-20 10:04:10","A2062","2017-05-29 11:41:22","14"
"M001","予約メールの送信元（差出人）メールアドレス","08","yoyaku@karadadock.jp","","system","2014-11-20 10:04:10","A2062","2017-05-29 11:41:22","14"
"M001","予約メールの署名","09","新百合ヶ丘総合病院","","system","2014-11-20 10:04:10","A2062","2017-05-29 11:41:22","14"
"M001","予約の事前確認メール 送信日時","10","1","","system","2014-11-20 10:04:10","system","2014-11-20 10:04:10","1"
"M001","予約の事前確認メール 配信設定","12","1","","system","2015-03-13 20:35:34","system","2015-03-13 20:35:34","1"
"M001","予約の事前確認SMS通知 配信設定","15","予約のご案内\
ご来院お待ちしております",\N,"system","2016-05-31 19:43:51","system","2016-05-31 19:43:51","1"
"M001","予約の事前確認メール 送信日1","32","1","","system","2017-07-07 13:11:57","system","2017-07-07 13:11:57","1"
