"LINEGROUP_ID","SEQ_NO","LINEGROUP_NAME","LINEGROUP_NAME_SHORT","OUTSIDE_RESERVATION","DO_NOT_SPECIFY_LINE_FG","LINEGROUP_TYPE","VACCINE_FG","RABIES_FG","SAME_TIME_LIMIT","LINEGROUP_CANCELLATION_DAYS","LINEGROUP_START_DAYS","LINEGROUP_END_DAYS","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","1","人間ドック（ABC検診）","人間ドック（ABC検診）","1","0","0","0","0",\N,"30","2000","9","A2636","2018-07-26 11:56:56","A3271","2019-11-28 15:31:14","0","9"
"2","2","【ペア】人間ドック（ABC検診）","【ペア】人間ドック（ABC検診）","1","0","0","0","0",\N,"30","2000","9","A2636","2018-07-26 12:03:13","A3271","2019-11-28 15:31:37","0","6"
"3","6","人間ドック（ABC検診）＋脳ドック","人間ドック（ABC検診）＋脳ドック","1","0","0","0","0",\N,"30","2000","9","A2636","2018-07-26 12:04:42","A3271","2019-11-28 15:33:13","0","7"
"4","3","MRIで受けるレディースドック","MRIで受けるレディースドック","1","0","0","0","0",\N,"30","2000","9","A2636","2018-07-26 12:10:21","A3271","2019-11-28 15:32:04","0","8"
"5","9","MRIで受けるメンズドック","MRIで受けるメンズドック","1","0","0","0","0",\N,"30","2000","9","A2636","2018-07-26 12:14:18","A3271","2019-11-28 15:34:22","0","8"
"6","7","脳ドック（脳MRI/MRA）","脳ドック（脳MRI/MRA）","1","0","0","0","0",\N,"30","2000","6","A2636","2018-07-26 12:22:30","B74878","2020-01-14 19:55:37","0","9"
"7","8","脳ドック（脳MRI/MRA＋頸動脈MRA）","脳ドック（脳MRI/MRA＋頸動脈MRA）","1","0","0","0","0",\N,"30","2000","6","A2636","2018-07-26 12:24:20","B74878","2020-01-14 19:55:09","0","8"
"8","4","MRIで受けるレディース検診（乳がん、子宮卵巣の検査）","MRIで受けるレディース検診（乳がん、子宮卵巣の検査）","1","0","0","0","0",\N,"30","2000","6","A2636","2018-07-26 12:28:30","B74878","2020-01-14 19:52:56","0","12"
"9","10","健保コース","健保コース","0","0","0","0","0",\N,"30","2000","9","A2636","2018-07-26 12:29:42","B74878","2019-11-01 09:24:03","0","3"
"10","5","MRIで受ける乳がん検診","MRIで受ける乳がん検診","1","0","0","0","0",\N,"30","2000","4","B74878","2019-10-31 09:41:53","B74878","2020-01-14 19:54:27","0","4"
