"LINEGROUP_ID","SEQ_NO","LINEGROUP_NAME","LINEGROUP_NAME_SHORT","OUTSIDE_RESERVATION","DO_NOT_SPECIFY_LINE_FG","LINEGROUP_TYPE","VACCINE_FG","RABIES_FG","SAME_TIME_LIMIT","LINEGROUP_CANCELLATION_DAYS","LINEGROUP_START_DAYS","LINEGROUP_END_DAYS","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"20412","2","【胃部X線検査】人間ドック","【胃部X線検査】人間ドック","1","0","0","0","0",\N,"5","3000","4","system","2017-08-18 12:13:18","A3210","2020-01-17 17:19:08","0","17"
"20413","5","【胃部X線検査】レディースドック","【胃部X線検査】レディースドック","1","0","0","0","0",\N,"7","3000","4","system","2017-08-18 12:13:18","A3210","2020-01-17 17:20:25","0","20"
"20414","7","婦人科検診","婦人科検診","1","0","0","0","0",\N,"7","6000","13","system","2017-08-18 12:13:18","A2636","2019-01-25 14:02:13","1","10"
"20415","8","乳がん検診（マンモグラフィ）","乳がん検診（マンモグラフィ）","1","0","0","0","0",\N,"7","3000","4","system","2017-08-18 12:13:18","A3210","2020-01-17 17:21:44","0","18"
"20416","7","ブライダルチェック（感染症検査・子宮頸部細胞診・経膣エコー）","ブライダルチェック（感染症検査・子宮頸部細胞診・経膣エコー）","1","0","0","0","0",\N,"7","3000","4","system","2017-08-18 12:13:18","A3210","2020-01-17 17:21:19","0","19"
"20417","6","フルレディースドック（胃部X線検査・乳腺エコー・マンモ・子宮頸部細胞診・経膣エコー・腫瘍マーカー）","フルレディースドック（胃部X線検査・乳腺エコー・マンモ・子宮頸部","1","0","0","0","0",\N,"7","3000","4","system","2017-08-18 12:13:18","A3210","2020-01-17 17:20:56","0","21"
"20869","20","【1】プレミアムドック","","1","0","0","0","0",\N,"0",\N,\N,"system","2017-08-18 12:13:18","A2064","2017-09-07 19:32:36","1","4"
"20870","21","【2】ベーシック人間ドック+Ｌｏｘ－ｉｎｄｅｘ◆動脈硬化早期発見コース","","1","0","0","0","0",\N,"0",\N,\N,"system","2017-08-18 12:13:18","A2064","2017-09-07 19:31:57","1","4"
"20874","22","【3】ベーシック人間ドック◆ガン早期発見コース","","1","0","0","0","0",\N,"0",\N,\N,"system","2017-08-18 12:13:18","A2064","2017-09-07 19:31:09","1","4"
"20875","3","ベーシック人間ドック（腫瘍マーカー付き）","ベーシック人間ドック（腫瘍マーカー付き）","1","0","0","0","0",\N,"7","6000","13","system","2017-08-18 12:13:18","A2636","2019-01-25 12:18:33","1","11"
"20876","23","【5】ベーシック人間ドック+睡眠時無呼吸検査","","1","0","0","0","0",\N,"0",\N,\N,"system","2017-08-18 12:13:18","A2064","2017-09-07 19:30:47","1","4"
"20877","15","【6】ベーシック人間ドック","【6】ベーシック人間ドック","0","0","0","0","0",\N,"0",\N,\N,"system","2017-08-18 12:13:18","A2064","2017-09-07 20:16:06","1","7"
"20878","19","【7】プレミアムレディースドック","","1","0","0","0","0",\N,"0",\N,\N,"system","2017-08-18 12:13:18","A2064","2017-09-07 19:33:05","1","4"
"20879","4","【8】フルレディースドック","【8】フルレディースドック","0","0","0","0","0",\N,"0",\N,\N,"system","2017-08-18 12:13:18","A2062","2017-09-07 20:13:50","1","5"
"20880","11","《割引》【9】レディースドック+Ｌｏｘーｉｎｄｅｘ◆動脈硬化早期発見コース","《割引》【9】レディースドック+Ｌｏｘーｉｎｄｅｘ◆動脈硬化早期","0","0","0","0","0",\N,"0",\N,\N,"system","2017-08-18 12:13:18","A2064","2017-09-07 20:16:52","1","7"
"20881","12","【10】レディースドック◆ガン早期発見コース","【10】レディースドック◆ガン早期発見コース","0","0","0","0","0",\N,"0",\N,\N,"system","2017-08-18 12:13:18","A2064","2017-09-07 20:17:37","1","7"
